ticker,CFCX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-07,-26.7857
2016-01-15,134.1463
2016-02-08,0.0
2016-02-26,-57.2917
2016-04-06,65.8537
2016-04-22,5.8824
2016-05-12,-11.1111
2016-05-24,12.5
2016-05-26,-11.1111
2016-06-22,50.0
2016-06-28,0.0
2016-07-14,-25.0
2016-08-01,0.0
2016-08-12,33.3333
2016-09-14,-29.0833
2016-09-21,2.8202
2016-09-27,-2.2857
2016-10-06,0.0
2016-10-12,-12.2807
2016-10-13,0.0
2016-10-26,0.0
2016-10-31,-4.0
2016-11-15,5.6944
2016-11-17,0.0
2016-11-23,-4.0736
2016-12-15,3.9726
2016-12-19,-0.0016
2016-12-21,-6.3225999999999996
2016-12-22,0.0
2016-12-28,1.9691
2016-12-29,3.4483
2016-12-30,3.3317
2017-01-04,0.0016
2017-01-05,-3.2258
2017-01-11,-1.3333
2017-01-17,7.4324
2017-01-20,0.0
2017-01-23,-1.8868
2017-01-24,0.0
2017-01-31,-3.7179
2017-02-03,-0.1332
2017-02-07,3.3333
2017-02-08,-3.6129
2017-02-13,6.2918
2017-02-15,0.0
2017-02-24,2.0151
2017-03-01,10.8642
2017-03-07,0.2227
2017-03-08,0.0
2017-03-27,-4.7222
2017-03-29,-3.7901
2017-04-06,6.0606
2017-04-20,0.0
2017-04-27,-8.4571
2017-05-01,-0.1248
2017-05-02,-0.625
2017-05-05,-1.8868
2017-05-15,0.0
2017-05-17,0.0
2017-06-07,-3.8462
2017-06-19,0.0
2017-06-20,0.0
2017-06-22,0.0
2017-06-28,0.0
2017-06-29,3.3333
2017-07-20,-2.5806
2017-07-26,1.3245
2017-07-27,1.5686
2017-07-28,0.3861
2017-08-02,0.641
2017-08-03,5.8599
2017-08-04,-3.7304
2017-08-07,0.0
2017-08-11,0.0
2017-08-28,3.75
2017-09-27,-4.253
2017-10-03,0.6669
2017-10-13,2.375
2017-10-17,-0.1221
2017-10-19,0.2445
2017-10-24,0.0
2017-10-27,0.0
2017-10-30,-1.2195
2017-10-31,0.0
2017-11-02,1.8519
2017-11-03,0.6061
2017-11-06,0.6024
2017-11-09,-0.5988
2017-11-10,0.0
2017-11-13,0.6024
2017-11-21,0.1198
2017-11-22,1.6745999999999999
2017-12-12,2.8235
2017-12-21,-2.746
2017-12-22,1.1764999999999999
2018-01-04,1.7442
2018-01-08,-1.0286
2018-01-09,0.0
2018-01-12,0.6928
2018-01-18,3.211
2018-01-25,-0.5556
2018-01-29,-1.2291
