ticker,OFIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-10.917
2000-01-04,1.9607999999999999
2000-01-05,-0.9615
2000-01-06,-3.3981
2000-01-07,4.5226
2000-01-10,1.4423
2000-01-11,7.109
2000-01-12,2.6549
2000-01-13,0.8621
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,2.5641
2000-01-20,0.0
2000-01-21,3.3333
2000-01-24,2.4194
2000-01-25,2.3622
2000-01-26,-1.5385
2000-01-27,-1.5625
2000-01-28,-2.3810000000000002
2000-01-31,-0.813
2000-02-01,-1.2295
2000-02-02,6.2241
2000-02-03,-6.25
2000-02-04,1.6667
2000-02-07,1.6393
2000-02-08,0.8065
2000-02-09,7.6
2000-02-10,-3.3457
2000-02-11,-7.6923
2000-02-14,1.6667
2000-02-15,-3.2787
2000-02-16,1.6949
2000-02-17,4.1667
2000-02-18,0.8
2000-02-22,-3.9683
2000-02-23,2.0661
2000-02-24,2.0243
2000-02-25,3.9683
2000-02-28,3.8167999999999997
2000-02-29,-2.2059
2000-03-01,0.9398
2000-03-02,0.5587
2000-03-03,3.7037
2000-03-06,-2.5
2000-03-07,-0.3663
2000-03-08,5.8824
2000-03-09,5.5556
2000-03-10,0.3289
2000-03-13,0.3279
2000-03-14,-7.1895
2000-03-15,-3.169
2000-03-16,-4.0
2000-03-17,1.5152
2000-03-20,8.9552
2000-03-21,-3.4247
2000-03-22,4.9645
2000-03-23,-3.3784
2000-03-24,7.6923
2000-03-27,1.6234
2000-03-28,-0.3195
2000-03-29,-3.2051
2000-03-30,-2.649
2000-03-31,-4.7619
2000-04-03,-1.4285999999999999
2000-04-04,-4.3478
2000-04-05,0.7576
2000-04-06,2.2556
2000-04-07,-1.4706000000000001
2000-04-10,2.6119
2000-04-11,-3.2727
2000-04-12,0.7519
2000-04-13,-0.7463
2000-04-14,-2.2556
2000-04-17,-2.3077
2000-04-18,0.3937
2000-04-19,5.098
2000-04-20,-4.4776
2000-04-24,6.25
2000-04-25,1.4706000000000001
2000-04-26,0.0
2000-04-27,10.1449
2000-04-28,-2.6316
2000-05-01,-4.0541
2000-05-02,-1.0563
2000-05-03,-1.7793999999999999
2000-05-04,0.7246
2000-05-05,-0.7194
2000-05-08,-0.7246
2000-05-09,0.0
2000-05-10,-2.9196999999999997
2000-05-11,1.5038
2000-05-12,0.0
2000-05-15,5.9259
2000-05-16,-2.7972
2000-05-17,-1.7986
2000-05-18,2.5641
2000-05-19,-2.8571
2000-05-22,2.9412000000000003
