ticker,CZNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-11,0.0
2001-01-29,0.0
2001-03-29,0.0
2002-04-23,4.5455
2002-08-01,0.0
2002-09-13,0.0
2003-02-03,14.1304
2003-02-14,0.0
2003-03-26,-5.2381
2004-05-10,-11.0553
2004-05-12,24.2938
2004-05-21,0.0
2005-04-27,13.1818
2005-06-17,-8.4337
2005-11-04,-8.7719
2005-12-16,25.0
2006-02-17,4.6154
2006-08-01,4.4118
2007-07-02,0.0
2007-07-30,12.6761
2007-08-29,-8.75
2007-09-07,9.589
2007-09-10,2.5
2008-04-22,9.7561
2008-04-30,2.2222
2008-06-13,0.0
2008-07-14,2.1739
2008-07-29,0.0
2008-09-10,2.1277
2008-10-10,4.1667
2008-10-22,0.0
2008-11-03,-5.0
2009-02-27,5.2632
2009-07-24,2.0
2010-01-20,-1.9607999999999999
2010-02-12,-4.0
2010-02-23,-3.125
2010-03-10,7.5269
2010-04-27,-8.0
2010-05-10,4.3478
2010-07-13,-4.1667
2010-07-19,-2.1739
2010-08-06,-6.6667
2010-08-19,0.0
2010-08-27,-4.7619
2010-09-16,0.0
2010-11-23,0.0
2011-01-13,0.0
2011-01-24,-2.5
2011-03-15,0.0
2011-03-23,-1.2821
2011-04-26,1.2987
2011-06-22,-2.5641
2011-06-24,0.0
2011-08-18,-10.526299999999999
2011-11-22,-4.4118
2011-12-12,3.0769
2012-02-02,0.0
2012-02-06,-2.9851
2012-02-10,2.3077
2012-02-13,4.5113
2012-03-13,1.4388
2012-03-27,-0.7092
2012-05-03,1.4285999999999999
2012-05-04,1.4085
2012-06-05,-10.5556
2012-06-07,0.9317
2012-06-08,13.8462
2012-06-20,-8.7838
2012-07-20,0.7407
2012-08-23,8.8235
2012-08-24,-9.1892
2012-08-27,7.1429
2012-09-25,5.5556
2012-09-26,0.0
2012-10-11,-11.1842
2012-11-29,0.1481
2012-12-04,3.5503
2012-12-14,2.8571
2012-12-21,2.7778
2013-01-16,0.0
2013-03-28,0.0
2013-05-09,-8.7838
2013-05-24,0.0
2013-07-02,0.0
2013-07-17,0.0
2013-07-19,2.963
2013-09-09,0.0
2013-09-10,3.5971
2014-01-23,0.8969
2014-01-30,0.0
2014-02-06,-6.1111
2014-02-12,4.8817
2014-05-22,-3.6554
2014-06-10,2.9412000000000003
2014-08-28,-2.9851
2014-08-29,3.5503
2014-09-02,-0.7143
2014-11-17,6.8557
2014-12-04,1.516
2015-01-06,3.1618
2015-04-30,4.3841
2015-05-01,0.0
2015-05-26,2.5
2015-06-15,-0.7839
2015-07-17,-2.4691
2015-07-20,0.6582
2015-07-23,0.6036
2016-03-14,8.1751
2016-03-23,4.6902
2018-03-26,12.8169
2018-05-21,95.8763
2018-05-23,4.2105
2018-08-07,-44.3263
2018-09-20,9.509
2019-03-25,-7.6871
2019-04-29,1.8182
2019-08-19,-5.0009
2019-11-22,3.4483
2019-12-06,2.5641
2019-12-20,-1.3984
2020-01-15,0.9091
2020-01-16,0.4505
2020-01-21,0.4484
2020-01-23,0.0
2020-02-24,0.0
2020-03-03,0.0
2020-03-05,0.0
2020-03-10,-4.4643
2020-03-18,-9.9099
2020-03-26,-0.5208
