ticker,CATY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3537
2000-01-04,-0.3155
2000-01-05,0.9494
2000-01-06,-1.5674000000000001
2000-01-07,2.2293
2000-01-10,3.5826000000000002
2000-01-11,0.4511
2000-01-12,-0.0958
2000-01-13,0.6024
2000-01-14,0.0
2000-01-18,-4.9401
2000-01-19,9.6063
2000-01-20,-2.2989
2000-01-21,-1.1764999999999999
2000-01-24,-0.5952
2000-01-25,-2.9939999999999998
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-1.8519
2000-01-31,0.6289
2000-02-01,-0.625
2000-02-02,-0.4717
2000-02-03,1.8957000000000002
2000-02-04,0.4651
2000-02-07,2.4691
2000-02-08,1.2048
2000-02-09,1.1905000000000001
2000-02-10,-3.5294
2000-02-11,-1.2195
2000-02-14,2.1605
2000-02-15,-0.3021
2000-02-16,-0.6061
2000-02-17,1.0671
2000-02-18,0.1508
2000-02-22,-0.1506
2000-02-23,21.5686
2000-02-24,5.2109
2000-02-25,3.184
2000-02-28,-12.3429
2000-02-29,-10.2999
2000-03-01,4.6512
2000-03-02,-8.5764
2000-03-03,2.0889
2000-03-06,0.0
2000-03-07,1.1905000000000001
2000-03-08,3.5294
2000-03-09,-2.1307
2000-03-10,-0.5806
2000-03-13,-2.3358
2000-03-14,0.4484
2000-03-15,0.1488
2000-03-16,2.2288
2000-03-17,0.0
2000-03-20,-2.0349
2000-03-21,-0.2967
2000-03-22,4.7619
2000-03-23,-2.2727
2000-03-24,1.7442
2000-03-27,1.4285999999999999
2000-03-28,-0.8451
2000-03-29,-3.9063
2000-03-30,5.3954
2000-03-31,3.2258
2000-04-03,-2.1739
2000-04-04,1.3889
2000-04-05,0.137
2000-04-06,-3.8304
2000-04-07,-0.7112
2000-04-10,2.2923
2000-04-11,-1.9607999999999999
2000-04-12,-1.6629
2000-04-13,0.438
2000-04-14,-5.2326
2000-04-17,5.0613
2000-04-18,-1.1679
2000-04-19,-0.7386
2000-04-20,-0.2976
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.7463
2000-04-27,0.7407
2000-04-28,7.0588
2000-05-01,0.0
2000-05-02,-2.1978
2000-05-03,-5.618
2000-05-04,3.2738
2000-05-05,-0.7205
2000-05-08,-0.1451
2000-05-09,-1.5988
2000-05-10,0.0
2000-05-11,1.1817
2000-05-12,-1.3139
2000-05-15,-0.5917
2000-05-16,1.4881
2000-05-17,-1.4663
2000-05-18,0.0
2000-05-19,0.8929
