ticker,CIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-15,-0.8
2014-04-16,-0.6452
2014-04-17,0.6494
2014-04-21,1.0484
2014-04-22,0.1596
2014-04-23,0.1594
2014-04-24,-1.2729
2014-04-25,0.4835
2014-04-28,0.4812
2014-04-29,-0.5587
2014-04-30,0.5608
2014-05-01,0.0798
2014-05-02,-0.3977
2014-05-05,0.6395
2014-05-06,-0.6354
2014-05-07,0.0
2014-05-08,0.2402
2014-05-09,-0.4792
2014-05-12,0.1605
2014-05-13,-0.1603
2014-05-14,0.5618
2014-05-15,-0.2394
2014-05-16,-0.08
2014-05-19,-0.2402
2014-05-20,-0.0803
2014-05-21,-0.0803
2014-05-22,-0.5627
2014-05-23,0.5659
2014-05-27,-0.4823
2014-05-28,0.0808
2014-05-29,-0.2421
2014-05-30,0.4854
2014-06-02,0.161
2014-06-03,0.0804
2014-06-04,0.3213
2014-06-05,0.4003
2014-06-06,-0.319
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.8
2014-06-13,1.3492
2014-06-16,1.4096
2014-06-17,-1.2355
2014-06-18,-0.3127
2014-06-19,-2.1176
2014-06-20,-4.5673
2014-06-23,3.9463
2014-06-24,2.3425000000000002
2014-06-25,0.3157
2014-06-26,0.4721
2014-06-27,-1.4096
2014-06-30,0.7149
2014-07-01,1.2066
2014-07-02,-0.7115
2014-07-03,0.7166
2014-07-07,0.5534
2014-07-08,0.2358
2014-07-09,-1.3333
2014-07-10,2.0668
2014-07-11,1.0125
2014-07-14,-1.0023
2014-07-15,-0.7788
2014-07-16,0.157
2014-07-17,0.8621
2014-07-18,0.0
2014-07-21,-0.9324
2014-07-22,-0.3922
2014-07-23,1.8898000000000001
2014-07-24,-2.7821
2014-07-25,-0.2385
2014-07-28,0.3187
2014-07-29,-0.556
2014-07-30,0.3195
2014-07-31,-0.3981
2014-08-01,-0.3197
2014-08-04,-1.0425
2014-08-05,3.7277
2014-08-06,-2.3438
2014-08-07,0.16
2014-08-08,0.1597
2014-08-11,0.0797
2014-08-12,-0.3984
2014-08-13,-0.08
2014-08-14,0.4804
2014-08-15,0.3984
2014-08-18,-0.6349
2014-08-19,1.0383
2014-08-20,1.0277
2014-08-21,-0.626
2014-08-22,-0.0787
2014-08-25,0.3152
2014-08-26,0.4713
2014-08-27,2.3456
2014-08-28,-0.5348
2014-08-29,-1.2288999999999999
2014-09-02,-0.311
2014-09-03,-1.9501
2014-09-04,-0.4773
