ticker,TLRY US Equity
2018-12-10,-3.1022
2018-12-11,-3.1604
2018-12-12,-10.1945
2018-12-13,-10.6061
2018-12-14,-0.5164
2018-12-17,-12.2987
2018-12-18,16.1026
2018-12-19,-7.1895
2018-12-20,10.2817
2018-12-21,-4.3806
2018-12-24,-4.6614
2018-12-26,0.1681
2018-12-27,-0.5874
2018-12-28,5.7259
2018-12-31,-6.1344
2019-01-02,-0.1134
2019-01-03,-0.6529
2019-01-04,-0.0714
2019-01-07,2.7877
2019-01-08,15.7997
2019-01-09,-4.2758
2019-01-10,0.8783
2019-01-11,19.403
2019-01-14,4.3229
2019-01-15,-17.2441
2019-01-16,3.2939
2019-01-17,-2.5231
2019-01-18,-7.4895
2019-01-22,-5.6995000000000005
2019-01-23,-1.456
2019-01-24,3.0945
2019-01-25,1.8794
2019-01-28,8.7326
2019-01-29,-3.503
2019-01-30,-1.9985
2019-01-31,3.8849
2019-02-01,1.7642
2019-02-04,1.4162
2019-02-05,0.2408
2019-02-06,-6.1487
2019-02-07,2.3544
2019-02-08,-0.9376
2019-02-11,-4.8208
2019-02-12,0.6895
2019-02-13,1.7776999999999998
2019-02-14,-0.8669
2019-02-15,-0.1697
2019-02-19,0.706
2019-02-20,5.2837
2019-02-21,-2.3428
2019-02-22,-0.1641
2019-02-25,-2.1247
2019-02-26,1.8218999999999999
2019-02-27,0.6345
2019-02-28,2.5347
2019-03-01,-2.2137000000000002
2019-03-04,-2.8424
2019-03-05,-0.466
2019-03-06,-1.3396
2019-03-07,-8.0939
2019-03-08,0.4016
2019-03-11,0.0
2019-03-12,3.0714
2019-03-13,-0.4851
2019-03-14,0.6825
2019-03-15,0.2905
2019-03-18,-0.3586
2019-03-19,-3.3915
2019-03-20,1.3469
2019-03-21,-0.6786
2019-03-22,-4.3986
2019-03-25,0.9232
2019-03-26,-1.2246
2019-03-27,-3.1367
2019-03-28,1.6808
2019-03-29,-0.6369
2019-04-01,-3.8308999999999997
2019-04-02,1.1427
2019-04-03,-0.5492
2019-04-04,-3.6131
2019-04-05,-2.5372
2019-04-08,-4.8035
2019-04-09,-0.4587
2019-04-10,1.1166
2019-04-11,-6.1876
2019-04-12,-1.1398
2019-04-15,-6.9363
2019-04-16,1.8683999999999998
2019-04-17,1.0367
2019-04-18,-3.3741
2019-04-22,5.8199
2019-04-23,-3.0104
2019-04-24,2.0692
2019-04-25,-0.0585
2019-04-26,3.6669
2019-04-29,-0.7902
2019-04-30,-2.6550000000000002
2019-05-01,1.2079
2019-05-02,-3.3109
2019-05-03,-0.0199
2019-05-06,-0.8562
2019-05-07,-5.1617
2019-05-08,-2.4778000000000002
2019-05-09,0.76
2019-05-10,7.4353
2019-05-13,-6.7803
2019-05-14,4.8849
2019-05-15,0.3283
2019-05-16,-2.6789
2019-05-17,-4.0555
2019-05-20,-3.2413
2019-05-21,0.9054
2019-05-22,3.7236000000000002
2019-05-23,-3.1358
2019-05-24,-2.0317
2019-05-28,-2.5524
2019-05-29,-4.4902
2019-05-30,-4.2116
2019-05-31,-2.8374
2019-06-03,-8.8135
2019-06-04,5.3087
2019-06-05,-2.4932
2019-06-06,0.3091
2019-06-07,8.6835
2019-06-10,11.1856
2019-06-11,-6.1428
2019-06-12,3.2848
2019-06-13,-2.6781
2019-06-14,-4.1523
2019-06-17,3.5888
2019-06-18,1.5838
2019-06-19,10.7674
2019-06-20,9.3248
2019-06-21,1.4886
2019-06-24,-4.7968
2019-06-25,-2.5401
2019-06-26,0.8332
2019-06-27,-1.8008
2019-06-28,0.4531
2019-07-01,5.8849
2019-07-02,-3.8742
2019-07-03,0.7386
2019-07-05,-1.592
2019-07-08,-3.2567
2019-07-09,-0.6601
2019-07-10,1.7276
2019-07-11,-1.6111
2019-07-12,-4.0938
2019-07-15,2.0305
2019-07-16,0.4297
2019-07-17,-0.3603
2019-07-18,-1.8982999999999999
2019-07-19,0.4147
2019-07-22,-3.1888
2019-07-23,1.8246
2019-07-24,0.0233
2019-07-25,-2.6757
2019-07-26,0.6216
2019-07-29,-3.445
2019-07-30,0.2953
2019-07-31,0.1472
2019-08-01,-1.1514
2019-08-02,7.1623
2019-08-05,-2.197
2019-08-06,0.5675
2019-08-07,-1.4108
2019-08-08,4.6745
2019-08-09,-3.0075
2019-08-12,-0.2584
2019-08-13,8.3844
2019-08-14,-15.167300000000001
2019-08-15,-10.041
2019-08-16,-10.8485
2019-08-19,-4.4075
2019-08-20,-2.1048999999999998
2019-08-21,10.3754
2019-08-22,-10.2968
2019-08-23,-2.4819
2019-08-26,-0.3181
2019-08-27,-6.0638
2019-08-28,2.6803
2019-08-29,-1.6912
2019-08-30,-4.0015
2019-09-03,17.2575
2019-09-04,-0.3322
2019-09-05,6.9333
2019-09-06,-0.0623
2019-09-09,-5.9576
2019-09-10,3.2504
2019-09-11,-1.3492
2019-09-12,-0.4559
2019-09-13,3.5329
2019-09-16,-2.7172
2019-09-17,-0.9419
2019-09-18,-0.0656
2019-09-19,-1.706
2019-09-20,-3.2043
2019-09-23,-2.7931
2019-09-24,-5.1791
2019-09-25,-0.4863
2019-09-26,0.4135
2019-09-27,-2.8828
2019-09-30,-4.6261
2019-10-01,-2.2635
2019-10-02,-0.5376
2019-10-03,3.4511
2019-10-04,-3.2958
2019-10-07,0.8313
2019-10-08,-1.319
2019-10-09,-0.2924
2019-10-10,-13.4897
2019-10-11,1.5011999999999999
2019-10-14,-1.4313
2019-10-15,7.0668
2019-10-16,-1.7631000000000001
2019-10-17,3.4975
2019-10-18,-4.98
2019-10-21,5.007
2019-10-22,-1.2923
2019-10-23,2.167
2019-10-24,7.7331
2019-10-25,-2.9122
2019-10-28,-2.4504
2019-10-29,-4.071
2019-10-30,0.2709
2019-10-31,0.4502
2019-11-01,-3.0928
2019-11-04,2.2202
2019-11-05,1.4932
2019-11-06,2.0508
2019-11-07,-2.8397
2019-11-08,5.3058
2019-11-11,-6.4048
2019-11-12,-1.5967
2019-11-13,-2.9671
2019-11-14,-5.3512
2019-11-15,0.6058
2019-11-18,-0.1004
2019-11-19,0.3516
2019-11-20,4.7047
2019-11-21,7.218
2019-11-22,-4.9041
2019-11-25,-2.5316
2019-11-26,-3.5594
2019-11-27,0.9476
2019-11-29,-1.9763
2019-12-02,-4.1835
2019-12-03,2.8406000000000002
2019-12-04,-4.0409
2019-12-05,-1.9723000000000002
2019-12-06,-1.0332
2019-12-09,5.4945
2019-12-10,-3.3854
2019-12-11,-1.8868
2019-12-12,4.011
2019-12-13,-1.7433
2019-12-16,-2.0968
2019-12-17,-2.0319
2019-12-18,-3.8117
2019-12-19,0.8741
2019-12-20,0.0
2019-12-23,-1.6176
2019-12-24,0.9982
2019-12-26,-3.7791
2019-12-27,-1.6918
2019-12-30,-3.3805
2019-12-31,8.9695
2020-01-02,-4.2615
2020-01-03,-2.378
2020-01-06,-3.1855
2020-01-07,-1.0968
2020-01-08,3.0659
2020-01-09,0.1899
2020-01-10,-1.7688000000000001
2020-01-13,11.7042
2020-01-14,22.1647
2020-01-15,0.6598
2020-01-16,-4.3539
2020-01-17,2.6432
2020-01-21,0.5722
2020-01-22,-1.138
2020-01-23,1.5348000000000002
2020-01-24,-6.7076
2020-01-27,-6.0253
2020-01-28,5.2263
2020-01-29,-3.0722
2020-01-30,1.532
2020-01-31,-8.7409
2020-02-03,-1.5964
2020-02-04,5.1564
2020-02-05,-3.0854
2020-02-06,1.0802
2020-02-07,-4.865
2020-02-10,-5.3503
2020-02-11,5.3092
2020-02-12,-3.1435
2020-02-13,-1.2247
2020-02-14,7.8115
2020-02-18,-1.6676
2020-02-19,8.2456
2020-02-20,3.9438
2020-02-21,0.6757
2020-02-24,-10.7383
2020-02-25,-4.1643
2020-02-26,-4.1038
2020-02-27,-8.4959
2020-02-28,-0.7565
2020-03-02,6.3756
2020-03-03,-15.1792
2020-03-04,-3.9171
2020-03-05,-10.4716
2020-03-06,-10.5357
2020-03-09,-23.4531
2020-03-10,2.2164
2020-03-11,-9.5663
2020-03-12,-16.079
2020-03-13,-32.3529
2020-03-16,-24.2236
2020-03-17,-4.918
2020-03-18,-14.8276
2020-03-19,55.8704
2020-03-20,-5.1948
2020-03-23,5.4795
2020-03-24,4.4156
2020-03-25,25.3731
2020-03-26,56.746
2020-03-27,15.1899
2020-03-30,-27.3626
2020-03-31,4.0847
2020-04-01,-14.2442
2020-04-02,3.3898
2020-04-03,-9.1803
2020-04-06,7.5812
2020-04-07,6.8792
2020-04-08,9.5761
2020-04-09,-2.8653
2020-04-13,-3.0973
2020-04-14,7.1537
2020-04-15,-3.5511
2020-04-16,-6.1856
2020-04-17,2.0408
2020-04-20,4.0
2020-04-21,0.0
2020-04-22,0.5917
2020-04-23,0.2941
2020-04-24,18.3284
2020-04-27,4.0892
2020-04-28,-4.1667
2020-04-29,0.7453
2020-04-30,-0.7398
2020-05-01,-10.0621
2020-05-04,5.663
2020-05-05,-3.3987
2020-05-06,0.2706
2020-05-07,2.6991
2020-05-08,2.2339
2020-05-11,3.856
2020-05-12,-7.5495
2020-05-13,-3.7483
2020-05-14,-0.2782
2020-05-15,8.3682
2020-05-18,2.4453
2020-05-19,2.5126
2020-05-20,-1.3479999999999999
2020-05-21,19.8758
2020-05-22,6.3212
2020-05-26,5.3606
2020-05-27,-1.4801
2020-05-28,-2.4413
2020-05-29,-5.1973
2020-06-01,1.9289
2020-06-02,-0.1992
2020-06-03,0.5988
2020-06-04,0.0992
2020-06-05,-6.0456
2020-06-08,10.1266
2020-06-09,-2.9693
2020-06-10,-4.3435
2020-06-11,-13.6223
2020-06-12,0.5974
2020-06-15,0.2375
2020-06-16,-2.4882
2020-06-17,-1.7010999999999998
2020-06-18,5.8096
2020-06-19,-3.0374
2020-06-22,1.3253
2020-06-23,1.7835999999999999
2020-06-24,-4.7897
2020-06-25,4.908
2020-06-26,-7.0175
2020-06-29,-3.0189
2020-06-30,-7.7821
2020-07-01,-1.4064999999999999
2020-07-02,-0.7133
2020-07-06,12.7874
2020-07-07,-1.9108
2020-07-08,-1.5584
2020-07-09,-2.2427
2020-07-10,8.0972
2020-07-13,-6.7416
2020-07-14,1.3387
2020-07-15,3.5667
2020-07-16,-2.0408
2020-07-17,-4.5573
2020-07-20,-2.7285
2020-07-21,3.7868
2020-07-22,-2.027
2020-07-23,1.3793
2020-07-24,-3.1293
2020-07-27,3.5112
2020-07-28,10.1764
2020-07-29,-7.266
2020-07-30,0.0
2020-07-31,-1.992
