ticker,BLYQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-24,24800.0
2018-10-25,52.6104
2018-10-26,-6.8421
2018-10-30,-3.9548
2018-10-31,-41.1765
2018-11-02,50.0
2018-11-06,-33.3333
2018-11-07,-24.0
2018-11-08,-1.3158
2018-11-12,6.6667
2018-11-13,-25.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-19,0.0
2018-12-04,0.8333
2018-12-20,-0.8264
2018-12-21,-20.8333
2018-12-28,-21.0526
2018-12-31,-33.3333
2019-01-02,96.5
2019-01-09,-28.7532
2019-01-10,-7.1429
2019-01-11,7.6923
2019-01-22,-21.4286
2019-01-23,-27.2727
2019-01-25,-12.5
2019-01-28,11.4286
2019-01-29,-10.2564
2019-01-31,-0.4286
2019-02-01,-8.1779
2019-02-04,212.5
2019-02-07,-40.0
2019-02-08,25.0
2019-02-11,33.3333
2019-02-12,10.0
2019-02-13,0.0
2019-02-14,11.818200000000001
2019-02-28,-18.6992
2019-04-15,-44.0
2019-04-16,-8.9286
2019-04-25,-50.9804
2019-05-01,396.0
2019-05-02,23.5887
2019-05-03,147.9608
2019-05-06,47.3684
2019-05-07,-14.2857
2019-05-08,0.0
2019-05-09,-12.5
2019-05-10,-6.3929
2019-05-13,-17.08
2019-05-14,-1.8405
2019-05-15,-31.25
2019-05-16,27.2727
2019-05-20,7.1429
2019-05-21,-14.0
2019-05-22,-22.4806
2019-05-23,12.5
2019-05-24,-16.4444
2019-05-28,-6.9149
2019-05-29,14.2857
2019-05-31,-18.5
2019-06-05,4.2945
2019-06-07,4.1176
2019-06-10,0.0
2019-06-11,-3.9548
2019-06-12,17.647100000000002
2019-06-13,-7.5
2019-06-26,8.1081
2019-07-03,-24.0
2019-07-05,15.1316
2019-07-08,0.0
2019-07-11,11.4286
2019-07-12,2.5641
2019-07-15,-19.5
2019-07-17,11.1801
2019-07-19,-10.6145
2019-07-22,-12.5
2019-08-02,10.0
2019-08-05,-22.0779
2019-08-06,25.0
2019-08-09,-19.3333
2019-08-13,-0.8264
2019-08-14,87.5
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,11.1111
2019-08-20,-12.0
2019-08-21,22.7273
2019-08-23,-22.2222
2019-08-27,-4.7619
2019-08-28,0.5
2019-09-05,-0.4925
2019-09-25,-25.0037
2019-09-26,-16.6667
2019-09-27,0.0
2019-09-30,-9.6
2019-10-03,-11.5044
2019-10-04,-1.99
2019-10-08,0.0
2019-10-09,0.0
2019-10-14,26.5177
2019-10-16,4.0323
2019-12-02,16.2791
2019-12-05,23.3333
2019-12-06,13.5135
2019-12-10,-11.9048
2019-12-13,0.0
2019-12-17,0.0
2020-01-30,-45.9459
2020-02-11,1.0
2020-02-27,-40.5941
2020-04-01,-7.5
2020-04-28,-0.9009
2020-05-01,-27.2727
2020-06-09,25.025
2020-07-23,199.94
2020-07-24,-33.3333
2020-07-28,20.0
2020-07-30,0.0
