ticker,CIR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.0303
2000-01-04,0.0
2000-01-05,3.125
2000-01-06,6.6667
2000-01-07,7.3864
2000-01-10,-3.7037
2000-01-11,0.0
2000-01-12,0.5495
2000-01-13,0.5464
2000-01-14,-0.5435
2000-01-18,-0.5464
2000-01-19,5.4945
2000-01-20,4.1667
2000-01-21,0.5
2000-01-24,-0.995
2000-01-25,0.0
2000-01-26,-0.5025
2000-01-27,-2.0202
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,3.6082
2000-02-02,4.4776
2000-02-03,-0.9524
2000-02-04,2.4038
2000-02-07,1.4085
2000-02-08,0.9259
2000-02-09,0.4587
2000-02-10,-0.9132
2000-02-11,0.0
2000-02-14,-0.4608
2000-02-15,0.463
2000-02-16,5.0691
2000-02-17,-1.3158
2000-02-18,-0.8889
2000-02-22,-0.4484
2000-02-23,-0.4505
2000-02-24,-2.2624
2000-02-25,-0.9259
2000-02-28,-0.4673
2000-02-29,-0.4695
2000-03-01,0.4717
2000-03-02,1.8779
2000-03-03,0.0
2000-03-06,0.9217
2000-03-07,1.3699
2000-03-08,2.2523
2000-03-09,0.8811
2000-03-10,-0.4367
2000-03-13,4.386
2000-03-14,1.6806999999999999
2000-03-15,-2.4793
2000-03-16,0.4237
2000-03-17,0.0
2000-03-20,-0.4219
2000-03-21,-0.8475
2000-03-22,-1.7094
2000-03-23,1.3043
2000-03-24,-0.8584
2000-03-27,-1.2987
2000-03-28,-0.8772
2000-03-29,-2.6549
2000-03-30,-0.9091
2000-03-31,-2.2936
2000-04-03,-0.4695
2000-04-04,2.3585
2000-04-05,0.4608
2000-04-06,0.4587
2000-04-07,-0.9132
2000-04-10,0.4608
2000-04-11,1.8349
2000-04-12,-1.8018
2000-04-13,0.0
2000-04-14,-1.8349
2000-04-17,0.9346
2000-04-18,-0.9259
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-2.8037
2000-04-25,-4.3269
2000-04-26,-0.5025
2000-04-27,-5.0505
2000-04-28,-2.6596
2000-05-01,2.7321999999999997
2000-05-02,3.1915
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.5155
2000-05-08,1.0256
2000-05-09,1.8274
2000-05-10,-0.5
2000-05-11,1.005
2000-05-12,3.9801
2000-05-15,2.3923
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,-4.2056000000000004
2000-05-19,1.4634
2000-05-22,-0.4808
2000-05-23,-0.4831
2000-05-24,-3.8834999999999997
