ticker,PLAG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-17,4.7619
2007-04-27,-44.4202
2007-04-30,86.2745
2007-05-01,0.0
2007-05-02,-42.1053
2007-05-04,0.0
2007-05-08,0.0
2007-05-09,-27.2727
2007-05-10,-12.5
2007-05-11,-28.5714
2007-05-17,0.0
2007-05-18,0.0
2007-05-23,20.0
2007-05-24,33.3333
2007-05-25,12.5
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-04,-22.2222
2007-06-05,14.2857
2007-06-06,12.5
2007-06-07,0.0
2007-06-11,-11.1111
2007-06-12,10.0
2007-06-13,2.2727
2007-06-14,0.0
2007-06-15,-11.1111
2007-06-18,12.5
2007-06-19,2.2222
2007-06-20,-30.4348
2007-06-26,-12.5
2007-06-29,14.2857
2007-07-02,-6.25
2007-07-10,-13.3333
2007-07-11,-3.8462
2007-07-17,-20.0
2007-07-18,10.0
2007-07-24,-9.0909
2007-08-17,6.5773
2007-08-24,28.5714
2007-08-29,-22.2222
2007-09-07,-1.4285999999999999
2007-10-22,-56.5217
2007-10-23,166.6667
2008-01-31,18.875
2008-02-21,-5.3628
2008-02-22,-12.2222
2008-02-25,1.2658
2008-02-26,12.5
2008-02-28,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,0.1111
2008-03-07,22.0866
2008-03-11,81.8182
2008-03-12,-2.5
2008-03-14,2.5641
2008-03-17,5.0
2008-03-18,9.5238
2008-03-19,-13.0435
2008-03-20,15.0
2008-03-24,-13.0435
2008-03-25,0.0
2008-03-26,0.0
2008-03-31,-7.5
2008-04-02,0.0
2008-04-11,5.4054
2008-04-16,0.0
2008-04-29,-23.0769
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,-10.0
2008-05-05,-23.7037
2008-05-06,-2.9126
2008-05-07,-20.0
2008-05-08,-13.75
2008-05-09,-20.2899
2008-05-12,-23.6364
2008-05-13,5.9524
2008-05-14,-13.4831
2008-05-15,-14.2857
2008-05-16,9.0909
2008-05-19,-8.0556
2008-05-20,-9.3656
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,1.3333
2008-05-27,-1.3158
2008-05-28,5.3333
2008-05-29,-4.7468
2008-05-30,-1.9933999999999998
2008-06-02,-1.6949
2008-06-03,-20.6897
2008-06-04,-13.0435
2008-06-05,9.0
2008-06-06,0.9174
2008-06-09,-2.2727
2008-06-10,2.3256
2008-06-11,-4.5455
2008-06-12,2.3810000000000002
2008-06-13,0.0
2008-06-16,2.3256
