ticker,IQST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-29,0.0
2015-08-04,28.0
2015-08-25,3.125
2015-09-01,51.5152
2015-10-15,-50.0
2015-11-04,12.0
2015-11-05,0.0
2015-11-06,-7.1429
2015-11-09,7.6923
2015-11-10,0.0
2015-11-11,-7.1429
2015-11-12,11.538499999999999
2015-11-13,-3.4483
2015-11-16,0.0
2015-11-17,-7.1429
2015-11-18,0.0
2015-11-19,7.6923
2015-11-20,7.1429
2015-11-23,6.6667
2015-11-24,0.0
2015-11-25,3.125
2015-11-27,-3.0303
2015-11-30,0.0
2015-12-01,18.75
2015-12-02,10.526299999999999
2015-12-03,-23.8095
2015-12-04,1.5625
2015-12-07,-10.7692
2015-12-08,8.6207
2015-12-09,1.5873
2015-12-10,23.4375
2015-12-14,-28.8608
2015-12-15,15.6584
2015-12-17,4.6154
2015-12-18,0.0
2015-12-21,-14.7059
2015-12-22,3.1034
2015-12-23,0.3344
2015-12-28,-3.3333
2015-12-31,3.4483
2016-01-04,0.0
2016-01-08,0.0
2016-01-11,-6.3333
2016-01-13,15.5027
2016-02-17,-16.503
2016-02-18,10.7011
2016-02-19,-9.6667
2016-03-03,27.3063
2016-03-07,-1.4493
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,2.9412000000000003
2016-03-11,2.5714
2016-03-14,3.0641
2016-03-15,5.4054
2016-03-16,7.6923
2016-03-17,3.6607
2016-03-18,1.0623
2016-03-21,0.0
2016-03-22,11.3636
2016-03-23,-14.2857
2016-03-24,9.5238
2016-03-28,4.3478
2016-03-29,2.0833
2016-03-30,0.0
2016-03-31,2.0408
2016-04-01,1.8
2016-04-04,1.2525
2016-04-05,0.7034
2016-04-06,2.1195
2016-04-07,3.7736
2016-04-08,5.4545
2016-04-11,2.5862
2016-04-12,0.8403
2016-04-13,8.3125
2016-04-14,3.0967
2016-04-15,-3.7313
2016-04-18,-2.3256
2016-04-19,1.5873
2016-04-20,1.2695
2016-04-21,1.8322
2016-04-22,6.0606
2016-04-25,1.4285999999999999
2016-04-26,1.4085
2016-04-27,1.3889
2016-04-28,2.0548
2016-04-29,2.6846
2016-05-02,0.6536
2016-05-03,3.2468
2016-05-04,1.1320999999999999
2016-05-05,0.1244
2016-05-06,-2.4845
2016-05-09,-35.0318
2016-05-10,17.6716
2016-05-11,22.4745
2016-05-12,2.0408
2016-05-13,9.3333
2016-05-16,-1.8674
2016-05-17,-15.4951
2016-05-18,-6.7647
2016-05-19,8.8328
