ticker,INT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-3.3333
2000-01-05,-0.8621
2000-01-06,5.2174
2000-01-07,19.0083
2000-01-10,-2.7778
2000-01-11,-5.0
2000-01-12,-3.7594
2000-01-13,10.9375
2000-01-14,0.0
2000-01-18,-5.6338
2000-01-19,0.0
2000-01-20,-2.2388
2000-01-21,-2.2901
2000-01-24,0.0
2000-01-25,3.125
2000-01-26,6.0606
2000-01-27,-2.8571
2000-01-28,2.2059
2000-01-31,-20.8633
2000-02-01,3.6364
2000-02-02,-1.7544
2000-02-03,-0.8929
2000-02-04,-0.9009
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-12.7273
2000-02-10,5.2083
2000-02-11,-0.9901
2000-02-14,-1.0
2000-02-15,7.0707
2000-02-16,7.5472
2000-02-17,-3.5088
2000-02-18,1.8182
2000-02-22,-3.5714
2000-02-23,1.8519
2000-02-24,0.9091
2000-02-25,0.0
2000-02-28,-0.9009
2000-02-29,4.5455
2000-03-01,0.8696
2000-03-02,-2.5862
2000-03-03,-1.7699
2000-03-06,2.7027
2000-03-07,-1.7544
2000-03-08,0.8929
2000-03-09,-0.885
2000-03-10,0.0
2000-03-13,-0.8929
2000-03-14,-0.9009
2000-03-15,2.5455
2000-03-16,0.0
2000-03-17,-2.6786
2000-03-20,17.4312
2000-03-21,-1.5625
2000-03-22,-11.9048
2000-03-23,3.6036
2000-03-24,0.8696
2000-03-27,-0.8621
2000-03-28,-1.7391
2000-03-29,-1.7699
2000-03-30,1.8018
2000-03-31,3.5398
2000-04-03,0.0
2000-04-04,-4.2735
2000-04-05,-0.8929
2000-04-06,5.4054
2000-04-07,-1.7094
2000-04-10,-1.7391
2000-04-11,-0.885
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-2.6786
2000-04-17,-0.9174
2000-04-18,-2.7778
2000-04-19,6.6667
2000-04-20,0.0
2000-04-24,1.7856999999999998
2000-04-25,-1.7544
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.8929
2000-05-01,0.885
2000-05-02,0.0
2000-05-03,-1.7544
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-1.7856999999999998
2000-05-10,-4.5455
2000-05-11,3.8095
2000-05-12,1.8349
2000-05-15,-2.7027
2000-05-16,1.8519
2000-05-17,-1.8182
2000-05-18,3.7037
2000-05-19,-2.6786
2000-05-22,-3.6696999999999997
2000-05-23,0.9524
2000-05-24,9.434
