ticker,TWGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-02,-25.0
2007-10-05,233.3333
2007-10-09,2.0
2007-10-11,-78.4314
2007-10-12,263.6364
2007-12-05,87.5
2008-01-10,0.0
2008-01-14,-13.3333
2008-01-17,30.7692
2008-03-03,-47.0588
2008-03-04,35.5556
2008-03-13,14.7541
2008-04-21,-27.1429
2008-06-05,-1.9607999999999999
2008-09-19,-50.0
2008-10-08,0.0
2008-10-13,0.0
2009-02-09,60.0
2010-01-05,-60.0
2011-11-03,0.0
2012-11-29,150.0
2012-12-11,152.5
2013-09-27,-10.8911
2014-01-13,0.0
2014-01-22,-72.2222
2014-03-17,220.0
2014-03-21,16.25
2014-03-24,61.2903
2014-03-25,0.0
2014-04-01,26.6667
2014-04-02,0.0
2014-04-03,5.2632
2014-04-07,0.0
2014-04-25,15.0
2014-04-28,19.5652
2014-04-29,36.3636
2014-04-30,-6.6667
2014-05-01,14.2857
2014-05-02,50.0
2014-05-05,8.3333
2014-05-09,0.0
2014-05-12,7.6923
2014-05-13,-7.1429
2014-05-14,0.0
2014-05-15,-7.6923
2014-05-20,-10.0
2014-05-21,0.0
2014-05-22,-5.9259
2014-06-18,-29.1339
2014-06-19,-11.1111
2014-06-27,0.0
2014-06-30,-3.125
2014-07-08,-29.0323
2014-07-14,4.5455
2014-08-05,-8.6957
2014-08-06,4.7619
2014-09-17,13.6364
2014-09-18,0.0
2014-09-19,40.0
2014-09-23,-1.1429
2014-09-25,-1.7341
2014-10-03,-23.5294
2014-10-06,-3.8462
2014-10-21,-18.4
2014-10-27,3.9215999999999998
2014-12-16,16.0377
2014-12-23,1.626
2015-01-21,0.0
2015-01-22,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-02-06,0.0
2015-03-18,-4.0
2015-03-19,-8.3333
2015-03-25,0.0
2015-04-08,81.8182
2015-05-01,-37.5
2015-05-04,-4.0
2015-05-06,-8.3333
2015-05-07,0.0
2015-05-11,0.0
2015-05-12,-8.1818
2015-05-13,-20.7921
2015-06-03,-36.25
2015-06-04,113.7255
2015-06-11,-49.5413
2015-06-30,-7.2727
2015-07-07,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-27,0.0
2015-07-29,0.0
2016-01-13,-21.5686
2016-01-22,-90.0
2016-03-17,25.0
2016-11-29,920.0
2016-12-02,0.0
2017-01-05,-94.1176
2017-01-23,1400.0
2017-01-25,0.0
2017-06-02,-93.3056
2018-02-07,65.9751
2018-05-24,1000.0
2018-05-25,37.4545
2018-05-29,-52.381
2018-05-31,0.0
2018-06-01,-2.7778
2018-06-05,-14.2857
2018-06-06,0.0
2018-06-13,5.0
2018-08-31,-4.7619
2018-09-14,-16.6667
2018-09-26,4.0
2018-10-10,34.6154
2018-12-03,-28.5714
2019-03-18,56.0
2019-04-23,-56.9231
2020-01-30,-10.7143
2020-02-03,-33.2667
2020-03-10,-0.0999
2020-04-17,-40.0
2020-06-15,150.0
2020-06-26,-66.6667
