ticker,BV US Equity
2018-11-15,0.0748
2018-11-16,-1.5695000000000001
2018-11-19,-2.4298
2018-11-20,-4.6693
2018-11-21,0.0
2018-11-23,-1.3061
2018-11-26,-0.4136
2018-11-27,-2.1595
2018-11-28,14.5161
2018-11-29,-2.298
2018-11-30,-4.4006
2018-12-03,0.7937
2018-12-04,-5.5118
2018-12-06,3.0
2018-12-07,-6.1489
2018-12-10,-3.1897
2018-12-11,3.74
2018-12-12,-1.03
2018-12-13,-5.7242
2018-12-14,-0.644
2018-12-17,-3.7963
2018-12-18,-1.4437
2018-12-19,-3.5156
2018-12-20,0.6073
2018-12-21,-2.9175
2018-12-24,-4.1451
2018-12-26,6.1622
2018-12-27,1.6293
2018-12-28,-2.2044
2018-12-31,4.6107
2019-01-02,4.5054
2019-01-03,-0.3749
2019-01-04,8.1844
2019-01-07,1.4783
2019-01-08,5.9126
2019-01-09,2.5080999999999998
2019-01-10,3.7096
2019-01-11,4.414
2019-01-14,2.6968
2019-01-15,1.6324
2019-01-16,0.9777
2019-01-17,-1.5213999999999999
2019-01-18,0.7725
2019-01-22,-0.1394
2019-01-23,-0.6281
2019-01-24,3.0197
2019-01-25,1.227
2019-01-28,0.0
2019-01-29,-2.8283
2019-01-30,0.0693
2019-01-31,2.5623
2019-02-01,-1.2829
2019-02-04,-0.4788
2019-02-05,2.268
2019-02-06,-0.9409
2019-02-07,-10.2442
2019-02-08,-3.6281
2019-02-11,1.9607999999999999
2019-02-12,2.0
2019-02-13,3.8462
2019-02-14,1.3072
2019-02-15,1.7204000000000002
2019-02-19,-3.0303
2019-02-20,1.6715
2019-02-21,-1.8585
2019-02-22,-2.185
2019-02-25,3.4996
2019-02-26,-2.7338
2019-02-27,0.2959
2019-02-28,-0.4425
2019-03-01,1.8519
2019-03-04,-0.0727
2019-03-05,-1.0189
2019-03-06,2.9412000000000003
2019-03-07,-0.2857
2019-03-08,0.5014
2019-03-11,0.0
2019-03-12,-0.4277
2019-03-13,-0.7874
2019-03-14,1.0101
2019-03-15,3.0
2019-03-18,4.5076
2019-03-19,4.5123
2019-03-20,-1.0794
2019-03-21,-1.8614000000000002
2019-03-22,-7.1288
2019-03-25,-2.6761
2019-03-26,2.822
2019-03-27,2.7445
2019-03-28,1.6438000000000001
2019-03-29,-2.965
2019-04-01,2.7778
2019-04-02,-1.8919000000000001
2019-04-03,1.5152
2019-04-04,1.8996
2019-04-05,-0.6658
2019-04-08,0.0
2019-04-09,-2.0107
2019-04-10,1.0944
2019-04-11,0.406
2019-04-12,0.2695
2019-04-15,0.4704
2019-04-16,0.2676
2019-04-17,0.7338
2019-04-18,3.5099
2019-04-22,2.3033
2019-04-23,0.6254
2019-04-24,-0.6215
2019-04-25,0.0625
2019-04-26,1.0
2019-04-29,1.1139000000000001
2019-04-30,-1.8359999999999999
2019-05-01,1.3716
2019-05-02,1.476
2019-05-03,1.4545
2019-05-06,0.7168
2019-05-07,-2.0166
2019-05-08,-0.7869
2019-05-09,2.0744
2019-05-10,-1.1357
2019-05-13,-2.2975
2019-05-14,2.8465
2019-05-15,0.6017
2019-05-16,1.4952
2019-05-17,-1.2375
2019-05-20,-1.1933
2019-05-21,3.0193
2019-05-22,-0.6448
2019-05-23,-1.6519
2019-05-24,-0.8398
2019-05-28,-0.3025
2019-05-29,2.8519
2019-05-30,-0.177
2019-05-31,-1.2411
2019-06-03,0.8977
2019-06-04,2.9656000000000002
2019-06-05,1.2673
2019-06-06,0.2275
2019-06-07,3.6322
2019-06-10,0.5476
2019-06-11,0.2179
2019-06-12,-1.087
2019-06-13,0.7692
2019-06-14,-0.1636
2019-06-17,-1.3654
2019-06-18,1.7719
2019-06-19,1.197
2019-06-20,1.3978
2019-06-21,0.2651
2019-06-24,-2.3268
2019-06-25,-0.2166
2019-06-26,-0.4341
2019-06-27,1.7984
2019-06-28,0.1606
2019-07-01,0.9086
2019-07-02,-1.2711999999999999
2019-07-03,0.5365
2019-07-05,0.8004
2019-07-08,-4.3939
2019-07-09,0.0
2019-07-10,0.9967
2019-07-11,-3.125
2019-07-12,2.2637
2019-07-15,-0.4981
2019-07-16,1.6129
2019-07-17,-2.4631
2019-07-18,0.2245
2019-07-19,-0.3359
2019-07-22,0.5056
2019-07-23,2.3477
2019-07-24,3.3315
2019-07-25,-0.5814
2019-07-26,-0.5848
2019-07-29,0.7487
2019-07-30,3.0786
2019-07-31,1.7508
2019-08-01,-1.2146
2019-08-02,-0.4098
2019-08-05,-3.5494
2019-08-06,1.92
2019-08-07,-11.5123
2019-08-08,7.6878
2019-08-09,4.7227
2019-08-12,-3.7756
2019-08-13,0.8174
2019-08-14,-1.6757
2019-08-15,-0.4398
2019-08-16,4.2518
2019-08-19,0.5826
2019-08-20,-0.2106
2019-08-21,-1.5831
2019-08-22,1.1796
2019-08-23,-3.8686
2019-08-26,0.6064
2019-08-27,-0.2192
2019-08-28,-0.6041
2019-08-29,3.7016999999999998
2019-08-30,-2.3442
2019-09-03,-3.6007
2019-09-04,1.3582
2019-09-05,3.2942
2019-09-06,1.2973
2019-09-09,1.3874
2019-09-10,2.8947000000000003
2019-09-11,-3.0179
2019-09-12,-1.635
2019-09-13,-0.1609
2019-09-16,-0.6445
2019-09-17,-0.3243
2019-09-18,3.0369
2019-09-19,-1.3684
2019-09-20,0.3735
2019-09-23,-2.3392
2019-09-24,-1.742
2019-09-25,-0.0554
2019-09-26,-4.0466
2019-09-27,-1.2709
2019-09-30,0.3511
2019-10-01,-0.9913
2019-10-02,0.5889
2019-10-03,-1.2881
2019-10-04,2.847
2019-10-07,0.2884
2019-10-08,-0.575
2019-10-09,1.0411
2019-10-10,-0.4579
2019-10-11,-0.4025
2019-10-14,-0.9815
2019-10-15,2.2741
2019-10-16,0.7412
2019-10-17,0.1698
2019-10-18,0.2825
2019-10-21,1.3521
2019-10-22,-0.0556
2019-10-23,1.2792
2019-10-24,-1.5375999999999999
2019-10-25,0.5577
2019-10-28,0.6656
2019-10-29,-1.3774
2019-10-30,-0.6704
2019-10-31,0.1125
2019-11-01,3.8202
2019-11-04,0.0541
2019-11-05,1.5684
2019-11-06,-0.852
2019-11-07,1.4501
2019-11-08,-1.3764
2019-11-11,0.3757
2019-11-12,1.3904
2019-11-13,0.1055
2019-11-14,-1.2118
2019-11-15,-0.8533
2019-11-18,1.0221
2019-11-19,1.0117
2019-11-20,1.6869
2019-11-21,-12.8564
2019-11-22,0.4759
2019-11-25,-1.3025
2019-11-26,-1.8596
2019-11-27,-1.7115
2019-11-29,-0.2488
2019-12-02,2.1197
2019-12-03,-1.221
2019-12-04,0.5562
2019-12-05,-0.9834
2019-12-06,0.0621
2019-12-09,0.8065
2019-12-10,0.6769
2019-12-11,0.1222
2019-12-12,0.3663
2019-12-13,-2.8589
2019-12-16,2.1916
2019-12-17,0.4902
2019-12-18,0.8537
2019-12-19,-2.1161
2019-12-20,3.3971999999999998
2019-12-23,2.6284
2019-12-24,-1.1641
2019-12-26,-0.9423
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.2973
2020-01-02,-1.6598000000000002
2020-01-03,-1.2658
2020-01-06,2.0757
2020-01-07,0.8971
2020-01-08,-1.6598000000000002
2020-01-09,1.4466999999999999
2020-01-10,0.2971
2020-01-13,1.2441
2020-01-14,-1.4628
2020-01-15,-0.1781
2020-01-16,0.119
2020-01-17,0.0
2020-01-21,-2.9115
2020-01-22,-1.1628
2020-01-23,1.6099
2020-01-24,-0.975
2020-01-27,-1.2923
2020-01-28,0.6234
2020-01-29,-1.7348
2020-01-30,1.7024
2020-01-31,-2.0459
2020-02-03,2.7215
2020-02-04,1.4171
2020-02-05,0.0
2020-02-06,-2.1871
2020-02-07,-2.6708
2020-02-10,1.5954000000000002
2020-02-11,2.0729
2020-02-12,-0.2462
2020-02-13,-0.802
2020-02-14,-3.0473
2020-02-18,1.2187000000000001
2020-02-19,-0.3169
2020-02-20,1.335
2020-02-21,-0.5019
2020-02-24,-3.2156000000000002
2020-02-25,-0.9772
2020-02-26,-4.4737
2020-02-27,-2.8926
2020-02-28,-0.7092
2020-03-02,6.1429
2020-03-03,-1.6151
2020-03-04,1.5732
2020-03-05,-3.9731
2020-03-06,-1.5428
2020-03-09,-12.2507
2020-03-10,7.6299
2020-03-11,-10.4827
2020-03-12,-11.7102
2020-03-13,-0.1908
2020-03-16,-10.0382
2020-03-17,-4.2508
2020-03-18,-22.1976
2020-03-19,21.1127
2020-03-20,-3.4158
2020-03-23,-3.1707
2020-03-24,13.4761
2020-03-25,5.6604
2020-03-26,18.2773
2020-03-27,-3.9964
2020-03-30,0.185
2020-03-31,2.1237
2020-04-01,-9.4937
2020-04-02,-5.3946
2020-04-03,-8.4477
2020-04-06,7.9585
2020-04-07,0.8547
2020-04-08,7.3093
2020-04-09,3.3564
2020-04-13,-0.5731
2020-04-14,3.7464
2020-04-15,-6.9444
2020-04-16,-2.3881
2020-04-17,1.9367999999999999
2020-04-20,1.7
2020-04-21,-0.0983
2020-04-22,7.185
2020-04-23,-2.7548
2020-04-24,3.0217
2020-04-27,9.3492
2020-04-28,0.7544
2020-04-29,14.6423
2020-04-30,-6.9666
2020-05-01,-0.312
2020-05-04,0.3912
2020-05-05,-4.2868
2020-05-06,0.9772
2020-05-07,-7.2581
2020-05-08,9.0435
2020-05-11,1.0367
2020-05-12,0.0
2020-05-13,-6.4719999999999995
2020-05-14,0.7595
2020-05-15,4.2714
2020-05-18,5.3815
2020-05-19,-0.8384
2020-05-20,5.5342
2020-05-21,0.9468
2020-05-22,-1.443
2020-05-26,3.7335000000000003
2020-05-27,3.952
2020-05-28,-3.7339
2020-05-29,-3.4556
2020-06-01,1.4609
2020-06-02,3.4557
2020-06-03,3.4795
2020-06-04,-0.4035
2020-06-05,6.7522
2020-06-08,2.8463000000000003
2020-06-09,-6.3346
2020-06-10,-3.48
2020-06-11,-18.7755
2020-06-12,3.2663
2020-06-15,0.3244
2020-06-16,-3.0719
2020-06-17,-1.0008
2020-06-18,-3.9596
2020-06-19,1.3158
2020-06-22,-3.9827
2020-06-23,2.4346
2020-06-24,-4.4014
2020-06-25,-0.3683
2020-06-26,-0.1848
2020-06-29,4.4444
2020-06-30,-0.7092
2020-07-01,1.7856999999999998
2020-07-02,0.7895
2020-07-06,1.1314
2020-07-07,-5.1635
2020-07-08,0.0907
2020-07-09,-4.8957
2020-07-10,2.4786
2020-07-13,0.9302
2020-07-14,1.2903
2020-07-15,6.9154
2020-07-16,1.4468
2020-07-17,0.2517
2020-07-20,-2.3431
2020-07-21,2.7420999999999998
2020-07-22,-1.251
2020-07-23,2.1959
2020-07-24,-3.1405
2020-07-27,0.9386
2020-07-28,-1.437
2020-07-29,4.4597
2020-07-30,-0.2463
2020-07-31,-0.2469
