ticker,TRMT US Equity
2018-02-01,0.0664
2018-02-02,2.321
2018-02-05,-2.8516
2018-02-06,-3.0687
2018-02-07,2.8906
2018-02-08,-3.4783
2018-02-09,-0.5544
2018-02-12,-1.0453
2018-02-13,4.3092
2018-02-14,-5.3464
2018-02-15,6.4907
2018-02-16,-2.4782
2018-02-21,0.8242
2018-02-22,-7.6975
2018-02-23,0.5166
2018-02-26,-2.7166
2018-02-27,0.0
2018-02-28,-1.1320999999999999
2018-03-01,3.0534
2018-03-02,0.0
2018-03-05,-0.2222
2018-03-06,-0.8909
2018-03-07,-0.9738
2018-03-08,1.5129000000000001
2018-03-09,-0.8197
2018-03-12,-0.0751
2018-03-13,0.6767
2018-03-14,-2.9873
2018-03-15,2.8483
2018-03-16,4.7156
2018-03-19,-5.9328
2018-03-20,3.2675
2018-03-21,-3.3091
2018-03-23,-0.2306
2018-03-26,1.373
2018-03-27,-2.0316
2018-03-28,2.0737
2018-03-29,-1.1287
2018-04-02,-1.0654
2018-04-03,-0.6154
2018-04-04,0.387
2018-04-05,-0.3855
2018-04-06,-0.9288
2018-04-09,0.3906
2018-04-10,-0.3113
2018-04-11,-0.3903
2018-04-12,-0.4702
2018-04-13,-0.7874
2018-04-16,0.0794
2018-04-17,1.8239
2018-04-18,-1.7134
2018-04-19,-0.1585
2018-04-20,0.0
2018-04-23,-0.0794
2018-04-24,0.3971
2018-04-25,-0.2373
2018-04-26,1.9826000000000001
2018-04-27,-2.0218
2018-04-30,-0.2103
2018-05-01,0.2108
2018-05-02,-0.873
2018-05-03,-0.0809
2018-05-04,-3.2044
2018-05-07,-0.5795
2018-05-08,8.3264
2018-05-09,-2.3059
2018-05-11,6.2156
2018-05-14,-6.5926
2018-05-15,-2.0619
2018-05-16,-0.7287
2018-05-17,1.3051
2018-05-18,-4.1063
2018-05-21,-0.5877
2018-05-22,-2.576
2018-05-23,1.8639000000000001
2018-05-24,-3.4894
2018-05-25,-0.3527
2018-05-29,-0.4425
2018-05-30,3.1111
2018-05-31,1.7241
2018-06-01,3.8136
2018-06-04,-5.0612
2018-06-05,1.1178
2018-06-06,2.2959
2018-06-07,0.5819
2018-06-08,0.0
2018-06-11,0.3512
2018-06-12,0.9677
2018-06-13,-0.4078
2018-06-14,5.1597
2018-06-15,-0.6231
2018-06-18,0.3135
2018-06-19,-1.875
2018-06-20,0.8002
2018-06-21,-5.138
2018-06-22,5.4122
2018-06-25,-1.9060000000000001
2018-06-26,6.2108
2018-06-27,-7.2024
2018-06-28,6.2908
2018-06-29,1.0761
2018-07-02,0.3042
2018-07-05,-1.3647
2018-07-06,1.3067
2018-07-09,2.959
2018-07-10,-3.4635
2018-07-11,2.5954
2018-07-12,-0.8185
2018-07-13,1.1253
2018-07-16,0.0
2018-07-17,2.2997
2018-07-18,-1.4503
2018-07-19,-2.0603
2018-07-20,1.5026000000000002
2018-07-23,-1.0733
2018-07-24,1.3094000000000001
2018-07-25,-0.5908
2018-07-26,1.4859
2018-07-27,0.5857
2018-07-30,-5.4585
2018-07-31,0.077
2018-08-01,2.5385
2018-08-02,-5.1013
2018-08-06,0.0206
2018-08-07,6.4603
2018-08-08,-4.0831
2018-08-09,-2.0898
2018-08-10,0.3953
2018-08-13,3.7795
2018-08-14,-3.2625
2018-08-15,-4.3137
2018-08-16,-4.5082
2018-08-17,7.2961
2018-08-21,-3.44
2018-08-22,0.6628
2018-08-24,3.5391
2018-08-27,-4.4515
2018-08-28,3.6606
2018-08-29,-1.6854
2018-08-30,-1.9592
2018-08-31,-0.3331
2018-09-04,1.9215
2018-09-05,-0.4918
2018-09-06,-0.659
2018-09-07,-0.6633
2018-09-10,-1.5025
2018-09-11,1.6949
2018-09-12,0.0
2018-09-13,-1.6667
2018-09-14,0.8475
2018-09-17,-1.0924
2018-09-18,1.1045
2018-09-19,-2.4378
2018-09-20,-2.0663
2018-09-21,4.1337
2018-09-24,0.4223
2018-09-25,0.4172
2018-09-27,-2.8443
2018-09-28,1.2931
2018-10-01,-2.4681
2018-10-02,-0.5236
2018-10-03,0.2632
2018-10-04,0.0
2018-10-05,-1.3123
2018-10-08,-0.5319
2018-10-09,-4.5455
2018-10-10,2.8945
2018-10-12,1.6334
2018-10-15,2.0536
2018-10-16,-1.5984
2018-10-17,-2.1987
2018-10-18,1.0273
2018-10-19,0.5561
2018-10-22,0.6729
2018-10-23,0.2667
2018-10-24,2.305
2018-10-25,-0.26
2018-10-26,-1.0426
2018-10-29,-0.7902
2018-10-30,0.708
2018-10-31,-1.0545
2018-11-01,0.3552
2018-11-02,3.9823
2018-11-05,-1.0638
2018-11-06,1.6774
2018-11-07,0.6768
2018-11-08,-1.2605
2018-11-09,-1.6596
2018-11-12,-11.1207
2018-11-13,4.6738
2018-11-14,-0.3721
2018-11-15,1.5873
2018-11-16,-3.0331
2018-11-19,-1.8009
2018-11-20,1.6409
2018-11-21,-0.2849
2018-11-23,0.0
2018-11-26,-2.3810000000000002
2018-11-27,-0.9756
2018-11-28,0.197
2018-11-29,0.0983
2018-11-30,-0.5894
2018-12-03,3.2609
2018-12-04,-1.7799
2018-12-06,-1.5977999999999999
2018-12-07,0.297
2018-12-10,-1.1846
2018-12-11,0.1988
2018-12-12,-0.6072
2018-12-13,-0.2909
2018-12-14,0.4024
2018-12-17,-2.8056
2018-12-18,-5.567
2018-12-19,-0.2183
2018-12-20,-7.5383
2018-12-21,-0.6035
2018-12-24,6.6667
2018-12-26,8.2589
2018-12-27,-5.2577
2018-12-28,0.1088
2018-12-31,-1.6303999999999998
2019-01-02,0.0
2019-01-03,-0.442
2019-01-04,2.2198
2019-01-07,1.4658
2019-01-08,-0.4815
2019-01-09,0.5376
2019-01-10,2.0321
2019-01-11,-0.6866
2019-01-14,0.9024
2019-01-15,0.3138
2019-01-16,-3.7539
2019-01-17,-2.3835
2019-01-18,-0.111
2019-01-22,-2.6667
2019-01-23,-1.8265
2019-01-24,3.6047000000000002
2019-01-25,1.1223
2019-01-28,-3.8202
2019-01-29,3.3879
2019-01-30,-0.791
2019-01-31,-1.4806
2019-02-01,0.3468
2019-02-04,0.8065
2019-02-05,-1.1429
2019-02-06,-1.2139
2019-02-07,5.3248
2019-02-08,-1.4444
2019-02-11,-1.3529
2019-02-12,2.8571
2019-02-13,0.0
2019-02-14,0.2222
2019-02-15,0.1109
2019-02-19,-0.3322
2019-02-20,-5.0
2019-02-21,5.2632
2019-02-22,-1.3856
2019-02-25,1.2777
2019-02-26,0.0145
2019-02-27,-1.0011
2019-02-28,0.173
2019-03-01,5.5588999999999995
2019-03-04,-3.3205999999999998
2019-03-05,-1.0826
2019-03-06,-0.2222
2019-03-07,2.3385
2019-03-08,-0.2176
2019-03-11,-0.2181
2019-03-12,-3.8251
2019-03-13,3.9557
2019-03-14,0.5564
2019-03-15,-2.1741
2019-03-18,2.1225
2019-03-19,-2.5027
2019-03-20,-2.3438
2019-03-21,-0.5714
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,4.5977
2019-03-27,1.0989
2019-03-28,-2.7174
2019-03-29,-1.6760000000000002
2019-04-01,3.2102
2019-04-02,-0.2874
2019-04-03,-0.6228
2019-04-04,1.1111
2019-04-05,3.1868
2019-04-08,6.4963
2019-04-09,-1.0
2019-04-10,3.5354
2019-04-11,5.0283
2019-04-12,-2.4653
2019-04-15,-0.3333
2019-04-16,-2.0545
2019-04-17,-1.7561
2019-04-18,0.7944
2019-04-22,-0.4926
2019-04-23,0.9901
2019-04-24,1.5686
2019-04-25,0.0
2019-04-26,1.5444
2019-04-29,-2.9126
2019-04-30,1.0
2019-05-01,0.6931
2019-05-02,1.3766
2019-05-03,-0.388
2019-05-06,-13.9241
2019-05-07,-4.7511
2019-05-08,-3.8005
2019-05-09,-1.2346
2019-05-10,-0.25
2019-05-13,0.7519
2019-05-14,-21.5174
2019-05-15,-1.9809999999999999
2019-05-16,-7.5182
2019-05-17,-9.965
2019-05-20,0.3883
2019-05-21,-1.354
2019-05-22,-4.5098
2019-05-23,-2.4641
2019-05-24,3.1579
2019-05-28,3.8776
2019-05-29,1.7682
2019-05-30,0.7722
2019-05-31,-3.4483
2019-06-03,0.0
2019-06-04,1.1905000000000001
2019-06-05,-0.9804
2019-06-06,-1.3860999999999999
2019-06-07,-1.8072
2019-06-10,-1.0225
2019-06-11,-3.3058
2019-06-12,-3.8462
2019-06-13,-0.4444
2019-06-14,-3.5714
2019-06-17,-5.5556
2019-06-18,0.9804
2019-06-19,3.6408
2019-06-20,-3.9813
2019-06-21,-3.6585
2019-06-24,2.7848
2019-06-25,0.0
2019-06-26,-2.9557
2019-06-27,2.5381
2019-06-28,2.2277
2019-07-01,0.7264
2019-07-02,-3.3654
2019-07-03,0.2488
2019-07-05,3.9702
2019-07-08,-2.3866
2019-07-09,2.6895
2019-07-10,1.1905000000000001
2019-07-11,-2.2353
2019-07-12,3.2491
2019-07-15,1.3986
2019-07-16,0.0
2019-07-17,1.6092
2019-07-18,6.3347999999999995
2019-07-19,1.9149
2019-07-22,3.1315
2019-07-23,0.8097
2019-07-24,2.4096
2019-07-25,1.3725
2019-07-26,-2.1277
2019-07-29,-6.405
2019-07-30,-1.766
2019-07-31,-1.1236
2019-08-01,-2.9545
2019-08-02,1.8735
2019-08-05,-0.4598
2019-08-06,-0.2309
2019-08-07,7.6389
2019-08-08,-0.4301
2019-08-09,0.432
2019-08-12,2.1505
2019-08-13,-0.2105
2019-08-14,-1.6878
2019-08-15,-1.5021
2019-08-16,2.6144
2019-08-19,0.4246
2019-08-20,0.2114
2019-08-21,-1.0549
2019-08-22,-2.5586
2019-08-23,-1.9694
2019-08-26,-0.6696
2019-08-27,-0.427
2019-08-28,-2.9564
2019-08-29,0.2326
2019-08-30,0.0
2019-09-03,0.9281
2019-09-04,4.8276
2019-09-05,-2.6316
2019-09-06,-2.7027
2019-09-09,6.713
2019-09-10,2.6029999999999998
2019-09-11,-0.9619
2019-09-12,0.7578
2019-09-13,-0.4237
2019-09-16,-1.2766
2019-09-17,1.2931
2019-09-18,-3.1915
2019-09-19,4.1758
2019-09-20,3.1646
2019-09-23,-1.6360000000000001
2019-09-24,0.2079
2019-09-25,0.0
2019-09-26,-0.2075
2019-09-27,-0.6237
2019-09-30,2.0921
2019-10-01,-2.6639
2019-10-02,-4.2105
2019-10-03,4.8352
2019-10-04,-1.6771
2019-10-07,-0.2132
2019-10-08,0.4274
2019-10-09,0.6383
2019-10-10,-0.4228
2019-10-11,1.6985000000000001
2019-10-14,2.0877
2019-10-15,2.045
2019-10-16,-3.4068
2019-10-17,3.112
2019-10-18,0.6036
2019-10-21,1.4
2019-10-22,0.0
2019-10-23,1.3807
2019-10-24,0.9728
2019-10-25,0.1927
2019-10-28,-3.012
2019-10-29,0.6211
2019-10-30,1.2346
2019-10-31,-3.6585
2019-11-01,3.1646
2019-11-04,-1.0225
2019-11-05,-2.6136
2019-11-06,5.1236
2019-11-07,-1.9173
2019-11-08,0.823
2019-11-11,2.0408
2019-11-12,-2.2
2019-11-13,1.0225
2019-11-14,-0.6073
2019-11-15,0.2037
2019-11-18,0.6098
2019-11-19,-1.6162
2019-11-20,0.0
2019-11-21,-0.8214
2019-11-22,-0.5901
2019-11-25,0.8018
2019-11-26,1.2397
2019-11-27,3.6734999999999998
2019-11-29,-0.7874
2019-12-02,0.7937
2019-12-03,-1.0827
2019-12-04,-1.0945
2019-12-05,0.6036
2019-12-06,-2.2
2019-12-09,2.2495
2019-12-10,-2.2
2019-12-11,1.0225
2019-12-12,0.2024
2019-12-13,-1.4141
2019-12-16,1.0246
2019-12-17,0.2028
2019-12-18,-1.0121
2019-12-19,-0.6135
2019-12-20,1.6461000000000001
2019-12-23,1.2146
2019-12-24,-1.6
2019-12-26,1.0163
2019-12-27,-0.4024
2019-12-30,0.404
2019-12-31,-0.2012
2020-01-02,2.8226
2020-01-03,-0.5882
2020-01-06,4.5365
2020-01-07,-0.566
2020-01-08,1.1385
2020-01-09,0.0
2020-01-10,0.9381
2020-01-13,4.0892
2020-01-14,0.3571
2020-01-15,0.7117
2020-01-16,0.53
2020-01-17,5.2724
2020-01-21,5.5092
2020-01-22,-3.7975
2020-01-23,-0.6579
2020-01-24,-0.8278
2020-01-27,-0.1733
2020-01-28,-1.0417
2020-01-29,1.0526
2020-01-30,-3.2986
2020-01-31,0.5386
2020-02-03,1.9643000000000002
2020-02-04,0.1751
2020-02-05,0.5245
2020-02-06,-0.1739
2020-02-07,-0.5226
2020-02-10,0.5254
2020-02-11,1.7422
2020-02-12,0.8562
2020-02-13,0.8489
2020-02-14,0.1684
2020-02-18,2.3529
2020-02-19,-1.8062
2020-02-20,0.5017
2020-02-21,-0.1664
2020-02-24,-3.5
2020-02-25,-5.5268
2020-02-26,-1.6453
2020-02-27,-3.7175000000000002
2020-02-28,-3.0888
2020-03-02,2.3904
2020-03-03,-1.5564
2020-03-04,3.1621
2020-03-05,-0.7663
2020-03-06,-1.9304999999999999
2020-03-09,-8.8583
2020-03-10,2.6997999999999998
2020-03-11,-9.1483
2020-03-12,-14.3519
2020-03-13,1.3514
2020-03-16,-17.6
2020-03-17,-3.5599
2020-03-18,-19.4631
2020-03-19,6.25
2020-03-20,12.1569
2020-03-23,-18.5315
2020-03-24,6.4378
2020-03-25,6.0484
2020-03-26,19.0114
2020-03-27,-2.5559
2020-03-30,-5.5738
2020-03-31,-27.0833
2020-04-01,-3.8095
2020-04-02,-8.9109
2020-04-03,-3.2609
2020-04-06,-0.5618
2020-04-07,0.0
2020-04-08,7.9096
2020-04-09,5.7895
2020-04-13,-6.9602
2020-04-14,1.0695000000000001
2020-04-15,-2.1216
2020-04-16,-5.4054
2020-04-17,7.4286
2020-04-20,1.5957
2020-04-21,-6.8063
2020-04-22,-3.3708
2020-04-23,-1.7442
2020-04-24,-1.1834
2020-04-27,7.1856
2020-04-28,1.6760000000000002
2020-04-29,21.978
2020-04-30,-6.3063
2020-05-01,-5.2885
2020-05-04,2.0305
2020-05-05,4.9751
2020-05-06,-3.7915
2020-05-07,-0.9852
2020-05-08,0.4975
2020-05-11,0.0
2020-05-12,-3.4653
2020-05-13,-1.5385
2020-05-14,0.5208
2020-05-15,-2.5907
2020-05-18,1.8617
2020-05-19,-0.2611
2020-05-20,1.0471
2020-05-21,-1.5544
2020-05-22,1.0526
2020-05-26,2.6042
2020-05-27,9.1371
2020-05-28,2.3256
2020-05-29,-3.1818
2020-06-01,0.939
2020-06-02,0.9302
2020-06-03,12.9032
2020-06-04,11.0204
2020-06-05,8.2243
2020-06-08,27.3907
2020-06-09,-12.0
2020-06-10,9.0909
2020-06-11,-9.7222
2020-06-12,-0.3077
2020-06-15,6.1728
2020-06-16,1.7442
2020-06-17,-4.2857
2020-06-18,-2.6866
2020-06-19,0.9202
2020-06-22,0.6079
2020-06-23,-1.2085
2020-06-24,-6.422
2020-06-25,0.6536
2020-06-26,-1.2987
2020-06-29,1.9737
2020-06-30,-0.6452
2020-07-01,1.9481000000000002
2020-07-02,-0.6369
2020-07-06,-1.6026
2020-07-07,-5.5375
2020-07-08,-7.5862
2020-07-09,0.3731
2020-07-10,0.3717
2020-07-13,-5.1852
2020-07-14,3.125
2020-07-15,7.197
2020-07-16,-5.3004
2020-07-17,-1.1194
2020-07-20,-5.4717
2020-07-21,-0.998
2020-07-22,-3.2258
2020-07-23,0.4167
2020-07-24,0.0
2020-07-27,-7.9125
2020-07-28,10.8547
2020-07-29,-4.898
2020-07-30,-5.5794
2020-07-31,1.8182
