ticker,FREE US Equity
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0493
2020-01-17,-0.0492
2020-01-21,0.0
2020-01-22,-0.0985
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,0.1972
2020-01-29,-0.0984
2020-01-30,-0.0985
2020-01-31,-0.1972
2020-02-03,-0.0988
2020-02-04,0.4946
2020-02-05,0.2953
2020-02-06,0.0
2020-02-07,-0.2944
2020-02-10,0.2953
2020-02-11,-0.2944
2020-02-12,0.1969
2020-02-13,1.6699000000000002
2020-02-14,-0.2899
2020-02-18,0.0
2020-02-19,0.0969
2020-02-20,0.0
2020-02-21,-0.0968
2020-02-24,-0.2907
2020-02-25,0.0972
2020-02-26,-0.3883
2020-02-27,0.0975
2020-02-28,-0.6816
2020-03-02,-0.2941
2020-03-03,0.0983
2020-03-04,0.3929
2020-03-05,-0.1957
2020-03-09,-0.9804
2020-03-10,0.6931
2020-03-11,-0.59
2020-03-12,-0.9891
2020-03-13,0.1998
2020-03-16,-1.4955
2020-03-17,-0.8097
2020-03-18,-3.6734999999999998
2020-03-19,-0.3178
2020-03-20,0.9564
2020-03-23,0.3158
2020-03-24,0.4197
2020-03-25,3.3438
2020-03-26,-0.4044
2020-03-27,0.203
2020-03-30,0.304
2020-03-31,-0.303
2020-04-01,0.2026
2020-04-02,-0.3033
2020-04-03,-0.4057
2020-04-06,0.3055
2020-04-07,0.0
2020-04-08,0.3046
2020-04-09,0.3036
2020-04-13,0.4036
2020-04-14,-0.201
2020-04-15,-0.4028
2020-04-16,0.4044
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.7049
2020-04-22,-0.4
2020-04-24,0.0
2020-04-27,0.2008
2020-04-29,0.0
2020-04-30,0.9018
2020-05-01,-0.5958
2020-05-04,0.1998
2020-05-05,-0.3988
2020-05-06,0.1001
2020-05-07,-0.1
2020-05-08,-0.4004
2020-05-11,1.206
2020-05-12,0.0
2020-05-13,-0.2979
2020-05-14,0.0
2020-05-15,0.1992
2020-05-18,-0.2982
2020-05-19,0.0
2020-05-20,0.3988
2020-05-21,0.0
2020-05-22,0.0993
2020-05-26,0.0
2020-05-27,0.2976
2020-05-28,-0.1978
2020-05-29,-0.0991
2020-06-01,0.1984
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.099
2020-06-05,0.0989
2020-06-08,0.8893
2020-06-09,-0.6856
2020-06-10,-0.789
2020-06-11,0.6958
2020-06-12,10.7601
2020-06-15,-9.2692
2020-06-16,2.0629
2020-06-17,0.0
2020-06-18,2.8874
2020-06-19,-4.6773
2020-06-22,0.5888
2020-06-23,6.2439
2020-06-24,-0.9183
2020-06-25,-6.3948
2020-06-26,-5.4455
2020-06-29,-10.4712
2020-06-30,-5.614
2020-07-01,0.9913
2020-07-02,-3.0675
2020-07-06,-6.0759
2020-07-07,-4.8518
2020-07-08,6.9405
2020-07-09,-0.7947
2020-07-10,1.4686
2020-07-13,2.6316
2020-07-14,1.2821
2020-07-15,1.6456
2020-07-16,-2.3661
2020-07-17,2.9337
2020-07-20,-0.8674
2020-07-21,0.25
2020-07-22,-2.9925
2020-07-23,1.2852999999999999
2020-07-24,-2.7919
2020-07-27,-1.6971
2020-07-28,-0.1328
2020-07-29,-1.3298
2020-07-30,-2.965
2020-07-31,-3.6111
