ticker,FREE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-15,-0.2062
2019-05-17,0.0
2019-05-23,0.2066
2019-06-06,0.0
2019-06-10,0.0
2019-06-12,0.1031
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,-0.103
2019-06-20,0.2062
2019-06-24,0.072
2019-06-25,0.0308
2019-06-26,0.2055
2019-06-27,0.0
2019-07-01,0.4103
2019-07-02,-0.5107
2019-07-03,0.0
2019-07-05,0.616
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,-0.3061
2019-07-15,0.3071
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,-0.051
2019-07-24,0.1531
2019-07-25,-0.3058
2019-07-29,0.1022
2019-08-01,0.3064
2019-08-05,0.0
2019-08-06,0.1018
2019-08-09,0.0
2019-08-12,0.0
2019-08-14,0.0
2019-08-16,-0.293
2019-08-20,0.1918
2019-08-21,0.1018
2019-08-22,0.2035
2019-08-23,0.0
2019-08-26,0.3046
2019-08-27,0.0
2019-08-28,0.0
2019-08-30,0.0
2019-09-03,-0.1012
2019-09-09,-0.2026
2019-09-10,0.5076
2019-09-11,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,-0.2525
2019-09-23,-0.2025
2019-09-24,-0.0507
2019-09-25,0.203
2019-09-27,0.4053
2019-09-30,-0.6054
2019-10-01,0.5076
2019-10-04,0.0
2019-10-10,-0.5051
2019-10-11,-0.1015
2019-10-14,0.6098
2019-10-15,0.0
2019-10-17,-0.5051
2019-10-18,0.5076
2019-10-24,-0.7071
2019-10-25,0.6104
2019-10-28,-0.3033
2019-10-29,0.4057
2019-10-30,-0.404
2019-10-31,0.4057
2019-11-05,-0.404
2019-11-06,0.1014
2019-11-07,0.304
2019-11-08,-0.303
2019-11-19,0.2026
2019-11-21,0.2022
2019-11-22,0.1009
2019-11-25,0.1008
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.2014
2019-12-09,0.1005
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-16,0.0
2019-12-17,0.1004
2019-12-18,0.0
2019-12-19,0.1003
2019-12-20,1.5030000000000001
2019-12-23,0.0
2019-12-24,-0.0987
2019-12-26,-0.2964
2019-12-27,-0.1972
2019-12-30,0.4906
2019-12-31,0.0049
2020-01-02,-0.1976
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.099
2020-01-08,0.0
2020-01-09,0.1978
2020-01-10,0.1974
2020-01-13,0.0
