ticker,JFIL US Equity
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-17,-6.25
2016-10-26,-6.6667
2016-11-04,64.2857
2016-11-07,8.6957
2016-11-08,-44.0
2016-11-09,-14.2857
2016-11-10,0.0
2016-11-14,15.1042
2016-11-15,-23.9819
2016-11-16,0.0
2016-11-22,0.0
2016-11-25,4.7619
2016-11-30,-4.5455
2016-12-06,52.381
2016-12-07,-21.875
2016-12-14,60.0
2016-12-19,-42.5
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,-13.0435
2017-01-09,75.0
2017-01-10,-20.0
2017-01-11,-10.7143
2017-01-12,0.0
2017-01-17,0.0
2017-01-18,44.0
2017-01-19,-30.5556
2017-01-23,1.0
2017-01-24,-8.9109
2017-01-25,0.0
2017-01-31,0.0
2017-02-06,0.0
2017-02-07,-13.0435
2017-02-08,10.0
2017-02-10,-7.9545
2017-02-13,13.5802
2017-02-21,-21.7391
2017-02-23,15.2778
2017-02-24,-13.253
2017-02-27,0.0
2017-03-01,0.0
2017-03-03,-11.1111
2017-03-06,12.5
2017-03-07,0.0
2017-03-14,-5.5556
2017-03-15,-10.2941
2017-03-22,2.459
2017-03-24,-4.0
2017-03-27,73.3333
2017-03-28,-0.9615
2017-04-04,-25.2427
2017-04-05,-1.2987
2017-04-06,-12.5
2017-04-07,14.2857
2017-04-13,5.2632
2017-04-18,-10.0
2017-04-21,11.1111
2017-04-28,50.0
2017-05-01,73.3333
2017-05-02,-32.2115
2017-05-03,-14.8936
2017-05-04,0.0
2017-05-05,-6.6667
2017-05-09,-3.5714
2017-05-11,0.0
2017-05-12,-14.8148
2017-05-18,0.0
2017-05-19,4.3478
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-06-06,0.0
2017-06-12,-8.3333
2017-07-12,70.0
2017-07-13,-33.1551
2017-07-18,-8.0
2017-08-08,-8.6957
2017-08-31,85.7143
2017-09-18,-7.6923
2017-09-19,-16.6667
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,20.0
2017-09-25,-27.7778
2017-09-26,30.7692
2017-09-27,-1.1764999999999999
2017-09-28,-25.5952
2017-09-29,35.2
2017-10-02,-28.9941
2017-10-03,-15.8333
2017-10-04,18.8119
2017-10-05,0.0
2017-10-06,-14.1667
2017-10-09,0.0
2017-10-10,1.9417
2017-10-11,33.3333
2017-10-12,-27.8571
2017-10-13,39.6238
2017-10-16,-14.8348
2017-10-17,15.8201
2017-10-18,7.8361
2017-10-19,-12.6667
2017-10-20,-8.3969
2017-10-23,0.8333
2017-10-24,0.0
2017-10-25,-0.8264
2017-10-26,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-02,-18.3333
2017-11-03,0.0
2017-11-06,0.0
2017-11-10,-5.102
2017-11-13,12.8602
2017-11-15,-11.3948
2017-11-27,-12.9032
2017-11-28,0.0
2017-11-29,-25.9259
2017-11-30,0.0
2017-12-04,75.0
2017-12-07,2.8571
2017-12-08,-35.1852
2017-12-11,15.7143
2017-12-12,-18.5185
2017-12-14,103.0303
2017-12-15,-2.9851
2017-12-19,-23.0769
2017-12-20,20.0
2017-12-28,-8.3333
2017-12-29,1.8182
2018-01-02,-1.7856999999999998
2018-01-04,0.0
2018-01-05,-9.0909
2018-01-11,20.0
2018-01-12,45.8333
2018-01-16,-5.7143
2018-01-18,-0.6061
2018-01-19,0.6098
2018-01-22,-0.6061
2018-02-02,-20.7317
2018-02-05,0.0
2018-02-08,-19.2308
2018-02-09,4.7619
2018-02-13,45.4545
2018-02-15,53.75
2018-02-16,0.0
2018-02-20,-18.6992
2018-02-21,-5.75
2018-02-26,43.2361
2018-02-27,-7.7778
2018-02-28,-8.8353
2018-03-01,7.9295
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,-3.4286
2018-03-07,1.437
2018-03-08,0.0
2018-03-12,-2.0833
2018-03-13,-2.1277
2018-03-15,30.0
2018-03-16,11.3712
2018-03-21,-6.006
2018-03-23,11.8211
2018-03-27,-28.5714
2018-03-28,12.0
2018-04-04,-0.7143
2018-04-09,-2.8777
2018-04-11,-11.1111
2018-04-12,8.3333
2018-04-13,0.0
2018-04-26,-7.6923
2018-04-30,-0.4583
2018-05-03,25.5756
2018-05-04,-10.3333
2018-05-08,-3.3457
2018-05-09,0.0
2018-05-11,20.7692
2018-05-16,-23.2484
2018-05-17,-2.1162
2018-05-18,14.4553
2018-05-23,29.6296
2018-05-24,14.2857
2018-05-25,-0.25
2018-05-29,-1.0025
2018-05-30,5.0633
2018-05-31,1.2048
2018-06-01,-4.7619
2018-06-04,0.0
2018-06-05,4.75
2018-06-06,0.2387
2018-06-07,5.9524
2018-06-08,0.0
2018-06-11,1.1236
2018-06-12,-2.2222
2018-06-13,-15.8409
2018-06-14,8.5606
2018-06-15,3.9801
2018-06-19,-16.866
2018-06-26,-39.2806
2018-06-27,60.6635
2018-06-28,0.0
2018-06-29,47.4926
2018-07-02,20.0
2018-07-03,8.3333
2018-07-05,-1.5385
2018-07-10,-1.5625
2018-07-11,0.0
2018-07-12,0.0
2018-07-16,-39.6825
2018-07-17,-8.1579
2018-07-18,-14.0401
2018-07-19,26.0
2018-07-20,-0.7937
2018-07-23,0.8
2018-07-24,-36.5079
2018-07-25,12.0833
2018-07-26,-24.9071
2018-07-30,30.6931
2018-08-06,-3.7879
2018-08-07,-1.5748
2018-08-08,-3.6
2018-08-09,45.2282
2018-08-10,13.7143
2018-08-13,-2.5126
2018-08-14,-4.6392
2018-08-15,4.8649000000000004
2018-08-21,-22.6804
2018-08-27,-10.0
2018-08-30,-29.6296
2018-08-31,0.0
2018-09-05,21.0526
2018-09-07,17.3913
2018-09-10,-14.8148
2018-09-12,8.6957
2018-09-18,0.8
2018-09-24,6.746
2018-09-25,18.9591
2018-09-27,17.8125
2018-10-01,-7.1618
2018-10-03,8.5714
2018-10-04,2.6316
2018-10-05,-3.2051
2018-10-08,-16.5563
2018-10-11,23.8095
2018-10-12,-0.5128
2018-10-15,-10.0515
2018-10-17,-14.613199999999999
2018-10-22,0.0
2018-10-25,-0.3356
2018-11-02,2.4242
2018-11-19,-4.668
2018-11-21,-3.4483
2018-11-27,0.0
2018-11-29,0.0
2018-11-30,-1.7856999999999998
2018-12-10,-12.7273
2018-12-12,-0.8333
2018-12-14,-16.3866
2018-12-24,24.6231
2018-12-31,-19.3548
2019-01-03,-0.5
2019-01-04,44.7236
2019-01-07,28.4722
2019-01-08,-8.1081
2019-01-09,5.8824
2019-01-16,-2.7778
2019-01-17,-21.7143
2019-01-18,2.4818
2019-01-22,13.9601
2019-01-23,-12.25
2019-01-24,1.1396
2019-01-25,-1.4085
2019-01-28,-3.5714
2019-01-31,7.4074
2019-02-06,3.1034
2019-02-19,-6.5886
2019-02-21,0.2506
2019-03-15,-25.0
2019-03-21,0.0
2019-03-22,-4.7619
2019-03-29,0.0
2019-04-01,34.5
2019-04-02,-5.2045
2019-04-03,-5.8824
2019-04-04,12.0833
2019-04-08,0.3717
2019-04-09,11.1111
2019-04-15,-4.9
2019-04-22,-3.435
2019-04-23,8.892900000000001
2019-04-26,-26.6667
2019-05-01,36.3636
2019-05-02,16.6667
2019-05-13,11.1429
2019-05-14,-20.3085
2019-05-15,29.0323
2019-05-16,-22.5
2019-05-20,-3.2258
2019-06-03,-3.3333
2019-06-17,3.4483
2019-06-20,-23.3333
2019-06-24,30.4348
2019-06-26,-18.2333
2019-07-02,22.2992
2019-07-05,10.6667
2019-07-08,11.1446
2019-07-09,0.0
2019-07-22,2.981
2019-07-24,-7.8947
2019-07-25,0.0
2019-07-29,-14.2857
2019-07-30,29.6667
2019-08-07,2.8278
2019-08-08,-0.975
2019-08-12,1.4895
2019-08-13,-14.9751
2019-08-15,57.9871
2019-08-16,18.5185
2019-09-05,25.0
2019-09-10,17.5
2019-09-17,-57.0213
2019-09-23,0.0
2019-09-27,11.3861
2019-10-03,-10.2222
2019-10-04,-5.9406
2019-10-07,-7.8947
2019-10-22,2.8571
2019-10-29,11.1111
2019-11-08,-25.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,26.6667
2019-11-14,-13.1579
2019-11-18,28.4848
2019-11-27,-6.1321
2019-12-02,-37.1859
2019-12-09,-4.4
2019-12-10,-7.9498
2019-12-12,75.0
2019-12-20,-40.2597
2019-12-26,0.0
2019-12-30,8.6957
2020-01-02,0.0
2020-01-03,-20.0
2020-01-09,50.0
2020-01-10,16.6667
2020-01-13,-8.2857
2020-01-14,-19.0031
2020-01-15,-3.4615
2020-01-16,-14.342600000000001
2020-01-17,-5.5814
2020-01-21,8.3744
2020-01-22,2.5909
2020-01-23,28.4891
2020-01-24,-17.2414
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,20.8333
2020-01-30,3.4483
2020-01-31,-3.0
2020-02-03,-4.1237
2020-02-04,5.7348
2020-02-05,-1.6949
2020-02-06,5.1724
2020-02-07,-8.1967
2020-02-10,3.5714
2020-02-11,0.0
2020-02-12,-5.1724
2020-02-13,0.0
2020-02-14,0.0
2020-02-19,-6.1818
2020-02-20,-8.3333
2020-02-21,5.7082
2020-02-24,0.0
2020-02-25,4.0
2020-02-26,-3.4615
2020-02-27,15.5378
2020-02-28,-1.7241
2020-03-02,-29.8246
2020-03-05,5.0
2020-03-06,0.0
2020-03-12,-4.7619
2020-03-13,0.0
2020-03-17,15.0
2020-03-24,-16.8478
2020-03-30,-0.6536
2020-03-31,-5.2632
2020-04-01,11.1111
2020-04-02,35.0
2020-04-09,-32.963
2020-04-13,10.4972
2020-04-14,0.0
2020-04-17,-10.0
2020-04-21,64.4444
2020-04-22,-29.0541
2020-04-23,-2.3810000000000002
2020-04-24,14.6341
2020-04-27,-14.8936
2020-04-29,46.5
2020-04-30,12.4573
2020-05-01,6.2215
2020-05-04,-17.1429
2020-05-05,27.5862
2020-05-06,35.1351
2020-05-07,-30.0
2020-05-08,-7.1429
2020-05-11,0.0
2020-05-12,4.6154
2020-05-13,-8.0882
2020-05-14,12.0
2020-05-15,-10.0
2020-05-18,-1.2698
2020-05-19,1.2862
2020-05-20,-4.7619
2020-05-21,-6.6667
2020-05-26,17.8571
2020-05-27,0.0
2020-06-01,-3.0303
2020-06-03,-4.6875
2020-06-04,4.918
2020-06-05,-3.125
2020-06-08,9.354800000000001
2020-06-09,47.4926
2020-06-10,30.0
2020-06-11,0.0
2020-06-12,6.9231
2020-06-15,-13.6691
2020-06-16,16.65
2020-06-17,-14.2735
2020-06-18,-36.6667
2020-06-19,57.8947
2020-06-23,-18.1833
2020-06-24,22.2245
2020-06-25,-40.0
2020-06-26,6.1111
2020-06-29,43.9791
2020-06-30,-25.4545
2020-07-01,-4.1463
2020-07-06,0.0
2020-07-07,1.5267
2020-07-09,-12.2807
2020-07-10,-0.0286
2020-07-13,-7.1163
2020-07-14,-7.3846
2020-07-16,2.99
2020-07-17,9.8387
2020-07-20,-11.8943
2020-07-21,17.25
2020-07-22,14.0014
2020-07-23,-11.4713
2020-07-24,38.1408
2020-07-27,0.0204
2020-07-28,-18.4506
