ticker,SFWJ US Equity
2006-01-30,8.3333
2006-01-31,-7.6923
2006-02-01,2.0833
2006-02-02,6.1224
2006-02-03,3.8462
2006-02-06,37.037
2006-02-07,-8.1081
2006-02-08,-11.7647
2006-02-09,0.0
2006-02-10,3.3333
2006-02-13,-3.2258
2006-02-14,-10.0
2006-02-15,3.7037
2006-02-16,-10.7143
2006-02-17,-12.0
2006-02-21,18.1818
2006-02-22,0.0
2006-02-23,19.2308
2006-02-24,-3.2258
2006-02-27,6.6667
2006-02-28,-12.5
2006-03-01,17.8571
2006-03-02,-3.0303
2006-03-03,3.125
2006-03-06,-3.0303
2006-03-07,-9.375
2006-03-08,-13.7931
2006-03-09,8.0
2006-03-10,-3.7037
2006-03-13,11.538499999999999
2006-03-14,-17.2414
2006-03-15,25.0
2006-03-16,-6.6667
2006-03-17,-7.1429
2006-03-20,-15.3846
2006-03-21,11.3636
2006-03-22,-2.0408
2006-03-23,12.5
2006-03-24,0.0
2006-03-27,1.8519
2006-03-28,2.1818
2006-03-29,4.9822
2006-03-30,8.4746
2006-03-31,-7.8125
2006-04-03,-5.0847
2006-04-04,-3.5714
2006-04-05,-7.4074
2006-04-06,2.0
2006-04-07,-1.9607999999999999
2006-04-10,0.0
2006-04-11,4.0
2006-04-12,0.0
2006-04-13,-7.6923
2006-04-17,1.25
2006-04-18,-1.2346
2006-04-19,-8.3333
2006-04-20,4.5455
2006-04-21,4.3478
2006-04-24,-4.1667
2006-04-25,-4.3478
2006-04-26,0.0
2006-04-27,4.5455
2006-04-28,-2.1739
2006-05-01,-6.6667
2006-05-02,-4.7619
2006-05-03,22.5
2006-05-04,4.0816
2006-05-05,-5.8824
2006-05-08,-8.3333
2006-05-09,-4.5455
2006-05-10,7.1429
2006-05-11,-11.1111
2006-05-12,5.0
2006-05-15,0.0
2006-05-16,-4.7619
2006-05-17,5.0
2006-05-18,-4.7619
2006-05-19,-9.0
2006-05-22,-6.5934
2006-05-23,11.7647
2006-05-24,-5.2632
2006-05-25,-16.6667
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,-6.6667
2006-06-01,14.2857
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,-12.5
2006-06-07,-14.2857
2006-06-08,8.3333
2006-06-09,-7.6923
2006-06-12,16.6667
2006-06-13,-14.2857
2006-06-14,0.0
2006-06-15,8.3333
2006-06-16,0.0
2006-06-20,-7.6923
2006-06-21,0.0
2006-06-22,0.0
2006-06-23,-8.3333
2006-06-26,27.2727
2006-06-27,-7.1429
2006-06-28,-15.3846
2006-06-29,0.0
2006-06-30,0.0
2006-07-03,9.0909
2006-07-05,-8.3333
2006-07-06,0.0
2006-07-07,18.1818
2006-07-10,-7.6923
2006-07-11,-4.1667
2006-07-12,4.3478
2006-07-13,-8.3333
2006-07-14,0.0
2006-07-17,0.0
2006-07-18,4.5455
2006-07-19,4.3478
2006-07-20,0.0
2006-07-21,-4.1667
2006-07-24,0.0
2006-07-25,0.0
2006-07-26,0.0
2006-07-27,0.0
2006-07-28,-8.6957
2006-07-31,-4.7619
2006-08-01,0.0
2006-08-02,-10.0
2006-08-03,-5.5556
2006-08-04,0.0
2006-08-07,5.8824
2006-08-08,5.5556
2006-08-09,-10.526299999999999
2006-08-10,10.0
2006-08-11,-3.7433
2006-08-14,0.0
2006-08-15,-5.5556
2006-08-16,5.8824
2006-08-17,33.3333
2006-08-18,-16.6667
2006-08-21,0.0
2006-08-22,-15.0
2006-08-23,17.647100000000002
2006-08-24,-10.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,-5.5556
2006-08-30,4.7059
2006-08-31,-10.1124
2006-09-01,25.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-07,-10.0
2006-09-08,-11.1111
2006-09-11,12.5
2006-09-12,22.2222
2006-09-13,-21.8182
2006-09-14,4.6512
2006-09-15,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,-4.4444
2006-09-22,0.0
2006-09-25,-6.9767
2006-09-26,6.25
2006-09-27,-5.8824
2006-09-28,25.0
2006-09-29,-15.0
2006-10-02,-5.8824
2006-10-03,0.0
2006-10-04,-12.5
2006-10-05,0.0
2006-10-06,14.2857
2006-10-10,-12.5
2006-10-11,0.0
2006-10-12,-7.1429
2006-10-13,7.6923
2006-10-16,21.4286
2006-10-17,-17.647100000000002
2006-10-18,0.0
2006-10-20,-42.8571
2006-10-23,7.5
2006-10-24,27.907
2006-10-25,-36.3636
2006-10-26,0.0
2006-10-27,28.5714
2006-10-30,0.0
2006-10-31,-33.3333
2006-11-01,0.0
2006-11-02,0.0
2006-11-03,0.0
2006-11-06,-16.6667
2006-11-07,16.0
2006-11-08,-20.6897
2006-11-09,8.6957
2006-11-10,-20.0
2006-11-13,-10.0
2006-11-20,-88.7778
2006-11-30,-95.0495
2006-12-04,300.0
2006-12-12,0.0
2006-12-13,15.0
2006-12-14,30.4348
2006-12-15,86.3333
2006-12-18,-6.9767
2006-12-19,-22.0913
2006-12-20,25.8871
2006-12-21,0.0
2006-12-22,5.8824
2006-12-26,1.8519
2006-12-27,3.6364
2006-12-28,30.7018
2006-12-29,14.094
2007-01-03,18.8235
2007-01-04,-0.9901
2007-01-05,-11.0
2007-01-08,-21.3483
2007-01-09,-31.4286
2007-01-10,18.75
2007-01-11,22.807
2007-01-12,0.0
2007-01-16,-1.4285999999999999
2007-01-17,-15.942
2007-01-18,-10.3448
2007-01-19,-3.8462
2007-01-22,4.0
2007-01-23,-13.461500000000001
2007-01-24,-33.3333
2007-01-25,-20.0
2007-01-26,4.1667
2007-01-29,0.0
2007-01-30,16.0
2007-01-31,-20.6897
2007-02-01,30.4348
2007-02-02,-33.3333
2007-02-05,-25.0
2007-02-06,1.3333
2007-02-07,18.4211
2007-02-08,33.3333
2007-02-09,-25.0
2007-02-12,-16.6667
2007-02-13,20.0
2007-02-14,5.5556
2007-02-15,-21.0526
2007-02-16,13.3333
2007-02-20,0.0
2007-02-21,-11.7647
2007-02-22,13.3333
2007-02-23,-5.8824
2007-02-26,-12.5
2007-02-27,21.4286
2007-02-28,-11.7647
2007-03-01,-3.3333
2007-03-02,-3.4483
2007-03-05,-3.5714
2007-03-06,-3.7037
2007-03-07,-30.7692
2007-03-23,11.1111
2007-03-26,-30.0
2007-03-27,-28.5714
2007-03-28,-20.0
2007-03-29,0.0
2007-03-30,0.0
2007-04-02,0.0
2007-04-03,75.0
2007-04-04,0.0
2007-04-05,-28.5714
2007-04-09,-20.0
2007-04-10,25.0
2007-04-11,-40.0
2007-04-13,0.0
2007-04-16,3.3333
2007-04-17,29.0323
2007-04-18,25.0
2007-04-19,-4.0
2007-04-20,-37.5
2007-04-23,16.6667
2007-04-24,0.0
2007-04-26,-42.8571
2007-04-27,75.0
2007-04-30,0.0
2007-05-02,0.0
2007-05-07,-14.2857
2007-05-09,0.0
2007-05-10,-33.3333
2007-05-11,0.0
2007-05-14,75.0
2007-05-15,-42.8571
2007-05-16,50.0
2007-05-17,-33.3333
2007-05-21,50.0
2007-05-23,-16.6667
2007-05-25,20.0
2007-05-31,0.0
2007-06-05,0.0
2007-06-07,-33.3333
2007-06-11,25.0
2007-06-14,0.0
2007-06-18,-20.0
2007-06-19,0.0
2007-06-20,25.0
2007-06-21,20.0
2007-06-25,16.6667
2007-06-27,0.0
2007-06-28,0.0
2007-07-03,-14.2857
2007-07-05,16.6667
2007-07-09,-14.2857
2007-07-11,-33.3333
2007-07-13,0.0
2007-07-16,0.0
2007-07-18,25.0
2007-07-19,0.0
2007-07-30,0.0
2007-07-31,-20.0
2007-08-07,150.0
2007-08-08,-40.0
2007-08-09,0.0
2007-08-10,-30.0
2007-08-13,-4.7619
2007-08-14,0.0
2007-08-16,0.0
2007-08-20,5.0
2007-08-23,0.0
2007-08-24,-4.7619
2007-08-31,-50.0
2007-09-06,100.0
2007-09-10,-50.0
2007-09-11,0.0
2007-09-13,200.0
2007-09-17,-66.6667
2007-09-19,100.0
2007-09-21,0.0
2007-09-25,-50.0
2007-09-26,0.0
2007-09-27,0.0
2007-09-28,100.0
2007-10-01,0.0
2007-10-03,-75.0
2007-10-04,300.0
2007-10-05,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,-50.0
2007-10-15,100.0
2007-10-17,50.0
2007-10-18,-66.6667
2007-10-23,100.0
2007-10-24,0.0
2007-10-26,-50.0
2007-10-30,50.0
2007-10-31,-33.3333
2007-11-06,50.0
2007-11-07,0.0
2007-11-09,100.0
2007-11-12,-33.3333
2007-11-16,-25.0
2007-11-19,100.0
2007-11-20,-83.3333
2007-11-21,500.0
2007-11-23,-16.6667
2007-11-26,-60.0
2007-11-27,10.0
2007-12-04,54.5455
2007-12-05,-35.2941
2007-12-07,-9.0909
2007-12-10,0.0
2007-12-12,-50.0
2007-12-17,100.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-21,-50.0
2007-12-24,100.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,-50.0
2007-12-31,-97.5
2008-01-02,3900.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-14,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-31,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-26,300.0
2008-02-28,-75.0
2008-02-29,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-11,0.0
2008-03-13,0.0
2008-03-17,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,0.0
2008-03-27,300.0
2008-03-31,-80.0
2008-04-01,0.0
2008-04-04,-75.0
2008-04-09,300.0
2008-04-10,0.0
2008-04-11,-75.0
2008-04-14,300.0
2008-05-01,-75.0
2008-05-02,300.0
2008-05-07,0.0
2008-05-19,0.0
2008-06-06,25.0
2008-06-18,0.0
2008-06-20,-20.0
2008-06-27,0.0
2008-07-03,-75.0
2008-07-07,300.0
2008-07-08,0.0
2008-07-09,0.0
2008-07-11,-75.0
2008-07-29,0.0
2008-08-12,12.5
2008-08-18,5.5556
2008-08-22,-89.4737
2008-08-26,800.0
2008-09-02,-11.1111
2008-09-05,12.5
2008-09-09,0.0
2008-09-11,-88.8889
2008-09-15,800.0
2008-09-24,0.0
2008-09-25,-88.8889
2008-09-30,0.0
2008-10-06,700.0
2008-10-10,0.0
2008-10-28,0.0
2008-11-03,0.0
2008-11-11,-87.5
2008-11-12,700.0
2008-11-13,-87.5
2008-11-18,150.0
2008-11-25,3100.0
2008-12-01,-98.75
2008-12-09,0.0
2008-12-11,150.0
2008-12-16,0.0
2008-12-17,0.0
2008-12-29,540.0
2008-12-30,-90.625
2008-12-31,-33.3333
2009-01-06,0.0
2009-02-05,50.0
2009-02-11,0.0
2009-03-12,-33.3333
2009-03-26,50.0
2009-04-02,-33.3333
2009-04-16,700.0
2009-04-17,0.0
2009-04-20,-87.5
2009-04-23,1500.0
2009-04-29,-90.625
2009-05-01,0.0
2009-06-05,-33.3333
2009-06-18,0.0
2009-06-26,0.0
2009-07-01,0.0
2009-07-07,0.0
2009-07-14,7900.0
2009-07-21,-98.75
2009-07-22,700.0
2009-07-23,0.0
2009-08-04,-87.5
2009-08-05,0.0
2009-08-06,0.0
2009-08-11,50.0
2009-08-12,0.0
2009-08-14,-33.3333
2009-08-26,0.0
2009-08-28,300.0
2009-09-17,-75.0
2009-09-22,300.0
2009-09-23,-75.0
2009-10-07,300.0
2009-10-14,-75.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-22,0.0
2009-10-26,0.0
2009-11-02,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-23,0.0
2009-12-23,300.0
2009-12-28,-75.0
2009-12-30,0.0
2010-01-05,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-25,0.0
2010-01-29,0.0
2010-02-02,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-16,50.0
2010-02-19,0.0
2010-02-22,0.0
2010-03-15,0.0
2010-03-25,0.0
2010-03-29,-33.3333
2010-04-07,0.0
2010-04-15,0.0
2010-05-03,0.0
2010-06-14,150.0
2010-07-01,0.0
2010-07-07,-60.0
2010-08-03,0.0
2010-08-16,0.0
2010-08-23,0.0
2010-09-13,0.0
2010-10-04,0.0
2010-10-06,0.0
2010-10-15,0.0
2010-10-27,0.0
2010-10-28,7900.0
2010-11-03,-98.75
2010-11-09,0.0
2010-12-13,0.0
2010-12-15,0.0
2010-12-30,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-03-10,0.0
2011-03-31,50.0
2011-12-28,0.0
2011-12-30,0.0
2012-02-21,0.0
2012-03-14,0.0
2012-07-13,0.0
2012-08-16,0.0
2012-08-20,0.0
2012-09-06,0.0
2012-10-12,0.0
2012-11-05,0.0
2012-12-28,-33.3333
2012-12-31,50.0
2013-01-03,0.0
2013-02-01,-33.3333
2013-07-23,0.0
2013-08-19,0.0
2013-08-28,0.0
2013-10-09,7900.0
2013-10-21,-98.75
2013-11-06,0.0
2013-11-15,0.0
2013-12-19,0.0
2013-12-23,0.0
2013-12-27,0.0
2014-10-23,0.0
2014-11-19,0.0
2015-03-20,700.0
2015-03-24,-87.5
2015-07-09,0.0
2015-07-31,0.0
2015-08-06,0.0
2015-08-18,0.0
2015-12-31,0.0
2016-09-15,0.0
2016-10-24,700.0
2016-10-25,-87.5
2016-12-08,700.0
2016-12-27,0.0
2017-09-07,0.0
2017-09-26,-99.9
2017-10-24,900.0
2017-11-27,0.0
2017-11-30,9900.0
2017-12-12,-99.0
2017-12-29,-90.0
2018-01-17,9900.0
2018-02-07,0.0
2018-02-27,0.0
2018-02-28,-90.0
2018-06-18,900.0
2018-06-19,-90.0
2018-09-17,-90.0
2018-09-18,0.0
2018-09-28,900.0
2018-11-28,-90.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-31,900.0
2019-03-25,900.0
2019-05-13,-50.0
2019-05-14,-98.0
2019-05-15,900.0
2019-05-16,0.0
2019-07-16,-90.0
2019-08-06,9900.0
2019-08-12,-99.0
2019-12-23,0.0
2019-12-31,900.0
2020-02-28,900.0
2020-04-17,0.0
2020-05-14,-90.0
2020-07-06,900.0
2020-07-07,2400.0
2020-07-08,-80.0
2020-07-10,40.0
2020-07-13,28.5714
2020-07-14,-11.1111
2020-07-16,-12.5
2020-07-28,-28.5714
2020-07-31,40.0
