ticker,MVLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-17,4.4444
2004-02-23,6.383
2004-02-26,3.3333
2004-05-28,6.4516
2004-06-04,-3.0303
2004-06-28,3.125
2004-08-27,0.0
2004-08-31,0.9091
2004-09-16,-0.9009
2004-09-17,3.6364
2004-09-20,0.8772
2004-10-27,2.3768000000000002
2004-11-09,1.9253
2004-11-18,5.0
2004-11-29,0.5291
2004-12-02,15.7895
2004-12-03,1.3636
2004-12-06,-0.8969
2004-12-08,-4.9774
2004-12-14,2.3810000000000002
2004-12-15,5.814
2004-12-16,1.0989
2004-12-17,2.1739
2004-12-28,0.0
2005-01-12,2.1277
2005-01-20,-5.2083
2005-01-24,3.2967
2005-01-25,-2.1277
2005-01-31,-1.087
2005-02-10,-1.0989
2005-02-17,2.2222
2005-03-02,0.0
2005-03-07,2.1739
2005-03-10,0.0
2005-03-14,0.6383
2005-03-15,1.4799
2005-03-23,0.0
2005-03-31,4.1667
2005-04-05,2.0
2005-04-06,-1.4706000000000001
2005-04-07,0.0
2005-04-12,4.4776
2005-04-18,-5.1429
2005-04-19,5.4217
2005-04-20,0.0
2005-04-28,-1.4285999999999999
2005-05-03,0.5797
2005-05-06,0.0
2005-05-10,-2.0173
2005-05-19,0.2941
2005-05-20,0.0
2005-05-24,-1.7595
2005-05-25,1.4925
2005-05-27,0.0
2005-06-01,0.2941
2005-06-02,-0.2933
2005-06-08,0.0
2005-06-10,0.2941
2005-06-14,-0.8798
2005-06-24,-0.5917
2005-07-01,1.1905000000000001
2005-07-05,0.0
2005-07-06,0.2941
2005-07-08,0.0
2005-07-11,-0.2933
2005-07-13,0.0
2005-07-22,1.4706000000000001
2005-08-02,-1.4493
2005-08-10,-1.1764999999999999
2005-08-11,1.1905000000000001
2005-08-15,0.0
2005-08-16,0.2941
2005-08-17,2.6393
2005-08-19,0.0
2005-08-23,-2.8571
2005-08-31,0.0
2005-09-16,-1.4706000000000001
2005-09-21,1.4925
2005-10-06,-2.3529
2005-10-13,3.9157
2005-10-14,-3.7681
2005-10-18,-3.3133
2005-10-19,-1.8692
2005-10-21,-4.7619
2005-10-25,0.0
2005-10-27,0.0
2005-10-28,0.0
2005-10-31,0.0
2005-11-01,-0.6667
2005-11-10,3.3557
2005-11-18,3.8961
2005-11-28,3.125
2005-11-29,4.5455
2005-12-28,2.8986
2006-01-13,-5.6338
2006-02-06,-1.4925
2006-02-09,-1.5152
2006-02-14,1.5385
2006-02-27,-3.0303
