ticker,CTIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.5714
2000-01-04,-12.963
2000-01-05,-7.4468
2000-01-06,14.9425
2000-01-07,8.0
2000-01-10,3.7037
2000-01-11,18.3036
2000-01-12,5.6604
2000-01-13,-7.8571
2000-01-14,0.0
2000-01-18,16.2791
2000-01-19,6.6667
2000-01-20,22.5
2000-01-21,13.2653
2000-01-24,-6.3063
2000-01-25,11.538499999999999
2000-01-26,5.6034
2000-01-27,-10.6122
2000-01-28,-14.6119
2000-01-31,-6.4171
2000-02-01,9.7143
2000-02-02,-0.5208
2000-02-03,-3.1414
2000-02-04,11.8919
2000-02-07,-2.4154999999999998
2000-02-08,2.9703
2000-02-09,-1.9231
2000-02-10,1.9607999999999999
2000-02-11,12.9808
2000-02-14,16.5957
2000-02-15,-2.5547
2000-02-16,21.7228
2000-02-17,13.2308
2000-02-18,7.6087
2000-02-22,-12.1212
2000-02-23,10.0575
2000-02-24,-2.8721
2000-02-25,22.5806
2000-02-28,15.7895
2000-02-29,19.697
2000-03-01,20.5696
2000-03-02,-12.8609
2000-03-03,1.2048
2000-03-06,-8.7798
2000-03-07,-0.8157
2000-03-08,0.6579
2000-03-09,-2.7778
2000-03-10,-20.0
2000-03-13,-6.0924
2000-03-14,-6.9351
2000-03-15,-7.6923
2000-03-16,-1.5625
2000-03-17,11.6402
2000-03-20,-11.8483
2000-03-21,-18.8172
2000-03-22,26.490099999999998
2000-03-23,13.089
2000-03-24,3.2407
2000-03-27,6.7265
2000-03-28,-4.2017
2000-03-29,-9.6491
2000-03-30,-18.4466
2000-03-31,11.607099999999999
2000-04-03,-14.1333
2000-04-04,-8.3851
2000-04-05,-7.7966
2000-04-06,22.886
2000-04-07,-3.0666
2000-04-10,-6.1728
2000-04-11,-8.6349
2000-04-12,-0.6301
2000-04-13,-3.6231999999999998
2000-04-14,-10.9023
2000-04-17,-1.6878
2000-04-18,20.1717
2000-04-19,0.3571
2000-04-20,-0.3559
2000-04-24,1.0714
2000-04-25,2.4735
2000-04-26,-1.7241
2000-04-27,-10.526299999999999
2000-04-28,-2.7451
2000-05-01,11.2903
2000-05-02,-5.7971
2000-05-03,-12.6923
2000-05-04,-1.7621
2000-05-05,5.8296
2000-05-08,0.8475
2000-05-09,-7.563
2000-05-10,-2.7273
2000-05-11,12.1495
2000-05-12,22.5
2000-05-15,4.7619
2000-05-16,1.9481000000000002
2000-05-17,-1.9108
2000-05-18,3.8961
2000-05-19,-0.625
