ticker,RCTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2001-08-02,-96.0
2002-10-11,0.0
2003-09-18,-98.75
2004-08-03,-66.6667
2004-09-03,79900.0
2004-12-13,50.0
2004-12-20,33.3333
2005-04-28,275.0
2005-06-15,66.6667
2005-06-17,20.0
2005-06-23,-16.6667
2005-07-29,4.0
2005-08-01,-3.8462
2005-08-16,-19.2
2005-08-31,-20.7921
2005-09-06,18.75
2005-09-07,10.526299999999999
2005-09-08,33.3333
2005-09-09,7.1429
2005-09-20,0.0
2005-10-12,-13.3333
2005-11-01,-11.538499999999999
2005-11-15,0.0
2005-11-23,-8.6957
2005-11-28,-23.8095
2005-12-05,43.75
2006-01-04,-30.4348
2006-01-24,-25.0
2006-01-27,33.3333
2006-01-30,58.75
2006-01-31,18.1102
2006-02-03,16.6667
2006-03-16,-14.2857
2006-03-22,3.3333
2006-05-11,-9.6774
2006-05-30,-27.8571
2006-06-28,-65.3465
2006-06-29,-28.5714
2006-07-03,80.0
2006-07-05,-22.2222
2006-07-10,0.0
2006-07-20,14.2857
2006-08-01,-25.0
2006-09-14,33.3333
2006-09-28,0.0
2006-10-03,0.0
2006-10-11,-75.0
2006-11-07,100.0
2006-11-08,50.0
2006-11-09,0.0
2006-11-10,-36.6667
2006-11-22,5.2632
2006-12-21,245.0
2006-12-22,-1.4493
2007-01-12,-48.5294
2007-01-22,0.0
2007-02-08,0.0
2007-02-09,14.2857
2007-04-11,-25.0
2007-07-11,-50.0
2007-07-12,0.0
2007-07-13,33.3333
2007-08-01,-25.0
2007-08-16,0.0
2007-09-13,-33.3333
2007-09-19,100.0
2007-10-09,50.0
2007-11-16,0.0
2007-12-11,-50.0
2007-12-27,-33.3333
2008-01-23,20.0
2008-02-04,25.0
2008-03-17,33.3333
2008-04-23,25.0
2008-09-16,60.0
2008-09-26,-37.5
2008-09-29,0.0
2008-12-01,-36.0
2008-12-02,0.0
2008-12-03,25.0
2008-12-24,0.0
2009-01-16,90.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,5.2632
2009-01-29,0.0
2009-02-03,-25.0
2009-02-05,-33.3333
2009-02-06,0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-24,0.0
2009-03-04,25.0
2009-03-09,8.0
2009-03-13,-7.4074
2009-04-02,-20.0
2009-04-03,25.0
2009-04-06,0.0
2009-04-16,-40.0
2009-04-27,46.6667
2009-05-01,36.3636
2009-06-02,6.6667
