ticker,TPIC US Equity
2016-12-09,0.7931
2016-12-12,-5.7049
2016-12-13,3.1293
2016-12-14,0.472
2016-12-15,0.7383
2016-12-16,0.3331
2016-12-19,-1.3944
2016-12-20,4.7811
2016-12-21,-2.8278
2016-12-22,5.1587
2016-12-23,-1.3836
2016-12-27,4.5281
2016-12-28,0.061
2016-12-29,-0.9756
2016-12-30,-1.2315
2017-01-03,-3.8653
2017-01-04,2.6589
2017-01-05,6.633
2017-01-06,-1.1256
2017-01-09,-0.4793
2017-01-10,3.9133
2017-01-11,0.8691
2017-01-12,-0.5744
2017-01-13,0.9821
2017-01-17,-1.2586
2017-01-18,3.4183
2017-01-19,-0.6162
2017-01-20,-0.6764
2017-01-23,3.1782
2017-01-24,0.165
2017-01-25,2.581
2017-01-26,1.5525
2017-01-27,-0.9489
2017-01-30,-3.3528000000000002
2017-01-31,6.8833
2017-02-01,-1.6486
2017-02-02,-1.5715
2017-02-03,-0.8515
2017-02-06,-0.2684
2017-02-07,-0.6997
2017-02-08,2.6016
2017-02-09,1.9546000000000001
2017-02-10,0.1036
2017-02-13,-0.3623
2017-02-14,-0.1558
2017-02-15,-0.1041
2017-02-16,-0.2604
2017-02-17,0.0
2017-02-21,3.6031
2017-02-22,2.4194
2017-02-23,-4.8228
2017-02-24,-2.0165
2017-02-27,-4.2744
2017-02-28,-3.8037
2017-03-01,2.2923
2017-03-02,-0.5042
2017-03-03,-2.2523
2017-03-06,-0.9217
2017-03-07,0.5233
2017-03-08,0.8676
2017-03-09,-1.9495
2017-03-10,-2.5145999999999997
2017-03-13,-0.4199
2017-03-14,-1.8072
2017-03-15,5.2147
2017-03-16,0.5248
2017-03-17,0.9281
2017-03-20,-2.3563
2017-03-21,-3.8258
2017-03-22,0.918
2017-03-23,0.0606
2017-03-24,-0.2424
2017-03-27,-2.4301
2017-03-28,8.3437
2017-03-29,5.3448
2017-03-30,-0.2182
2017-03-31,3.9366
2017-04-03,-0.6312
2017-04-04,2.4352
2017-04-05,-1.447
2017-04-06,1.8878
2017-04-07,-1.1837
2017-04-10,4.0625
2017-04-11,-0.4505
2017-04-12,-2.6647
2017-04-13,0.5682
2017-04-17,1.3354
2017-04-18,-0.0507
2017-04-19,3.1947
2017-04-20,-0.0491
2017-04-21,-0.4425
2017-04-24,1.1852
2017-04-25,-1.7570000000000001
2017-04-26,-1.4405999999999999
2017-04-27,-1.3609
2017-04-28,0.4088
2017-05-01,-2.4427
2017-05-02,-7.0944
2017-05-03,-1.6282999999999999
2017-05-04,2.7397
2017-05-05,-0.1667
2017-05-08,0.4452
2017-05-09,3.0471
2017-05-10,-9.6774
2017-05-11,-0.5952
2017-05-12,-2.2754
2017-05-15,2.5122999999999998
2017-05-16,-4.1243
2017-05-17,-2.9302
2017-05-18,1.1561
2017-05-19,0.7619
2017-05-22,1.5123
2017-05-23,0.807
2017-05-24,0.4926
2017-05-25,0.2451
2017-05-26,4.0954
2017-05-30,-2.5837
2017-05-31,2.5919
2017-06-01,-0.1175
2017-06-02,1.4118
2017-06-05,-2.0302
2017-06-06,-0.4737
2017-06-07,-0.4759
2017-06-08,3.4071
2017-06-09,-0.1734
2017-06-12,-0.4632
2017-06-13,-0.1163
2017-06-14,0.2912
2017-06-15,3.8327999999999998
2017-06-16,-2.1253
2017-06-19,-0.5143
2017-06-20,-0.6893
2017-06-21,2.14
2017-06-22,2.3216
2017-06-23,2.933
2017-06-26,0.1075
2017-06-27,-2.3631
2017-06-28,2.0902
2017-06-29,0.4849
2017-06-30,-0.9115
2017-07-03,1.5693000000000001
2017-07-05,-0.1066
2017-07-06,-2.8266999999999998
2017-07-07,0.9879
2017-07-10,0.6522
2017-07-11,0.8099
2017-07-12,0.0536
2017-07-13,0.5889
2017-07-14,-0.3725
2017-07-17,1.1218
2017-07-18,1.0037
2017-07-19,-0.3138
2017-07-20,-0.787
2017-07-21,-3.2258
2017-07-24,0.3825
2017-07-25,2.4496
2017-07-26,0.3188
2017-07-27,0.6356
2017-07-28,-0.1579
2017-07-31,-0.6853
2017-08-01,0.4777
2017-08-02,0.6867
2017-08-03,-0.2099
2017-08-04,0.1052
2017-08-07,0.9979
2017-08-08,-0.728
2017-08-09,12.1006
2017-08-10,1.8692
2017-08-11,-3.3486000000000002
2017-08-14,1.0441
2017-08-15,0.6576
2017-08-16,-2.0065
2017-08-17,-4.619
2017-08-18,3.7443999999999997
2017-08-21,-0.5294
2017-08-22,-3.3382
2017-08-23,-0.2002
2017-08-24,0.5517
2017-08-25,-1.197
2017-08-28,1.4134
2017-08-29,2.8372
2017-08-30,-1.1617
2017-08-31,-0.3918
2017-09-01,0.4916
2017-09-05,-2.3483
2017-09-06,0.2505
2017-09-07,-0.5247
2017-09-08,-0.3768
2017-09-11,2.2693
2017-09-12,-0.0986
2017-09-13,-1.234
2017-09-14,1.5492
2017-09-15,3.4941
2017-09-18,-0.2378
2017-09-19,0.0477
2017-09-20,0.667
2017-09-21,2.2717
2017-09-22,0.8792
2017-09-25,-1.2385
2017-09-26,1.1147
2017-09-27,3.6288
2017-09-28,-0.6206
2017-09-29,-0.3568
2017-10-02,0.5819
2017-10-03,0.534
2017-10-04,0.0
2017-10-05,1.815
2017-10-06,-0.6087
2017-10-09,-0.7874
2017-10-10,0.0882
2017-10-11,0.9251
2017-10-12,-0.3928
2017-10-13,-0.1315
2017-10-16,-0.2633
2017-10-17,0.4839
2017-10-18,0.1751
2017-10-19,0.6119
2017-10-20,1.8245
2017-10-23,-0.6399
2017-10-24,-0.4294
2017-10-25,-1.2074
2017-10-26,0.1746
2017-10-27,2.8322000000000003
2017-10-30,1.1441
2017-10-31,4.9434000000000005
2017-11-01,-3.2735
2017-11-02,-2.0636
2017-11-03,-2.107
2017-11-06,4.8644
2017-11-07,-3.7767
2017-11-08,2.7304
2017-11-09,-11.711
2017-11-10,-7.5259
2017-11-13,-1.8820000000000001
2017-11-14,5.3396
2017-11-15,-1.8209
2017-11-16,0.401
2017-11-17,-4.8427
2017-11-20,-1.4689999999999999
2017-11-21,-0.7987
2017-11-22,0.7515
2017-11-24,-1.1721
2017-11-27,-3.3423
2017-11-28,3.2348
2017-11-29,-0.7023
2017-11-30,3.0468
2017-12-01,-0.0528
2017-12-04,-6.7618
2017-12-05,0.0
2017-12-06,-2.0397
2017-12-07,2.3135
2017-12-08,1.0741
2017-12-11,0.783
2017-12-12,3.6071
2017-12-13,0.6963
2017-12-14,-1.117
2017-12-15,2.1517
2017-12-18,3.2649
2017-12-19,-0.8159
2017-12-20,3.3933
2017-12-21,1.7404
2017-12-22,-1.7107
2017-12-26,-0.7459
2017-12-27,0.3006
2017-12-28,1.6983000000000001
2017-12-29,0.4912
2018-01-02,1.955
2018-01-03,0.0479
2018-01-04,-1.3416000000000001
2018-01-05,-0.6799
2018-01-08,0.1956
2018-01-09,-0.7809
2018-01-10,0.1476
2018-01-11,1.6699000000000002
2018-01-12,1.3527
2018-01-16,-4.1468
2018-01-17,-0.2984
2018-01-18,-0.7481
2018-01-19,-0.7538
2018-01-22,1.3165
2018-01-23,1.4993
2018-01-24,-0.837
2018-01-25,0.5958
2018-01-26,-0.2468
2018-01-29,-2.5235
2018-01-30,1.5735999999999999
2018-01-31,0.3498
2018-02-01,-0.6474
2018-02-02,-2.2556
2018-02-05,-6.359
2018-02-06,0.4929
2018-02-07,1.1444
2018-02-08,-1.778
2018-02-09,3.3461
2018-02-12,-1.9108
2018-02-13,2.0563
2018-02-14,1.4316
2018-02-15,0.6796
2018-02-16,1.1423
2018-02-20,-0.8214
2018-02-21,4.8137
2018-02-22,-0.7901
2018-02-23,0.448
2018-02-26,1.338
2018-02-27,-2.2983000000000002
2018-02-28,-0.8008
2018-03-01,0.7064
2018-03-02,2.1543
2018-03-05,-0.4904
2018-03-06,0.1479
2018-03-07,-0.2461
2018-03-08,0.5427
2018-03-09,13.3464
2018-03-12,-2.3810000000000002
2018-03-13,1.5078
2018-03-14,-0.9611
2018-03-15,-2.2056
2018-03-16,-1.6689
2018-03-19,1.1009
2018-03-20,0.2722
2018-03-21,1.4027
2018-03-22,-0.1785
2018-03-23,-0.1788
2018-03-26,0.3135
2018-03-27,2.0536
2018-03-28,-0.8749
2018-03-29,-0.9267
2018-04-02,-0.8909
2018-04-03,0.4944
2018-04-04,1.7442
2018-04-05,0.0
2018-04-06,-1.0989
2018-04-09,0.4
2018-04-10,2.0362999999999998
2018-04-11,0.4772
2018-04-12,-0.7772
2018-04-13,-1.436
2018-04-16,-2.9139
2018-04-17,0.4093
2018-04-18,0.317
2018-04-19,0.2257
2018-04-20,0.045
2018-04-23,2.2512
2018-04-24,-1.5852
2018-04-25,-2.0134
2018-04-26,1.7351999999999999
2018-04-27,2.4237
2018-04-30,-0.745
2018-05-01,0.9272
2018-05-02,0.5249
2018-05-03,-0.087
2018-05-04,13.3275
2018-05-07,2.844
2018-05-08,2.9148
2018-05-09,1.0167
2018-05-10,-0.7189
2018-05-11,-4.2722999999999995
2018-05-14,0.1513
2018-05-15,0.0378
2018-05-16,-0.453
2018-05-17,0.3792
2018-05-18,-0.4156
2018-05-21,2.6176
2018-05-22,-1.0721
2018-05-23,-2.6158
2018-05-24,-0.2302
2018-05-25,1.1154
2018-05-29,1.8258
2018-05-30,-0.0374
2018-05-31,-1.7189999999999999
2018-06-01,-1.7109999999999999
2018-06-04,1.2766
2018-06-05,0.6875
2018-06-06,0.3035
2018-06-07,-1.5885
2018-06-08,-0.6918
2018-06-11,0.6966
2018-06-12,-0.3843
2018-06-13,-0.3858
2018-06-14,0.3098
2018-06-15,0.695
2018-06-18,-0.3067
2018-06-19,-0.7308
2018-06-20,13.2894
2018-06-21,-2.6676
2018-06-22,1.6162999999999998
2018-06-25,-1.3831
2018-06-26,-2.0337
2018-06-27,1.3601
2018-06-28,4.202
2018-06-29,-0.9149
2018-07-02,0.0684
2018-07-03,-1.2303
2018-07-05,4.0138
2018-07-06,-0.3992
2018-07-09,-0.835
2018-07-10,7.5109
2018-07-11,-0.6892
2018-07-12,-1.4826
2018-07-13,-0.6404
2018-07-16,0.709
2018-07-17,-4.48
2018-07-18,0.3685
2018-07-19,0.1669
2018-07-20,-1.4995
2018-07-23,0.5074
2018-07-24,1.3127
2018-07-25,2.3588
2018-07-26,3.8948
2018-07-27,-3.6863
2018-07-30,-2.5300000000000002
2018-07-31,2.5624000000000002
2018-08-01,1.0058
2018-08-02,1.6061999999999999
2018-08-03,-0.7904
2018-08-06,-2.2945
2018-08-07,-0.4892
2018-08-08,-4.9328
2018-08-09,-0.9826
2018-08-10,-4.2131
2018-08-13,-4.5802
2018-08-14,-0.419
2018-08-15,2.1806
2018-08-16,-1.1232
2018-08-17,1.7039
2018-08-20,0.4095
2018-08-21,4.6348
2018-08-22,-0.3189
2018-08-23,-0.7465
2018-08-24,3.2235
2018-08-27,-0.0694
2018-08-28,-0.2778
2018-08-29,-1.5669
2018-08-30,0.566
2018-08-31,-1.407
2018-09-04,-2.5686999999999998
2018-09-05,0.4028
2018-09-06,0.1094
2018-09-07,-0.5464
2018-09-10,0.5861
2018-09-11,-0.8376
2018-09-12,0.3672
2018-09-13,2.3052
2018-09-14,-1.7525
2018-09-17,-0.2184
2018-09-18,1.4228
2018-09-19,0.5755
2018-09-20,0.3934
2018-09-21,0.6769
2018-09-24,1.5924
2018-09-25,0.5225
2018-09-26,-1.1435
2018-09-27,1.2268
2018-09-28,-1.1427
2018-10-01,0.1051
2018-10-02,-0.07
2018-10-03,0.1751
2018-10-04,-2.8312
2018-10-05,-4.2806
2018-10-08,-1.8037999999999998
2018-10-09,-1.9518
2018-10-10,-1.9125999999999999
2018-10-11,-2.2284
2018-10-12,1.9536
2018-10-15,2.3553
2018-10-16,3.1201
2018-10-17,-2.3449
2018-10-18,-2.9435000000000002
2018-10-19,0.1596
2018-10-22,-2.0717
2018-10-23,0.5289
2018-10-24,-2.0235
2018-10-25,0.6609
2018-10-26,-2.0107
2018-10-29,3.4757
2018-10-30,2.5496
2018-10-31,-0.3157
2018-11-01,3.6025
2018-11-02,-0.4585
2018-11-05,1.2284
2018-11-06,2.1236
2018-11-07,2.0423
2018-11-08,-7.8057
2018-11-09,1.0065
2018-11-12,-6.0571
2018-11-13,-2.4958
2018-11-14,1.1519
2018-11-15,3.6272
2018-11-16,1.3838
2018-11-19,-3.2919
2018-11-20,-1.0793
2018-11-21,4.9098
2018-11-23,2.12
2018-11-26,0.5484
2018-11-27,0.8181
2018-11-28,3.5549
2018-11-29,0.8582
2018-11-30,0.5919
2018-12-03,2.0228
2018-12-04,-4.5422
2018-12-06,0.9441
2018-12-07,-3.1799
2018-12-10,1.391
2018-12-11,-1.5244
2018-12-12,0.0387
2018-12-13,-0.1934
2018-12-14,-3.9922
2018-12-17,-1.9782
2018-12-18,-1.318
2018-12-19,-0.1252
2018-12-20,-2.8834
2018-12-21,1.1188
2018-12-24,-1.5319
2018-12-26,4.1919
2018-12-27,0.9125
2018-12-28,0.4932
2018-12-31,0.5317
2019-01-02,3.6615
2019-01-03,-1.8838
2019-01-04,4.96
2019-01-07,1.8293
2019-01-08,0.7485
2019-01-09,2.4146
2019-01-10,0.7254
2019-01-11,7.9222
2019-01-14,-1.9019
2019-01-15,0.4422
2019-01-16,-1.9302000000000001
2019-01-17,0.587
2019-01-18,0.9955
2019-01-22,-1.5636
2019-01-23,-1.4503
2019-01-24,2.6279
2019-01-25,0.1024
2019-01-28,-0.8868
2019-01-29,0.3785
2019-01-30,1.5427
2019-01-31,2.1945
2019-02-01,1.5527
2019-02-04,1.0085
2019-02-05,-0.3865
2019-02-06,0.291
2019-02-07,0.0967
2019-02-08,-1.3849
2019-02-11,-0.7185
2019-02-12,2.2368
2019-02-13,1.3192
2019-02-14,0.3811
2019-02-15,3.2268
2019-02-19,-3.7389
2019-02-20,-0.7004
2019-02-21,-0.8336
2019-02-22,2.6835
2019-02-25,-1.102
2019-02-26,-0.7959
2019-02-27,-0.9949
2019-02-28,-2.0746
2019-03-01,-5.0645
2019-03-04,-4.1144
2019-03-05,4.0
2019-03-06,2.3077
2019-03-07,0.9911
2019-03-08,-1.1506
2019-03-11,2.9442
2019-03-12,1.3967
2019-03-13,1.6071
2019-03-14,-0.0323
2019-03-15,0.5489
2019-03-18,-0.6423
2019-03-19,-3.1673999999999998
2019-03-20,0.3004
2019-03-21,-2.5624000000000002
2019-03-22,-0.5123
2019-03-25,-1.2358
2019-03-26,-0.1738
2019-03-27,-0.6616
2019-03-28,-0.2103
2019-03-29,0.5269
2019-04-01,0.3145
2019-04-02,-0.8011
2019-04-03,-0.8778
2019-04-04,-0.5668
2019-04-05,2.2800000000000002
2019-04-08,0.627
2019-04-09,-0.8654
2019-04-10,1.7109
2019-04-11,-0.103
2019-04-12,0.3093
2019-04-15,1.987
2019-04-16,0.9741
2019-04-17,1.8961999999999999
2019-04-18,0.4897
2019-04-22,0.6498
2019-04-23,-1.2589000000000001
2019-04-24,1.2422
2019-04-25,-1.6468
2019-04-26,1.5758
2019-04-29,-0.0323
2019-04-30,0.0647
2019-05-01,-0.8078
2019-05-02,-16.1564
2019-05-03,-1.554
2019-05-06,-1.2628
2019-05-07,-0.6395
2019-05-08,0.6436
2019-05-09,-1.9984
2019-05-10,-0.6117
2019-05-13,-5.1703
2019-05-14,-4.7598
2019-05-15,2.408
2019-05-16,2.0852
2019-05-17,-2.0426
2019-05-20,-0.0887
2019-05-21,4.1741
2019-05-22,-1.023
2019-05-23,-2.8424
2019-05-24,-3.1028000000000002
2019-05-28,0.5489
2019-05-29,-0.273
2019-05-30,-2.0985
2019-05-31,-2.8425000000000002
2019-06-03,3.8849
2019-06-04,1.0619
2019-06-05,0.0
2019-06-06,-2.2841
2019-06-07,3.7401
2019-06-10,1.0365
2019-06-11,2.2748
2019-06-12,-2.1369
2019-06-13,5.615
2019-06-14,-1.9409
2019-06-17,2.0224
2019-06-18,2.7415000000000003
2019-06-19,2.2989
2019-06-20,0.4414
2019-06-21,-0.2397
2019-06-24,-1.5218
2019-06-25,-1.6673
2019-06-26,-0.9926
2019-06-27,2.0468
2019-06-28,1.1871
2019-07-01,1.6989999999999998
2019-07-02,-1.432
2019-07-03,-1.2107
2019-07-05,0.1634
2019-07-08,1.3866
2019-07-09,0.7643
2019-07-10,0.2794
2019-07-11,1.5525
2019-07-12,0.588
2019-07-15,0.5066
2019-07-16,-0.5816
2019-07-17,-0.234
2019-07-18,1.1337
2019-07-19,1.3529
2019-07-22,-1.0297
2019-07-23,0.3854
2019-07-24,1.6891
2019-07-25,-1.6233
2019-07-26,1.2663
2019-07-29,-1.4778
2019-07-30,0.3846
2019-07-31,-2.0307
2019-08-01,-2.2683
2019-08-02,1.0004
2019-08-05,-1.5452
2019-08-06,0.8451
2019-08-07,0.7183
2019-08-08,-16.7591
2019-08-09,-6.0447
2019-08-12,-4.7619
2019-08-13,-0.7979
2019-08-14,-2.8418
2019-08-15,-4.1943
2019-08-16,1.9009
2019-08-19,-1.0741
2019-08-20,3.9429
2019-08-21,0.6047
2019-08-22,-0.6557
2019-08-23,-4.9505
2019-08-26,2.3727
2019-08-27,-1.8089
2019-08-28,1.4393
2019-08-29,1.0216
2019-08-30,-0.8989
2019-09-03,-2.7211
2019-09-04,0.1166
2019-09-05,1.8044
2019-09-06,-3.0303
2019-09-09,3.7736
2019-09-10,-1.5341
2019-09-11,2.4812
2019-09-12,0.6757
2019-09-13,2.4049
2019-09-16,2.5122999999999998
2019-09-17,2.0245
2019-09-18,0.7311
2019-09-19,0.1555
2019-09-20,2.1222
2019-09-23,0.0
2019-09-24,-2.4328
2019-09-25,0.6753
2019-09-26,0.3096
2019-09-27,-3.3693
2019-09-30,-0.1863
2019-10-01,-2.8266999999999998
2019-10-02,-0.4665
2019-10-03,1.6267
2019-10-04,5.1275
2019-10-07,-4.2581
2019-10-08,-0.6469
2019-10-09,1.7906
2019-10-10,2.2388
2019-10-11,-3.3889
2019-10-14,1.619
2019-10-15,0.6904
2019-10-16,0.1319
2019-10-17,2.1333
2019-10-18,0.2063
2019-10-21,-1.544
2019-10-22,2.3523
2019-10-23,1.0725
2019-10-24,-0.2527
2019-10-25,1.925
2019-10-28,2.2366
2019-10-29,0.4375
2019-10-30,-0.1936
2019-10-31,-0.4365
2019-11-01,1.3151
2019-11-04,1.8269
2019-11-05,2.3135
2019-11-06,-0.1846
2019-11-07,-25.4739
2019-11-08,0.8685
2019-11-11,8.4256
2019-11-12,-1.1344
2019-11-13,-3.8439
2019-11-14,0.1193
2019-11-15,0.0
2019-11-18,-2.503
2019-11-19,-0.6724
2019-11-20,0.0
2019-11-21,0.3077
2019-11-22,3.9877000000000002
2019-11-25,4.9558
2019-11-26,-0.8432
2019-11-27,0.907
2019-11-29,1.4045
2019-12-02,-2.4377
2019-12-03,-1.4764
2019-12-04,1.9597
2019-12-05,-2.035
2019-12-06,-0.4616
2019-12-09,-1.7681
2019-12-10,-2.4491
2019-12-11,0.0605
2019-12-12,0.9069
2019-12-13,2.6363
2019-12-16,2.9772
2019-12-17,5.5272
2019-12-18,-2.8203
2019-12-19,1.0503
2019-12-20,1.8599999999999999
2019-12-23,1.2889
2019-12-24,-1.1135
2019-12-26,1.7158
2019-12-27,-2.583
2019-12-30,-0.3247
2019-12-31,0.4886
2020-01-02,-0.2701
2020-01-03,1.6251
2020-01-06,0.533
2020-01-07,0.9544
2020-01-08,-0.4202
2020-01-09,-2.2416
2020-01-10,-0.027
2020-01-13,4.911
2020-01-14,1.2088
2020-01-15,2.6175
2020-01-16,0.7925
2020-01-17,1.0319
2020-01-21,1.9455
2020-01-22,-0.5248
2020-01-23,1.5827
2020-01-24,-2.0774
2020-01-27,-5.6895
2020-01-28,5.0613
2020-01-29,0.8759
2020-01-30,-1.2783
2020-01-31,1.3926
2020-02-03,0.8434
2020-02-04,2.4612
2020-02-05,2.6586
2020-02-06,-3.2712
2020-02-07,5.4955
2020-02-10,6.8566
2020-02-11,-1.7917
2020-02-12,4.9639
2020-02-13,-0.5255
2020-02-14,-0.0813
2020-02-18,-0.7727
2020-02-19,6.5574
2020-02-20,4.8462
2020-02-21,-4.7322
2020-02-24,-3.5811
2020-02-25,-3.6342
2020-02-26,-0.4559
2020-02-27,-2.7061
2020-02-28,1.5832000000000002
2020-03-02,-2.3168
2020-03-03,0.3019
2020-03-04,4.4712
2020-03-05,-5.9671
2020-03-06,-5.6455
2020-03-09,-18.321
2020-03-10,4.5429
2020-03-11,-7.333
2020-03-12,-14.1266
2020-03-13,-4.5051
2020-03-16,-19.5139
2020-03-17,1.865
2020-03-18,-16.0418
2020-03-19,17.0301
2020-03-20,-2.307
2020-03-23,0.0
2020-03-24,34.0599
2020-03-25,-1.2195
2020-03-26,-2.0576
2020-03-27,-1.4006
2020-03-30,3.125
2020-03-31,1.7906
2020-04-01,-12.1786
2020-04-02,-0.8475
2020-04-03,3.4188
2020-04-06,8.6401
2020-04-07,4.0111
2020-04-08,5.3191
2020-04-09,3.5985
2020-04-13,-12.919
2020-04-14,-2.5892
2020-04-15,-3.4483
2020-04-16,0.0744
2020-04-17,10.632
2020-04-20,0.8737
2020-04-21,-0.0666
2020-04-22,4.4
2020-04-23,1.9796
2020-04-24,-0.6888
2020-04-27,1.5763
2020-04-28,6.0832
2020-04-29,5.5588
2020-04-30,-2.8270999999999997
2020-05-01,-7.4159
2020-05-04,2.8959
2020-05-05,0.2395
2020-05-06,-0.3584
2020-05-07,0.5995
2020-05-08,11.621
2020-05-11,2.6161
2020-05-12,-5.8273
2020-05-13,-2.7624
2020-05-14,1.5341
2020-05-15,0.5036
2020-05-18,11.1915
2020-05-19,2.8042
2020-05-20,0.4871
2020-05-21,0.5332
2020-05-22,-1.109
2020-05-26,2.5841
2020-05-27,1.4734
2020-05-28,-2.7166
2020-05-29,-0.0963
2020-06-01,1.7349
2020-06-02,0.4737
2020-06-03,1.2730000000000001
2020-06-04,3.2356
2020-06-05,0.9696
2020-06-08,0.9379
2020-06-09,-0.531
2020-06-10,-4.0925
2020-06-11,-4.9629
2020-06-12,3.5627
2020-06-15,2.9689
2020-06-16,3.8444000000000003
2020-06-17,-2.468
2020-06-18,1.4912
2020-06-19,0.1781
2020-06-22,0.4
2020-06-23,-0.6197
2020-06-24,-2.8508
2020-06-25,1.1921
2020-06-26,-0.6343
2020-06-29,7.0679
2020-06-30,-0.4685
2020-07-01,-1.7116
2020-07-02,6.2255
2020-07-06,-0.2869
2020-07-07,-2.7949
2020-07-08,5.666
2020-07-09,-3.5614
2020-07-10,-0.6639
2020-07-13,0.543
2020-07-14,7.1043
2020-07-15,2.3662
2020-07-16,-0.5305
2020-07-17,5.1429
2020-07-20,3.4783
2020-07-21,1.0154
2020-07-22,-1.1785
2020-07-23,-0.7015
2020-07-24,-2.3313
2020-07-27,-0.651
2020-07-28,-2.0022
2020-07-29,-3.789
2020-07-30,0.3475
2020-07-31,-1.5775000000000001
