ticker,YITD US Equity
2014-02-28,-6.8182
2014-03-03,2.439
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,0.0
2014-03-07,-3.5714
2014-03-10,-1.2346
2014-03-11,20.0
2014-03-12,21.3151
2014-03-13,-22.7434
2014-03-14,4.0289
2014-03-17,-9.8291
2014-03-18,-2.8436
2014-03-19,-0.4573
2014-03-20,-1.9908000000000001
2014-03-21,2.5
2014-03-24,-2.439
2014-03-25,5.0
2014-03-26,-2.3810000000000002
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,19.0244
2014-04-01,-12.2951
2014-04-02,0.0
2014-04-03,-6.0748
2014-04-04,1.99
2014-04-07,0.0
2014-04-08,-1.2195
2014-04-09,1.2346
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,0.0
2014-04-15,-14.6037
2014-04-16,14.2092
2014-04-17,-2.4695
2014-04-21,-10.2244
2014-04-22,11.3888
2014-04-23,2.5641
2014-04-24,5.0
2014-04-25,2.3810000000000002
2014-04-28,-11.5988
2014-04-29,-0.0329
2014-04-30,18.4211
2014-05-01,0.0
2014-05-02,2.1944
2014-05-05,-19.5026
2014-05-06,0.0
2014-05-07,8.104
2014-05-08,12.3692
2014-05-09,0.0
2014-05-12,-17.7206
2014-05-13,0.0
2014-05-14,0.2703
2014-05-15,-0.2695
2014-05-16,-2.7027
2014-05-19,0.0
2014-05-20,0.0
2014-05-21,-16.6667
2014-05-22,6.6667
2014-05-23,-3.125
2014-05-27,29.0323
2014-05-28,-12.5
2014-05-29,-14.2857
2014-05-30,-3.3333
2014-06-02,17.2414
2014-06-03,0.0
2014-06-04,5.8824
2014-06-05,-8.3333
2014-06-06,6.0606
2014-06-09,14.25
2014-06-10,0.0
2014-06-11,-12.5039
2014-06-12,0.0357
2014-06-13,0.0
2014-06-16,-28.3214
2014-06-17,-6.3279
2014-06-18,6.383
2014-06-19,13.8
2014-06-20,-11.775
2014-06-23,-0.3984
2014-06-24,-8.0
2014-06-25,-13.0435
2014-06-26,15.0
2014-06-27,0.0
2014-06-30,-8.6957
2014-07-01,0.0
2014-07-02,23.8095
2014-07-03,-3.8462
2014-07-07,0.0
2014-07-08,-0.05
2014-07-09,0.05
2014-07-10,0.0
2014-07-11,-18.65
2014-07-14,-1.5979999999999999
2014-07-15,19.925
2014-07-16,-12.4479
2014-07-17,18.9173
2014-07-21,-15.908
2014-07-22,-0.0595
2014-07-23,-4.7619
2014-07-25,0.0625
2014-07-29,0.0
2014-07-31,0.0
2014-08-01,-50.0312
2014-08-04,100.0
2014-08-05,20.0
2014-08-06,-37.5
2014-08-07,-3.3333
2014-08-11,37.931
2014-08-12,0.0
2014-08-13,-10.0
2014-08-15,-19.5486
2014-08-18,-3.3233
2014-08-19,-7.1429
2014-08-20,0.0
2014-08-21,-7.6923
2014-08-22,8.3333
2014-08-25,-23.0769
2014-08-26,20.0
2014-08-27,16.6667
2014-08-28,21.4286
2014-08-29,-11.7647
2014-09-02,0.0
2014-09-04,0.0
2014-09-05,-26.5833
2014-09-08,72.5312
2014-09-10,-26.3158
2014-09-11,0.1339
2014-09-12,17.6995
2014-09-15,0.0
2014-09-16,-15.1515
2014-09-17,-42.8571
2014-09-18,63.125
2014-09-22,37.931
2014-09-23,0.0
2014-09-24,-44.4444
2014-09-25,0.0
2014-09-29,10.0
2014-09-30,-9.0909
2014-10-01,0.0
2014-10-03,0.0
2014-10-06,60.0
2014-10-07,-37.5
2014-10-10,50.0
2014-10-14,-60.0
2014-10-15,83.3333
2014-10-20,0.0
2014-10-21,36.3636
2014-10-22,-33.3333
2014-10-23,50.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-30,-30.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,-4.7619
2014-11-05,0.0
2014-11-06,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,15.0
2014-11-18,-30.4348
2014-11-19,0.0
2014-11-21,87.5
2014-11-26,-53.3333
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,-14.2857
2014-12-03,15.0
2014-12-05,1.4493
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,114.2857
2014-12-11,-60.0
2014-12-12,0.0
2014-12-15,-4.1667
2014-12-16,4.3478
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,-13.3333
2014-12-29,-42.0673
2014-12-30,0.0
2014-12-31,-0.4149
2015-01-02,400.0
2015-01-06,0.0
2015-01-07,-80.0
2015-01-08,302.9167
2015-01-12,-3.2058
2015-01-15,-56.4103
2015-01-16,95.8333
2015-01-21,-0.0626
2015-01-23,-48.9042
2015-01-26,0.0
2015-01-30,-19.6078
2015-02-02,0.0
2015-02-03,21.9512
2015-02-04,60.0
2015-02-05,23.75
2015-02-06,-19.1919
2015-02-09,23.9063
2015-02-10,-49.5586
2015-02-11,2.375
2015-02-12,-2.3199
2015-02-13,10.0
2015-02-17,10.9091
2015-02-18,-16.1885
2015-02-19,-2.2005
2015-02-20,10.0
2015-02-24,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-10,0.0
2015-03-12,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-23,-18.1818
2015-03-25,33.3333
2015-03-27,-23.3333
2015-04-02,-13.0435
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-13,125.0
2015-04-14,-10.0
2015-04-17,0.0
2015-04-20,-50.6173
2015-04-21,0.0
2015-04-24,72.5
2015-04-27,-30.4348
2015-05-04,-35.4167
2015-05-07,-31.8548
2015-05-12,6.5089
2015-05-13,0.0
2015-05-15,0.0
2015-05-18,73.3333
2015-05-19,0.0
2015-05-20,0.0
2015-05-22,-10.2564
2015-05-26,28.5714
2015-05-27,46.6667
2015-05-28,-10.6061
2015-05-29,-15.2542
2015-06-02,0.0
2015-06-03,6.0
2015-06-05,-5.6604
2015-06-15,6.0
2015-06-16,-20.7547
2015-06-17,-4.7619
2015-06-22,25.0
2015-06-23,-10.0
2015-06-24,0.0
2015-06-25,0.0
2015-07-08,0.0
2015-07-14,-11.1111
2015-07-15,12.5
2015-07-16,0.0
2015-07-17,-11.1111
2015-07-20,-12.5
2015-07-21,28.5714
2015-07-23,-22.2222
2015-07-29,0.0
2015-07-30,28.5714
2015-07-31,-27.7778
2015-08-03,-10.7692
2015-08-05,-27.1552
2015-08-06,0.0
2015-08-07,0.2959
2015-08-10,-10.3245
2015-08-11,0.0
2015-08-12,-5.2632
2015-08-13,-11.1111
2015-08-14,12.5
2015-08-17,0.0
2015-08-18,0.0
2015-08-24,-11.1111
2015-08-26,12.5
2015-08-27,-5.5556
2015-08-31,-11.7647
2015-09-08,0.0
2015-09-09,-6.6667
2015-09-11,7.1429
2015-09-15,0.0
2015-09-16,-33.3333
2015-09-29,0.0
2015-10-05,50.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-09,33.3333
2015-10-12,75.0
2015-10-13,100.2857
2015-10-14,28.388
2015-10-15,0.0
2015-10-16,-16.7778
2015-10-19,-53.1375
2015-10-23,-28.2051
2015-11-13,0.0
2015-11-20,-20.634900000000002
2015-12-07,-22.0
2015-12-14,2.5641
2016-01-11,-15.0
2016-02-02,-4.4118
2016-02-16,-2.3077
2016-02-25,-56.6929
2016-04-06,0.0
2016-04-27,0.0
2016-05-12,0.0
2016-05-19,9.0909
2016-05-23,33.3333
2016-05-24,0.0
2016-06-15,-31.25
2016-06-28,-45.4545
2016-08-05,0.0
2016-11-02,-33.3333
2016-11-23,-25.0
2016-12-13,0.0
2016-12-27,24.0
2017-01-30,-8.6022
2017-04-13,135.2941
2017-04-17,27.5
2017-06-16,-6.1275
2017-07-10,-61.0235
2017-07-19,7.5027
2017-09-08,-25.2243
2017-09-12,0.0
2017-11-08,24.0
2018-01-17,-19.3548
2018-02-08,0.0
2018-02-20,0.0
2018-03-21,266.6667
2018-04-04,-72.7273
2018-04-06,0.0
2018-06-12,240.0
2018-07-27,7.8431
2018-08-02,0.0
2018-09-06,0.0
2018-09-28,0.0
2018-11-08,-54.5455
2018-11-13,260.0
2018-12-17,0.0
2018-12-26,-82.2222
2018-12-28,462.5
2019-03-11,-83.2222
2019-04-02,0.0
2019-04-09,0.0
2019-05-31,0.0662
2019-07-17,0.3309
2019-07-19,229.8153
2019-08-02,-2.0
2019-08-08,-8.1633
2019-08-16,-66.3111
2019-08-22,223.219
2019-10-17,-27.102
2019-11-13,-72.0045
2019-12-23,15.3
2019-12-26,246.4874
2020-01-06,-71.1389
2020-05-15,-10.1474
2020-07-07,0.7722
