ticker,YITD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-04,971.4286
2013-07-01,33.3333
2013-07-02,2.0
2013-07-08,-1.9607999999999999
2013-07-11,0.0
2013-07-15,4.0
2013-07-22,15.3846
2013-07-25,0.1667
2013-07-26,-10.9817
2013-08-20,49.5327
2013-08-21,0.0
2013-08-27,0.0
2013-10-04,25.0
2013-10-08,7.0
2013-10-09,2.8037
2013-10-10,0.0
2013-10-11,-4.5455
2013-10-28,15.2381
2013-10-29,10.7438
2013-10-30,8.9552
2013-10-31,13.6986
2013-11-01,-16.2651
2013-11-04,-24.4604
2013-11-05,19.0476
2013-11-06,7.2
2013-11-07,2.9851
2013-11-08,4.3478
2013-11-11,-9.0278
2013-11-12,-8.3969
2013-11-13,3.3333
2013-11-14,7.2581
2013-11-15,2.2556
2013-11-18,2.2059
2013-11-19,-6.4748
2013-11-20,-7.6923
2013-11-21,1.6667
2013-11-22,-13.9344
2013-11-25,-14.2857
2013-11-26,-22.2222
2013-11-27,4.2857
2013-11-29,2.7397
2013-12-02,2.6667
2013-12-03,1.9481000000000002
2013-12-04,7.0064
2013-12-05,4.7619
2013-12-06,-1.1364
2013-12-09,0.0
2013-12-10,-13.7931
2013-12-11,-6.6667
2013-12-12,5.7143
2013-12-13,-5.4054
2013-12-16,5.7143
2013-12-17,1.3514
2013-12-18,6.6667
2013-12-19,15.0
2013-12-20,7.6087
2013-12-23,9.0909
2013-12-24,-4.6296
2013-12-26,-15.534
2013-12-27,0.0
2013-12-30,8.046
2013-12-31,0.5319
2014-01-02,-10.0529
2014-01-03,-5.8824
2014-01-06,-10.0
2014-01-07,10.8333
2014-01-08,0.2506
2014-01-09,0.0
2014-01-10,2.5
2014-01-13,-2.439
2014-01-14,-3.75
2014-01-15,-10.3896
2014-01-16,-1.4493
2014-01-17,-8.8235
2014-01-21,-9.6774
2014-01-22,-14.2857
2014-01-23,-10.4167
2014-01-24,-11.6279
2014-01-27,2.6316
2014-01-28,5.1763
2014-01-29,34.085
2014-01-30,3.6364
2014-01-31,5.2632
2014-02-03,-4.1667
2014-02-04,-13.0435
2014-02-05,0.0
2014-02-06,-10.0
2014-02-07,0.0
2014-02-10,10.6389
2014-02-11,10.4695
2014-02-12,-3.6364
2014-02-13,-2.8302
2014-02-14,2.9126
2014-02-18,-1.8868
2014-02-19,-1.7308
2014-02-20,-0.1957
2014-02-21,-7.451
2014-02-24,-4.661
2014-02-25,2.2222
2014-02-26,-10.8696
2014-02-27,7.3171
