ticker,PTOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-23,150.0
2005-08-24,10.0
2005-08-25,-9.0909
2005-09-20,-60.0
2005-10-03,50.0
2005-10-04,-46.6667
2005-10-18,-37.5
2005-10-21,20.0
2005-10-24,0.0
2005-10-27,33.3333
2005-10-31,-12.5
2005-11-01,185.7143
2005-11-02,-30.0
2005-11-03,0.0
2005-11-04,0.0
2005-11-14,0.0
2005-11-15,0.0
2005-12-02,-28.5714
2005-12-07,2.0
2005-12-15,7.8431
2005-12-16,27.2727
2005-12-19,0.0
2005-12-20,7.1429
2005-12-21,0.0
2005-12-28,6.0
2006-01-05,-24.5283
2006-01-13,-36.6667
2006-01-17,161.8421
2006-01-18,10.5528
2006-01-19,9.0909
2006-01-20,4.1667
2006-01-23,16.0
2006-01-24,-17.2414
2006-01-25,0.0
2006-01-26,4.1667
2006-01-27,-12.0
2006-01-30,-15.9091
2006-01-31,18.9189
2006-02-01,-9.0909
2006-02-02,0.0
2006-02-03,-10.0
2006-02-06,0.0
2006-02-07,0.0
2006-02-13,0.0
2006-02-22,0.0
2006-02-27,-44.4444
2006-03-02,80.0
2006-03-03,11.1111
2006-03-07,-35.0
2006-03-10,76.9231
2006-03-14,-56.5217
2006-03-15,90.0
2006-03-21,-5.2632
2006-03-22,-11.1111
2006-03-24,-25.0
2006-03-27,-16.6667
2006-03-29,0.0
2006-03-31,-10.0
2006-04-10,11.1111
2006-04-11,50.0
2006-04-12,-13.3333
2006-04-19,0.0
2006-04-20,15.3846
2006-04-21,0.0
2006-04-24,-13.3333
2006-04-27,0.0
2006-04-28,7.6923
2006-05-02,-21.4286
2006-05-03,-9.0909
2006-05-04,0.0
2006-05-08,20.0
2006-05-12,0.0
2006-05-16,-16.6667
2006-05-25,0.0
2006-06-15,20.0
2006-06-27,-16.6667
2006-06-28,0.0
2006-08-25,50.0
2006-09-27,-6.6667
2006-09-28,-7.1429
2006-09-29,15.3846
2006-10-03,10.0
2006-10-04,-9.0909
2006-10-05,-13.3333
2006-10-10,0.0
2006-10-12,0.0
2006-10-17,0.0
2006-10-20,0.0
2006-10-26,0.0
2006-10-30,-15.3846
2006-10-31,36.3636
2006-11-01,33.3333
2006-11-02,75.0
2006-11-03,28.5714
2006-11-06,-33.3333
2006-11-08,0.0
2006-11-09,16.6667
2006-11-10,14.2857
2006-11-13,0.0
2006-11-14,-12.5
2006-11-15,14.2857
2006-11-16,27.5
2006-11-22,17.647100000000002
2006-11-24,8.3333
