ticker,TWST US Equity
2019-03-26,-0.3636
2019-03-27,-0.5474
2019-03-28,2.9817
2019-03-29,3.2517
2019-04-01,4.4003
2019-04-02,5.9091000000000005
2019-04-03,1.9118
2019-04-04,-5.2067
2019-04-05,0.9693
2019-04-08,2.96
2019-04-09,6.4879999999999995
2019-04-10,2.8092
2019-04-11,-0.7097
2019-04-12,-0.0715
2019-04-15,2.289
2019-04-16,-1.5734
2019-04-17,0.9947
2019-04-18,4.9947
2019-04-22,1.6415
2019-04-23,8.3059
2019-04-24,1.0347
2019-04-25,-0.3313
2019-04-26,-6.5881
2019-04-29,-10.2556
2019-04-30,-14.708
2019-05-01,5.6636
2019-05-02,-3.04
2019-05-03,3.3003
2019-05-06,-2.7556000000000003
2019-05-07,-10.7187
2019-05-08,0.322
2019-05-09,4.6309000000000005
2019-05-10,-3.2866
2019-05-13,7.9746
2019-05-14,-3.2732
2019-05-15,5.8134
2019-05-16,-0.205
2019-05-17,5.2177
2019-05-20,-1.2495
2019-05-21,3.0051
2019-05-22,0.5374
2019-05-23,-1.4128
2019-05-24,0.6584
2019-05-28,-2.501
2019-05-29,1.8153000000000001
2019-05-30,3.3333
2019-05-31,-3.1883
2019-06-03,0.0
2019-06-04,-3.4483
2019-06-05,-4.2135
2019-06-06,7.3314
2019-06-07,1.4832
2019-06-10,-1.0385
2019-06-11,-3.9642
2019-06-12,-4.7349
2019-06-13,-0.4248
2019-06-14,5.5887
2019-06-17,2.8283
2019-06-18,7.8978
2019-06-19,6.555
2019-06-20,2.4265
2019-06-21,0.367
2019-06-24,-2.0944
2019-06-25,-0.1698
2019-06-26,-1.8707
2019-06-27,-2.461
2019-06-28,3.0917
2019-07-01,2.0683
2019-07-02,-1.4184
2019-07-03,0.1028
2019-07-05,-2.7721
2019-07-08,-4.3999
2019-07-09,2.5404999999999998
2019-07-10,-0.9336
2019-07-11,0.6887
2019-07-12,2.8438
2019-07-15,1.6101
2019-07-16,2.2046
2019-07-17,1.5504
2019-07-18,-0.2323
2019-07-19,0.6653
2019-07-22,5.0231
2019-07-23,-4.3109
2019-07-24,5.1957
2019-07-25,0.0
2019-07-26,1.9068
2019-07-29,4.2331
2019-07-30,0.0294
2019-07-31,-0.7944
2019-08-01,-3.7960000000000003
2019-08-02,-7.6757
2019-08-05,-4.1736
2019-08-06,3.6585
2019-08-07,-7.2941
2019-08-08,7.2516
2019-08-09,-1.2508
2019-08-12,-4.0397
2019-08-13,4.3168
2019-08-14,-0.6156
2019-08-15,-0.8603
2019-08-16,2.9157
2019-08-19,2.3272
2019-08-20,1.2525
2019-08-21,-0.0977
2019-08-22,-6.1909
2019-08-23,-2.5009
2019-08-26,0.4631
2019-08-27,0.4255
2019-08-28,5.4379
2019-08-29,-2.6457
2019-08-30,-0.1376
2019-09-03,-4.6504
2019-09-04,-1.1199
2019-09-05,1.8634
2019-09-06,2.4749
2019-09-09,-5.0753
2019-09-10,2.1018
2019-09-11,4.6226
2019-09-12,-0.2416
2019-09-13,3.391
2019-09-16,1.3052000000000001
2019-09-17,-0.8589
2019-09-18,-0.6664
2019-09-19,-6.8098
2019-09-20,0.7919
2019-09-23,-3.25
2019-09-24,-4.2082
2019-09-25,-1.58
2019-09-26,-4.6594
2019-09-27,-2.5873
2019-09-30,0.6745
2019-10-01,-5.402
2019-10-02,2.479
2019-10-03,3.4557
2019-10-04,-6.0125
2019-10-07,-0.4887
2019-10-08,-1.0714
2019-10-09,0.5415
2019-10-10,0.1795
2019-10-11,1.5232999999999999
2019-10-14,1.0591
2019-10-15,2.3581
2019-10-16,4.0956
2019-10-17,1.4344000000000001
2019-10-18,-4.4848
2019-10-21,2.1151
2019-10-22,-1.7812999999999999
2019-10-23,-4.1333
2019-10-24,2.6397
2019-10-25,3.7720000000000002
2019-10-28,3.387
2019-10-29,-1.9976
2019-10-30,-0.2854
2019-10-31,-2.6165000000000003
2019-11-01,6.3392
2019-11-04,-2.9609
2019-11-05,-6.5094
2019-11-06,-5.6136
2019-11-07,-0.8299
2019-11-08,3.9516999999999998
2019-11-11,-2.6386
2019-11-12,1.8374000000000001
2019-11-13,-2.1651
2019-11-14,-1.8902999999999999
2019-11-15,2.7256
2019-11-18,-3.8884
2019-11-19,3.2366
2019-11-20,5.3481
2019-11-21,-0.6565
2019-11-22,1.2335
2019-11-25,1.349
2019-11-26,-0.3435
2019-11-27,0.8617
2019-11-29,1.7941
2019-12-02,-3.483
2019-12-03,-1.1304
2019-12-04,3.2982
2019-12-05,-0.6386
2019-12-06,5.9983
2019-12-09,-0.8892
2019-12-10,2.0392
2019-12-11,3.9169
2019-12-12,0.6923
2019-12-13,1.1459
2019-12-16,0.0
2019-12-17,-1.9260000000000002
2019-12-18,-1.2322
2019-12-19,-6.8616
2019-12-20,-0.586
2019-12-23,0.8421
2019-12-24,0.8351
2019-12-26,-5.176
2019-12-27,-3.7555
2019-12-30,-4.4011
2019-12-31,-0.3322
2020-01-02,-0.7143
2020-01-03,0.1918
2020-01-06,6.9411000000000005
2020-01-07,-3.9391
2020-01-08,-1.0718
2020-01-09,0.0
2020-01-10,-0.4239
2020-01-13,0.0473
2020-01-14,1.5603
2020-01-15,9.4041
2020-01-16,-2.1277
2020-01-17,-1.1304
2020-01-21,-2.6825
2020-01-22,3.5246
2020-01-23,-4.845
2020-01-24,-0.6881
2020-01-27,6.2356
2020-01-28,3.7826
2020-01-29,2.2622999999999998
2020-01-30,-1.4748
2020-01-31,3.2848
2020-02-03,2.9791
2020-02-04,2.4238
2020-02-05,2.0992
2020-02-06,16.2991
2020-02-07,4.3394
2020-02-10,0.4005
2020-02-11,-6.413
2020-02-12,1.4426
2020-02-13,-2.2948
2020-02-14,-0.0992
2020-02-18,1.1921
2020-02-19,-6.9372
2020-02-20,16.4909
2020-02-21,-0.2415
2020-02-24,-0.0605
2020-02-25,-4.0266
2020-02-26,-3.0915
2020-02-27,-1.4323000000000001
2020-02-28,1.1229
2020-03-02,5.0294
2020-03-03,1.306
2020-03-04,1.7802
2020-03-05,1.7189
2020-03-06,4.2099
2020-03-09,-4.808
2020-03-10,-8.2188
2020-03-11,-8.1732
2020-03-12,-14.6809
2020-03-13,6.4007
2020-03-16,-22.8516
2020-03-17,13.3165
2020-03-18,-11.9303
2020-03-19,15.0178
2020-03-20,5.7345
2020-03-23,0.7927
2020-03-24,10.6788
2020-03-25,3.7771
2020-03-26,9.009
2020-03-27,-0.8264
2020-03-30,7.3333
2020-03-31,-5.0311
2020-04-01,-8.1426
2020-04-02,5.9452
2020-04-03,0.9409
2020-04-06,-1.032
2020-04-07,-11.2008
2020-04-08,3.9015
2020-04-09,-1.9322
2020-04-13,-1.4498
2020-04-14,3.1309
2020-04-15,1.6825
2020-04-16,7.3381
2020-04-17,3.5858
2020-04-20,3.8499
2020-04-21,-1.5575999999999999
2020-04-22,4.3038
2020-04-23,-3.7925
2020-04-24,1.766
2020-04-27,2.758
2020-04-28,-2.0808
2020-04-29,1.6322999999999999
2020-04-30,-0.8788
2020-05-01,-4.494
2020-05-04,5.4097
2020-05-05,2.4598
2020-05-06,10.3142
2020-05-07,-1.4777
2020-05-08,6.7085
2020-05-11,0.2044
2020-05-12,-0.6886
2020-05-13,-2.1058
2020-05-14,0.7345
2020-05-15,4.2708
2020-05-18,3.5465
2020-05-19,-3.0391
2020-05-20,-1.0945
2020-05-21,-0.9306
2020-05-22,0.1523
2020-05-26,-5.1458
2020-05-27,1.3094999999999999
2020-05-28,-5.5131
2020-05-29,5.9464
2020-06-01,5.4018
2020-06-02,-2.675
2020-06-03,-4.7778
2020-06-04,-0.5665
2020-06-05,1.682
2020-06-08,0.1868
2020-06-09,4.0213
2020-06-10,-0.256
2020-06-11,-7.5719
2020-06-12,2.3605
2020-06-15,5.7515
2020-06-16,-1.1288
2020-06-17,1.479
2020-06-18,3.6818999999999997
2020-06-19,-3.3045999999999998
2020-06-22,6.937
2020-06-23,4.4837
2020-06-24,-5.6608
2020-06-25,3.0002
2020-06-26,-4.2988
2020-06-29,3.1173
2020-06-30,7.8315
2020-07-01,0.3532
2020-07-02,1.5398
2020-07-06,1.1482
2020-07-07,4.5405999999999995
2020-07-08,11.8213
2020-07-09,3.0231
2020-07-10,-2.7032
2020-07-13,-5.7028
2020-07-14,3.4503
2020-07-15,4.2721
2020-07-16,-5.4268
2020-07-17,3.5531
2020-07-20,3.3761
2020-07-21,4.2599
2020-07-22,0.6469
2020-07-23,-3.6536
2020-07-24,-4.073
2020-07-27,7.3023
2020-07-28,-0.2729
2020-07-29,-1.505
2020-07-30,0.4515
2020-07-31,-3.1288
