ticker,HQGE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-13,1.1905000000000001
2010-07-14,0.0
2010-07-15,1.1764999999999999
2010-07-16,1.1628
2010-07-19,10.3448
2010-07-20,0.0
2010-07-21,5.8333
2010-07-22,-0.5906
2010-07-23,0.0
2010-07-26,0.0
2010-08-04,0.0
2010-08-05,-10.6931
2010-08-12,11.7517
2010-08-13,19.0476
2010-08-16,-13.6667
2010-08-17,1.3514
2010-08-18,-4.7619
2010-08-19,4.0
2010-08-20,0.9615
2010-08-23,1.9048
2010-08-24,0.9346
2010-08-25,1.8519
2010-08-26,1.8182
2010-08-27,-10.7143
2010-08-30,8.0
2010-08-31,0.0
2010-09-01,-0.9259
2010-09-02,0.9346
2010-09-03,0.0
2010-09-14,-0.9259
2010-09-24,-1.8692
2010-09-29,0.0
2010-09-30,-0.9524
2010-10-04,0.9615
2010-10-05,-22.4762
2010-10-06,28.9926
2010-10-07,-3.8095
2010-10-08,-20.7921
2010-10-12,10.0
2010-10-13,-12.5
2010-10-14,4.1558
2010-10-15,10.9726
2010-10-18,-9.6629
2010-10-19,0.7463
2010-10-20,-1.2346
2010-10-21,12.5
2010-10-22,-7.7778
2010-10-25,-3.6145
2010-10-26,-8.5
2010-10-27,9.2896
2010-10-28,-2.75
2010-10-29,2.8278
2010-11-01,-8.75
2010-11-02,5.4795
2010-11-03,3.8961
2010-11-04,2.5
2010-11-05,6.0976
2010-11-08,1.1494
2010-11-09,-4.5455
2010-11-10,0.0
2010-11-11,4.7619
2010-11-12,-4.5455
2010-11-15,0.0
2010-11-16,-2.3810000000000002
2010-11-17,0.0
2010-11-19,2.439
2010-11-22,0.0
2010-11-23,-3.5714
2010-11-24,0.0
2010-11-29,2.4691
2010-11-30,3.6145
2010-12-01,0.0
2010-12-02,-6.5116
2010-12-03,-1.7412999999999998
2010-12-06,2.5316
2010-12-07,3.2099
2010-12-08,-0.2392
2010-12-09,-0.4796
2010-12-10,0.0
2010-12-13,-1.2048
2010-12-14,0.4878
2010-12-15,-1.4563
2010-12-16,2.2167
2010-12-17,-0.241
2010-12-20,0.0
2010-12-21,-0.9662
2010-12-22,-20.7317
2010-12-23,23.0769
2010-12-27,0.0
2010-12-28,-2.5
2010-12-30,-37.1795
2010-12-31,24.4898
2011-01-03,-1.6393
2011-01-04,-3.6667
2011-01-05,12.1107
2011-01-06,-1.2346
2011-01-07,-7.1875
2011-01-10,-7.4074
2011-01-11,5.4545
2011-01-12,3.4483
2011-01-13,1.6667
