ticker,OSKA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-17,620.0
2000-02-18,0.0
2000-02-22,-8.3333
2000-02-23,1.5152
2000-02-24,-4.4776
2000-02-25,7.8125
2000-02-28,2.8986
2000-03-01,-7.0423
2000-03-03,0.0
2000-03-06,0.0
2000-03-10,21.2121
2000-03-14,2.5
2000-03-15,2.439
2000-03-16,-19.0476
2000-03-21,0.0
2000-03-24,23.5294
2000-03-27,-19.0476
2000-03-28,-11.7647
2000-04-03,-6.6667
2000-04-04,0.0
2000-04-07,-14.2857
2000-04-10,8.3333
2000-04-11,0.0
2000-04-13,-11.538499999999999
2000-04-27,13.0435
2000-04-28,-11.538499999999999
2000-05-08,-13.0435
2000-05-11,-20.0
2000-05-31,50.0
2000-06-09,-4.1667
2000-06-14,-56.5217
2000-06-20,120.0
2000-07-06,-9.0909
2000-07-07,0.0
2000-07-14,0.0
2000-07-19,0.0
2000-08-01,-15.0
2000-08-04,17.647100000000002
2000-08-07,0.0
2000-08-15,-20.0
2000-08-21,18.75
2000-08-22,0.0
2000-08-29,-15.7895
2000-08-31,25.0
2000-09-01,0.0
2000-09-06,-10.0
2000-09-07,0.0
2000-09-08,11.1111
2000-09-20,-35.0
2000-09-22,-15.3846
2000-11-01,18.1818
2000-11-10,-38.4615
2000-11-13,-31.25
2000-11-22,36.3636
2000-11-30,-46.6667
2000-12-01,37.5
2000-12-28,-36.3636
2000-12-29,128.5714
2001-02-01,-18.75
2001-02-21,-46.1538
2001-02-28,-7.2
2001-03-08,38.5468
2001-03-16,-33.3333
2001-03-27,-41.6667
2001-03-30,14.2857
2001-04-03,12.5
2001-04-10,42.2222
2001-04-11,-25.0
2001-04-23,-58.3333
2001-04-24,60.0
2001-05-09,-37.5
2001-06-05,180.0
2001-06-22,-64.2857
2001-07-02,76.0
2001-09-21,-86.3636
2001-09-24,0.0
2001-09-26,-16.6667
2001-09-27,-60.0
2001-09-28,0.0
2001-10-18,1900.0
2001-10-23,-40.0
2001-11-19,41.6667
2001-11-27,0.0
2001-12-04,-52.9412
2001-12-19,87.5
2001-12-28,-53.3333
2002-01-16,0.0
2002-01-28,-14.2857
2002-02-01,0.0
2002-05-09,-33.3333
2002-05-13,-25.0
2002-09-20,0.0
2002-10-10,-33.3333
2002-11-26,50.0
2002-11-27,-33.3333
2002-12-19,0.0
2003-01-08,0.0
2003-01-13,0.0
2003-09-29,100.0
2003-10-07,0.0
2003-12-31,0.0
2004-01-16,0.0
2004-05-20,-25.0
