ticker,CTBO US Equity
2016-10-10,-20.0
2016-10-11,-17.5
2016-10-12,14.4318
2016-10-13,-17.908
2016-10-14,3.2258
2016-10-17,-18.75
2016-10-18,27.5
2016-10-19,-15.5732
2016-10-20,28.6289
2016-10-21,-12.9167
2016-10-24,1.5550000000000002
2016-10-25,9.9333
2016-10-26,-18.6786
2016-10-27,-2.5033
2016-10-28,8.1081
2016-10-31,-6.75
2016-11-01,7.2386
2016-11-02,-13.8125
2016-11-03,-3.3116
2016-11-04,-12.0
2016-11-07,-39.5455
2016-11-08,12.782
2016-11-09,26.6667
2016-11-10,1.6447
2016-11-11,7.9612
2016-11-14,0.7194
2016-11-15,9.5238
2016-11-16,17.3913
2016-11-17,-14.8148
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,8.6957
2016-11-23,18.0
2016-11-25,-28.7924
2016-11-28,-0.0298
2016-11-29,9.5238
2016-11-30,8.6957
2016-12-01,-4.0
2016-12-02,4.0885
2016-12-05,16.0871
2016-12-06,3.4483
2016-12-07,-16.3333
2016-12-08,-3.9840999999999998
2016-12-09,7.8838
2016-12-12,3.8462
2016-12-13,-7.4074
2016-12-14,2.275
2016-12-15,-1.5889
2016-12-16,0.7948
2016-12-19,4.8793
2016-12-20,-13.5338
2016-12-21,3.9130000000000003
2016-12-22,-7.9498
2016-12-23,0.4545
2016-12-27,35.2941
2016-12-28,-19.6906
2016-12-29,11.9469
2016-12-30,0.4418
2017-01-03,-3.8657
2017-01-04,8.9815
2017-01-05,-18.692
2017-01-06,26.087
2017-01-09,-13.1034
2017-01-10,15.0794
2017-01-11,3.4483
2017-01-12,-16.3333
2017-01-13,15.1394
2017-01-17,-3.1142
2017-01-18,-7.0982
2017-01-19,0.024
2017-01-20,-0.024
2017-01-23,-3.8924
2017-01-24,-7.6
2017-01-25,-0.4329
2017-01-26,-10.8696
2017-01-27,2.5
2017-01-30,2.2308
2017-01-31,-0.1746
2017-02-01,-2.0111
2017-02-02,-25.0446
2017-02-03,-1.5079
2017-02-06,35.2941
2017-02-07,-18.9994
2017-02-08,17.647100000000002
2017-02-09,0.0
2017-02-10,-12.4063
2017-02-13,19.8716
2017-02-14,6.4286
2017-02-15,-10.5145
2017-02-16,-0.0938
2017-02-17,9.6028
2017-02-21,-26.8836
2017-02-22,-6.3232
2017-02-23,-0.6667
2017-02-24,0.6711
2017-02-27,-13.3333
2017-02-28,15.3846
2017-03-01,33.3333
2017-03-02,-16.6563
2017-03-03,-27.4091
2017-03-06,3.3058
2017-03-07,3.65
2017-03-08,8.056
2017-03-09,0.0
2017-03-10,21.4286
2017-03-13,-11.7647
2017-03-14,-10.6667
2017-03-15,15.6716
2017-03-16,-12.1774
2017-03-17,0.0
2017-03-20,13.8659
2017-03-21,0.0
2017-03-22,-7.0968
2017-03-23,7.6389
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,-9.6774
2017-03-31,10.7143
2017-04-03,-9.6774
2017-04-04,-12.857099999999999
2017-04-05,-1.6393
2017-04-06,24.8958
2017-04-07,-3.3361
2017-04-10,-13.7187
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-18,4.55
2017-04-20,-4.352
2017-04-21,0.0
2017-04-24,9.1
2017-04-25,-15.582
2017-04-26,-0.1086
2017-04-27,0.0
2017-04-28,-13.0435
2017-05-01,30.0
2017-05-02,0.0
2017-05-04,-30.7692
2017-05-05,33.1944
2017-05-08,-0.7299
2017-05-09,-22.5315
2017-05-10,51.8644
2017-05-11,-20.0
2017-05-12,4.7433
2017-05-15,-0.2664
2017-05-16,28.0983
2017-05-17,-19.9333
2017-05-18,0.0
2017-05-22,18.6979
2017-05-23,1.799
2017-05-24,-10.3448
2017-05-25,-13.5577
2017-05-26,0.0
2017-05-30,-0.3337
2017-05-31,7.1429
2017-06-01,24.2708
2017-06-02,-16.4292
2017-06-05,-2.9087
2017-06-06,-0.8264
2017-06-07,0.0
2017-06-08,37.5
2017-06-09,-27.2727
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,37.5
2017-06-19,0.0
2017-06-20,-33.3333
2017-06-21,1.8182
2017-06-22,41.9643
2017-06-23,-27.5472
2017-06-26,5.0347
2017-06-28,0.0
2017-06-29,-9.0909
2017-06-30,0.0
2017-07-05,0.0
2017-07-06,9.0909
2017-07-07,-8.3333
2017-07-10,0.0
2017-07-11,13.6364
2017-07-12,-18.32
2017-07-13,22.429
2017-07-14,-7.2
2017-07-17,3.4483
2017-07-18,0.0
2017-07-19,20.8333
2017-07-20,-24.1379
2017-07-21,26.2727
2017-07-24,-17.2066
2017-07-25,-10.0
2017-07-26,20.3865
2017-07-27,-1.6854
2017-07-28,-18.3673
2017-07-31,10.0
2017-08-02,-7.7727
2017-08-03,4.0907
2017-08-04,0.5114
2017-08-07,-10.4956
2017-08-08,5.2632
2017-08-09,-4.9
2017-08-10,0.0
2017-08-11,6.8454
2017-08-14,5.3046
2017-08-15,2.8037
2017-08-17,9.0909
2017-08-18,0.0
2017-08-21,16.6667
2017-08-22,-20.7143
2017-08-23,0.0
2017-08-24,1.3514
2017-08-25,-2.2222
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,-7.7273
2017-09-06,-26.0099
2017-09-07,0.0
2017-09-11,19.8402
2017-09-12,-16.2222
2017-09-13,-0.5305
2017-09-14,-5.3333
2017-09-15,7.0423
2017-09-18,-6.5789
2017-09-19,0.5634
2017-09-20,-0.5602
2017-09-21,-8.4507
2017-09-25,-14.7692
2017-09-26,-0.1805
2017-09-27,7.2333
2017-09-28,-7.0354
2017-09-29,-5.6741
2017-10-03,50.0
2017-10-04,-0.2564
2017-10-05,-31.3625
2017-10-06,40.824
2017-10-09,-20.2128
2017-10-10,-6.6667
2017-10-11,-3.5714
2017-10-12,-7.4074
2017-10-13,-9.0
2017-10-16,-24.7253
2017-10-17,5.1095
2017-10-18,0.0
2017-10-19,-11.1111
2017-10-20,18.125
2017-10-23,-20.3704
2017-10-24,34.3854
2017-10-25,8.974
2017-10-26,-13.7931
2017-10-27,18.1579
2017-10-30,-13.1403
2017-10-31,2.5641
2017-11-01,-19.5
2017-11-02,5.2795
2017-11-03,-9.4395
2017-11-06,0.0
2017-11-07,1.3029
2017-11-08,-1.0675
2017-11-09,-1.196
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,-0.6579
2017-11-15,-8.9404
2017-11-16,9.0909
2017-11-17,10.0
2017-11-20,3.0303
2017-11-21,0.0
2017-11-24,17.352899999999998
2017-11-27,-24.812
2017-11-28,-16.6667
2017-11-29,28.0
2017-11-30,-18.75
2017-12-01,0.5769
2017-12-05,3.2505
2017-12-06,-14.6296
2017-12-07,-6.5727
2017-12-08,-8.7996
2017-12-11,-48.0652
2017-12-12,-0.9804
2017-12-13,18.8119
2017-12-14,33.3333
2017-12-15,0.0
2017-12-18,18.75
2017-12-19,-7.8947
2017-12-20,-30.8571
2017-12-21,7.438
2017-12-22,-2.3077
2017-12-26,135.4331
2017-12-27,-16.388
2017-12-28,-12.372
2017-12-29,18.6835
2018-01-02,3.8462
2018-01-03,-7.4074
2018-01-04,48.0
2018-01-05,-16.2162
2018-01-08,-25.8065
2018-01-09,-28.2609
2018-01-10,62.4242
2018-01-11,-38.806
2018-01-12,101.2195
2018-01-16,18.1818
2018-01-17,0.0
2018-01-18,22.359
2018-01-19,-16.0729
2018-01-22,33.0836
2018-01-23,57.2045
2018-01-24,1.4441
2018-01-25,15.2941
2018-01-26,0.0
2018-01-29,21.4286
2018-01-30,-28.5714
2018-01-31,5.0588
2018-02-01,-4.8152
2018-02-02,17.647100000000002
2018-02-05,-30.0
2018-02-06,2.8571
2018-02-07,11.1111
2018-02-08,0.0
2018-02-09,-11.125
2018-02-12,10.1547
2018-02-13,2.0174
2018-02-14,0.1252
2018-02-15,-9.375
2018-02-16,24.1379
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,8.8889
2018-02-23,1.0204
2018-02-26,-1.0101
2018-02-27,-3.1633
2018-02-28,-3.5406
2018-03-01,0.3933
2018-03-02,-8.7051
2018-03-05,-19.0703
2018-03-06,3.1517
2018-03-07,-21.6162
2018-03-08,2.0036
2018-03-09,-8.9286
2018-03-12,-1.9607999999999999
2018-03-13,-10.0
2018-03-14,33.3333
2018-03-15,-8.3333
2018-03-16,-14.1818
2018-03-19,18.1144
2018-03-20,-8.3049
2018-03-21,-8.8028
2018-03-22,9.3951
2018-03-23,-8.0392
2018-03-26,-3.4115
2018-03-27,54.3046
2018-03-28,-16.4521
2018-03-29,11.1301
2018-04-02,10.9399
2018-04-03,-37.5
2018-04-04,15.5556
2018-04-05,34.4231
2018-04-06,0.1431
2018-04-09,-10.1429
2018-04-10,-1.5897999999999999
2018-04-11,0.1616
2018-04-12,0.0
2018-04-13,-1.2903
2018-04-16,-19.281
2018-04-17,-23.1781
2018-04-18,5.4018
2018-04-19,7.5
2018-04-20,5.1163
2018-04-23,-9.292
2018-04-24,20.7317
2018-04-25,-18.9899
2018-04-26,24.6883
2018-04-27,-16.2
2018-04-30,7.2792
2018-05-01,-7.0078
2018-05-02,16.7464
2018-05-03,-18.0328
2018-05-04,24.5
2018-05-07,0.4016
2018-05-09,-32.8
2018-05-10,-1.7856999999999998
2018-05-11,6.8182
2018-05-14,4.9645
2018-05-16,-9.7297
2018-05-17,-1.7964
2018-05-18,143.9024
2018-05-21,-6.25
2018-05-22,0.0
2018-05-23,-16.0
2018-05-24,-20.634900000000002
2018-05-25,-20.0
2018-05-29,0.25
2018-05-30,69.5761
2018-05-31,-1.4706000000000001
2018-06-01,-10.4478
2018-06-04,0.0
2018-06-05,0.0
2018-06-07,41.6667
2018-06-08,-17.647100000000002
2018-06-11,-35.7143
2018-06-12,28.8889
2018-06-13,-36.2069
2018-06-14,2.7027
2018-06-15,15.7895
2018-06-18,11.3636
2018-06-19,-19.1837
2018-06-20,8.5859
2018-06-21,-11.6279
2018-06-22,-15.7895
2018-06-25,18.75
2018-06-26,-7.8947
2018-06-27,-5.7143
2018-06-28,-9.0909
2018-06-29,43.3333
2018-07-02,-2.3256
2018-07-03,-45.2381
2018-07-05,82.1739
2018-07-06,-28.401
2018-07-10,-16.6667
2018-07-11,0.4
2018-07-12,55.3785
2018-07-13,-5.1282
2018-07-17,-29.7297
2018-07-18,15.0
2018-07-19,-26.4214
2018-07-20,4.5455
2018-07-23,-4.3478
2018-07-24,-18.1818
2018-07-25,82.7778
2018-07-26,-3.0395
2018-07-27,-9.0909
2018-07-30,-13.7931
2018-07-31,31.72
2018-08-01,-24.0814
2018-08-02,-5.2
2018-08-06,-8.4388
2018-08-07,-7.8341
2018-08-08,0.0
2018-08-09,-10.0
2018-08-10,-16.6667
2018-08-13,23.3333
2018-08-14,-2.8649
2018-08-15,2.9494
2018-08-16,33.9459
2018-08-17,0.4843
2018-08-20,0.4016
2018-08-21,1.2
2018-08-22,-13.0435
2018-08-23,-8.1818
2018-08-24,-0.9901
2018-08-27,-16.5
2018-08-28,0.5988
2018-08-29,-1.7856999999999998
2018-08-30,9.0909
2018-08-31,-11.1111
2018-09-04,-4.0625
2018-09-05,-8.7948
2018-09-06,-3.5714
2018-09-07,31.8519
2018-09-10,-37.6404
2018-09-11,0.0
2018-09-12,-8.1081
2018-09-13,184.3137
2018-09-14,-22.4138
2018-09-17,-12.4444
2018-09-18,-23.8579
2018-09-19,60.0
2018-09-20,5.4167
2018-09-21,-1.1858
2018-09-24,-21.12
2018-09-25,41.4807
2018-09-26,-32.1864
2018-09-27,5.444
2018-09-28,-13.2832
2018-10-01,10.4046
2018-10-02,-29.8429
2018-10-03,-10.4478
2018-10-04,20.8333
2018-10-05,-3.4483
2018-10-08,-0.7143
2018-10-09,0.3597
2018-10-10,6.0932
2018-10-11,-16.8919
2018-10-12,19.5122
2018-10-15,-10.2041
2018-10-16,3.0303
2018-10-17,0.0
2018-10-18,3.6765
2018-10-19,-21.9858
2018-10-22,-30.0
2018-10-23,55.8442
2018-10-24,0.0
2018-10-25,16.6667
2018-10-26,0.0
2018-10-29,-14.2857
2018-10-30,-20.8333
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,36.8421
2018-11-05,0.0
2018-11-06,-15.3846
2018-11-07,-9.0909
2018-11-08,-0.9
2018-11-09,-9.1826
2018-11-12,8.2222
2018-11-13,7.8029
2018-11-14,0.0
2018-11-15,-22.8571
2018-11-16,28.3951
2018-11-19,-3.8462
2018-11-20,-7.0
2018-11-21,-13.9785
2018-11-23,23.75
2018-11-27,-9.1919
2018-11-28,-11.0122
2018-11-29,25.0
2018-11-30,-18.0
2018-12-03,20.7317
2018-12-04,-1.1111
2018-12-06,1.1236
2018-12-07,-1.0101
2018-12-10,-23.4694
2018-12-12,0.0
2018-12-13,-6.6667
2018-12-14,2.8571
2018-12-17,9.7222
2018-12-18,18.9873
2018-12-19,-20.2128
2018-12-20,16.0
2018-12-21,-28.7356
2018-12-24,41.9355
2018-12-26,0.0
2018-12-27,-4.5455
2018-12-28,0.9524
2018-12-31,0.2358
2019-01-02,-29.4118
2019-01-03,41.6667
2019-01-04,-5.8824
2019-01-07,6.25
2019-01-08,0.0
2019-01-09,-11.7647
2019-01-10,-16.0
2019-01-11,0.3175
2019-01-14,2.8481
2019-01-15,0.0
2019-01-16,30.7692
2019-01-17,7.0588
2019-01-18,1.6484
2019-01-24,-8.1081
2019-01-25,17.647100000000002
2019-01-28,5.0
2019-01-29,-4.7619
2019-01-30,-2.0
2019-01-31,-4.0816
2019-02-01,0.0
2019-02-04,17.0213
2019-02-05,-10.0
2019-02-06,1.0101
2019-02-08,-7.5
2019-02-19,-2.7027
2019-02-20,11.1111
2019-02-25,-1.0
2019-02-26,-28.2828
2019-02-27,-1.4085
2019-02-28,1.2857
2019-03-01,24.1185
2019-03-04,-19.3182
2019-03-05,0.0
2019-03-06,23.9437
2019-03-07,-9.0909
2019-03-08,-18.75
2019-03-11,-7.6923
2019-03-12,-43.3333
2019-03-13,76.4706
2019-03-14,-5.0
2019-03-15,0.0
2019-03-18,-7.8947
2019-03-19,14.2857
2019-03-20,18.3333
2019-03-21,-1.4085
2019-03-22,-57.1429
2019-03-25,72.0
2019-03-26,14.3411
2019-03-27,-27.1186
2019-03-28,-6.9767
2019-03-29,-12.5
2019-04-01,28.5714
2019-04-02,-33.3333
2019-04-03,33.3333
2019-04-04,0.0
2019-04-05,-15.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,2.9412000000000003
2019-04-11,14.2857
2019-04-12,12.5
2019-04-15,11.1111
2019-04-16,0.0
2019-04-17,-20.0
2019-04-18,25.0
2019-04-22,-20.0
2019-04-23,37.5
2019-04-25,-3.6364
2019-04-26,-13.2075
2019-04-29,50.0
2019-04-30,44.9275
2019-05-01,-40.0
2019-05-02,66.6667
2019-05-03,-40.0
2019-05-06,0.0
2019-05-07,41.6667
2019-05-08,-29.4118
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,1.6667
2019-05-17,-1.6393
2019-05-22,28.3333
2019-05-24,-35.0649
2019-05-28,0.0
2019-05-30,40.0
2019-05-31,-28.5714
2019-06-03,-4.0
2019-06-04,56.25
2019-06-05,-32.0
2019-06-06,45.098
2019-06-07,0.0
2019-06-10,-18.9189
2019-06-11,-25.0
2019-06-13,33.3333
2019-06-14,-25.0
2019-06-18,-33.3333
2019-06-19,66.6667
