ticker,HBB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-27,-5.3387
2017-09-28,6.4917
2017-09-29,5.92
2017-10-02,-8.6707
2017-10-03,12.1403
2017-10-04,2.0354
2017-10-05,2.6597
2017-10-06,5.8857
2017-10-09,2.7394
2017-10-10,-4.2195
2017-10-11,3.027
2017-10-12,-0.446
2017-10-13,0.7115
2017-10-16,1.8577
2017-10-17,1.0275
2017-10-18,0.4322
2017-10-19,0.1266
2017-10-20,0.3034
2017-10-23,0.0
2017-10-24,0.5042
2017-10-25,-1.4546999999999999
2017-10-26,-1.1199
2017-10-27,2.677
2017-10-30,-0.9777
2017-10-31,-1.8481
2017-11-01,-0.4643
2017-11-02,-3.4983
2017-11-03,-2.6584
2017-11-06,-9.6
2017-11-07,-2.0751
2017-11-08,-0.7791
2017-11-09,-4.2085
2017-11-10,0.9836
2017-11-13,3.5065
2017-11-14,1.5684
2017-11-15,1.4205999999999999
2017-11-16,-0.4568
2017-11-17,-2.6002
2017-11-20,0.157
2017-11-21,-1.6933
2017-11-22,-3.9234
2017-11-24,-7.4037
2017-11-27,-7.6371
2017-11-28,-0.5823
2017-11-29,8.3561
2017-11-30,3.2973
2017-12-01,-0.9447
2017-12-04,-4.2035
2017-12-05,0.1106
2017-12-06,-0.2947
2017-12-07,-0.1478
2017-12-08,-0.8139
2017-12-11,-2.7975
2017-12-12,1.65
2017-12-13,0.5663
2017-12-14,-6.2688
2017-12-15,6.1274
2017-12-18,-1.3585
2017-12-19,-0.9181
2017-12-20,-2.4324
2017-12-21,2.0973
2017-12-22,0.4264
2017-12-26,0.2316
2017-12-27,-1.1552
2017-12-28,1.3635
2017-12-29,-1.2683
2018-01-02,1.7906
2018-01-03,-4.6654
2018-01-04,3.4497
2018-01-05,-1.3571
2018-01-08,1.9261
2018-01-09,1.0027
2018-01-10,0.6491
2018-01-11,-1.7450999999999999
2018-01-12,3.3590999999999998
2018-01-16,-2.1666
2018-01-17,-1.6037
2018-01-18,-0.4269
2018-01-19,1.403
2018-01-22,1.3451
2018-01-23,-1.0239
2018-01-24,0.4215
2018-01-25,0.5341
2018-01-26,-0.9488
2018-01-29,-1.5326
2018-01-30,0.0389
2018-01-31,0.0
2018-02-01,-0.9335
2018-02-02,-1.8453
2018-02-05,0.36
2018-02-06,-0.279
2018-02-07,2.558
2018-02-08,-3.1177
2018-02-09,1.4079
2018-02-12,1.309
2018-02-13,-1.0572
2018-02-14,0.6727
2018-02-15,0.5896
2018-02-16,-1.7194
