ticker,FSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-03,-1.9139
2005-06-06,-3.6585
2005-06-07,0.0
2005-06-08,-4.8101
2005-06-09,-1.5957
2005-06-10,-1.3514
2005-06-13,-0.274
2005-06-14,4.1758
2005-06-15,1.0021
2005-06-16,3.4465
2005-06-17,-1.5649
2005-06-20,2.4615
2005-06-21,-0.6507
2005-06-22,-0.5038
2005-06-23,2.5316
2005-06-24,-0.2469
2005-06-27,-1.9802
2005-06-28,2.2727
2005-06-29,0.0
2005-06-30,0.0
2005-07-01,0.0
2005-07-05,0.2469
2005-07-06,-0.2463
2005-07-07,-1.2346
2005-07-08,0.0
2005-07-11,-0.25
2005-07-12,0.2005
2005-07-13,-2.2011
2005-07-14,-1.2788
2005-07-15,0.5181
2005-07-18,-0.2577
2005-07-19,0.7752
2005-07-20,-1.0256
2005-07-21,-0.7772
2005-07-22,0.2611
2005-07-25,-1.0417
2005-07-26,0.7895
2005-07-27,-0.7311
2005-07-28,0.4734
2005-07-29,-0.5236
2005-08-01,-0.5263
2005-08-02,0.2646
2005-08-03,-0.8443
2005-08-04,-0.479
2005-08-05,-1.0276
2005-08-08,-1.694
2005-08-09,-1.0561
2005-08-10,-0.0562
2005-08-11,0.0562
2005-08-12,-0.2809
2005-08-15,-1.4085
2005-08-16,-1.1429
2005-08-17,0.8671
2005-08-18,-1.1461000000000001
2005-08-19,0.1739
2005-08-22,1.331
2005-08-23,-0.6282
2005-08-24,0.0
2005-08-25,-0.0575
2005-08-26,2.0702
2005-08-29,-1.9718
2005-08-30,0.7471
2005-08-31,-0.1711
2005-09-01,-0.8571
2005-09-02,0.2882
2005-09-06,0.0
2005-09-07,0.0
2005-09-08,-1.4368
2005-09-09,-1.1662
2005-09-12,-0.59
2005-09-13,-0.8902
2005-09-14,-2.9939999999999998
2005-09-15,1.5432000000000001
2005-09-16,0.6079
2005-09-19,-0.6647
2005-09-20,-1.764
2005-09-21,-0.3096
2005-09-22,0.0
2005-09-23,0.6211
2005-09-26,0.0
2005-09-27,1.0493999999999999
2005-09-28,0.1222
2005-09-29,-0.5491
2005-09-30,0.4908
2005-10-03,-0.1832
2005-10-04,-0.8563
2005-10-05,0.2468
2005-10-06,-0.0615
2005-10-07,-1.4778
2005-10-10,0.3125
2005-10-11,-0.3115
2005-10-12,-0.6258
2005-10-13,0.1266
2005-10-14,0.4334
2005-10-17,-0.7443
2005-10-18,1.4493
2005-10-19,0.6211
2005-10-20,-1.0493999999999999
