ticker,GDMK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-04-16,-4.6512
2020-05-04,2.439
2020-05-06,2.3810000000000002
2020-05-08,-4.6512
2020-06-09,0.0
2020-07-14,-4.878
2020-07-23,43.5897
2020-07-24,-4.6429
2020-07-27,-17.2285
2020-07-28,4.5249
2020-07-29,-31.1688
2020-07-30,-33.9623
2020-07-31,-50.0
