ticker,NOVZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-02,1700.0
2009-06-09,38.8889
2009-06-26,-20.0
2009-07-09,0.0
2009-07-24,77.5
2009-07-27,14.0845
2009-07-28,8.642
2009-07-30,9.0909
2009-07-31,14.5833
2009-08-03,0.0
2009-08-13,-7.2727
2009-08-19,1.9607999999999999
2009-08-24,0.0
2009-08-31,0.0
2009-09-02,0.0
2009-09-04,5.7692
2009-09-08,0.0
2009-10-23,-49.0909
2009-11-03,-82.1429
2009-11-06,200.0
2009-11-12,253.3333
2009-12-02,-1.8868
2009-12-03,0.0
2010-03-11,-71.1538
2010-08-05,566.6667
2010-08-17,0.0
2010-08-30,-10.0
2010-08-31,-85.5556
2010-09-22,15.3846
2010-10-06,-20.0
2010-10-14,-8.3333
2010-11-15,318.1818
2011-01-04,-84.7826
2011-02-08,-14.2857
2011-02-22,-15.0
2011-02-28,-41.1765
2011-04-04,0.0
2011-07-08,0.0
2012-04-03,533.3333
2012-10-02,110.5263
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-15,-12.5
2012-10-16,42.5714
2012-10-17,0.0
2012-10-24,0.2004
2012-10-31,-2.0
2012-11-26,2.0408
2012-12-04,0.0
2012-12-07,0.0
2012-12-14,0.0
2012-12-18,19.1
2012-12-21,0.0
2012-12-26,17.5483
2012-12-31,0.0
2013-01-04,-27.1429
2013-01-07,0.0
2013-01-15,-60.7843
2013-01-16,2.5
2013-01-17,21.9512
2013-01-18,39.6
2013-01-23,3.1519
2013-01-24,0.0
2013-01-28,50.0
2013-01-29,-25.9259
2013-02-01,2.5
2013-02-06,2.439
2013-02-19,-38.0952
2013-03-06,19.2308
2013-03-12,6.4516
2013-03-13,6.0606
2013-03-14,10.0
2013-03-18,3.8961
2013-03-19,-25.0
2013-03-21,-40.0
2013-03-22,11.1111
2013-03-26,5.0
2013-03-28,0.0
2013-04-01,-14.2857
2013-04-02,22.2222
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,-13.6364
2013-04-08,-63.1579
2013-04-10,14.2857
2013-04-12,-25.0
2013-04-15,0.0
2013-04-16,16.6667
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,-42.8571
2013-04-29,0.0
2013-04-30,150.0
2013-05-01,-60.0
2013-05-02,0.0
2013-05-03,100.0
2013-05-09,-37.5
2013-05-10,20.0
2013-05-13,0.0
2013-05-14,16.6667
2013-05-15,-32.1429
2013-05-16,-5.2632
2013-05-17,-26.6667
