ticker,NOVZ US Equity
2013-05-20,21.2121
2013-05-21,0.0
2013-05-22,-12.5
2013-05-23,0.0
2013-05-24,0.0
2013-05-28,14.2857
2013-05-29,-12.5
2013-05-31,1.4285999999999999
2013-06-03,40.8451
2013-06-04,0.0
2013-06-05,-20.0
2013-06-11,-22.1875
2013-06-12,0.0
2013-06-18,12.4498
2013-06-24,28.5714
2013-06-27,11.1111
2013-07-08,-16.0
2013-07-10,-4.7619
2013-07-12,25.0
2013-07-16,-8.0
2013-07-18,-13.0435
2013-07-23,0.0
2013-07-31,-19.5313
2013-08-01,0.0
2013-08-02,0.0
2013-08-06,8.7379
2013-08-07,-8.0357
2013-08-13,24.2718
2013-08-20,-22.5
2013-08-26,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-09-03,0.0
2013-09-05,29.0323
2013-09-11,-22.5
2013-09-20,0.0
2013-10-01,125.8065
2013-10-02,0.0
2013-10-04,-35.7143
2013-10-07,11.1111
2013-10-11,30.0
2013-10-28,-23.0769
2013-11-04,-35.75
2013-11-12,8.9494
2013-11-18,14.2857
2013-11-19,24.6875
2013-11-20,0.2506
2013-11-21,-20.0
2013-11-29,0.0
2013-12-02,0.0
2013-12-05,25.0
2013-12-06,0.0
2013-12-12,-20.0
2013-12-13,25.0
2013-12-16,-20.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,22.5
2013-12-23,-33.6735
2013-12-30,0.0
2014-01-09,50.7692
2014-01-13,0.0
2014-01-16,-27.551
2014-01-17,0.0
2014-01-24,0.0
2014-01-30,38.0282
2014-01-31,-27.551
2014-02-03,0.0
2014-02-07,0.0
2014-02-10,46.4789
2014-02-11,3.8462
2014-02-12,-29.8611
2014-02-13,42.5743
2014-02-14,-7.4074
2014-02-18,-10.0
2014-02-19,22.2222
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,-18.1818
2014-02-25,44.4444
2014-02-28,-7.6923
2014-03-03,-16.6667
2014-03-10,9.75
2014-03-17,-8.8838
2014-03-18,0.0
2014-03-20,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,-10.0
2014-03-31,28.6111
2014-04-09,-13.6069
2014-04-16,-10.0
2014-04-17,11.1111
2014-04-22,-20.0
2014-04-23,25.0
2014-05-06,-20.0
2014-05-14,0.0
2014-05-19,0.0
2014-05-29,0.0
2014-06-09,0.0
2014-06-18,16.25
2014-06-19,0.0
2014-06-25,0.0
2014-06-30,-19.086
2014-07-01,6.3123000000000005
2014-07-11,25.0
2014-07-21,0.0
2014-08-12,-20.0
2014-09-02,0.0
2014-09-18,50.0
2014-09-23,0.0
2014-10-09,-33.3333
2014-10-29,0.0
2014-11-03,1.25
2014-11-04,48.1481
2014-11-14,-50.0
2014-11-17,66.6667
2014-12-09,0.0
2014-12-15,20.0
2014-12-16,0.0
2014-12-30,0.0
2015-01-07,0.0
2015-01-15,0.0
2015-01-20,0.0
2015-01-23,83.3333
2015-01-26,-41.8182
2015-01-30,56.25
2015-02-09,-40.0
2015-02-17,0.0
2015-03-04,-8.3333
2015-03-09,0.0
2015-03-10,81.8182
2015-03-13,0.0
2015-03-18,-50.0
2015-03-31,0.0
2015-04-17,-20.0
2015-04-20,0.0
2015-04-29,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-18,0.0
2015-06-03,100.0
2015-06-04,-37.5
2015-06-05,20.0
2015-06-09,33.3333
2015-06-18,0.0
2015-06-24,-2.5
2015-06-25,2.5641
2015-07-01,0.0
2015-07-07,-6.25
2015-07-14,20.0
2015-07-27,-16.6667
2015-08-03,0.0
2015-08-14,0.0
2015-08-21,0.0
2015-08-28,0.0
2015-09-14,-5.3333
2015-09-25,7.0423
2015-09-28,1.3158
2015-11-09,0.0
2015-11-27,3.2468
2015-12-04,6.2893
2015-12-07,0.0
2015-12-17,0.0
2016-01-20,-28.9941
2016-01-28,0.0
2016-02-05,0.0
2016-02-17,0.0
2016-03-11,0.0
2016-04-15,0.0
2016-05-02,16.6667
2016-06-27,0.0
2016-07-14,0.0
2016-07-21,0.0
2016-07-29,0.0
2016-08-01,16.0714
2016-08-19,0.0
2016-09-22,-13.8462
2016-09-26,0.0
2016-10-14,71.4286
2016-10-19,0.0
2016-10-28,83.3333
2016-10-31,0.0
2016-11-01,-9.0909
2016-11-03,-25.0
2016-11-16,-33.3333
2016-11-30,0.0
2016-12-12,-80.0
2016-12-29,15.0
2017-03-17,856.5217
2017-03-20,0.0
2017-03-22,-31.8182
2017-03-23,0.0
2017-03-24,-6.6667
2017-04-07,0.0
2017-06-05,0.0
2017-06-19,0.0
2017-07-10,-7.2143
2017-07-12,0.7775
2017-08-01,-0.6951
2017-08-08,-1.7869000000000002
2017-08-29,-21.7557
2017-09-05,0.1001
2017-09-08,100.0
2017-09-11,0.0
2017-09-13,-30.0
2017-09-20,-28.5714
2017-09-21,5.0
2017-09-25,4.7619
2017-09-26,-9.0909
2017-10-16,10.0
2017-11-20,27.1818
2017-11-21,28.6633
2017-11-28,-16.6667
2017-12-04,-6.6667
2017-12-06,-50.0
2017-12-08,-71.4286
2017-12-11,275.0
2017-12-18,100.0
2017-12-19,25.6667
2017-12-26,-33.687
2017-12-29,-60.0
2018-01-02,200.0
2018-01-05,-16.6667
2018-01-08,-32.4
2018-01-11,-40.8284
2018-04-17,108.0
2018-04-18,-80.7692
2018-05-22,450.0
2018-05-23,0.0
2018-05-24,-59.0909
2018-06-06,211.1111
2018-06-19,-14.2857
2018-07-09,91.6667
2018-07-27,0.0
2018-08-02,-13.0435
2018-08-23,20.0
2018-09-17,-58.3333
2018-09-20,-10.0
2018-09-26,38.8889
2018-10-23,4.0
2018-10-31,15.3846
2018-11-01,0.0
2018-11-05,33.3333
2018-11-06,-24.5
2018-11-07,32.4503
2018-12-07,-24.5
2019-01-30,32.4503
2019-02-12,5.0
2019-02-14,-3.5714
2019-04-23,-11.1111
2019-05-07,-44.4444
2019-05-14,0.0
2019-05-20,37.5
2019-05-23,9.0909
2019-07-15,-5.5
2019-07-22,9.3474
2020-04-17,-99.9994
