ticker,GDYN US Equity
2019-07-03,0.0
2019-07-08,0.4
2019-07-09,-0.0996
2019-07-11,0.3988
2019-07-22,-0.2979
2019-07-23,0.2988
2019-07-24,0.0
2019-07-30,-0.0993
2019-08-01,-0.0497
2019-08-05,-0.2486
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,-0.0997
2019-08-09,0.2994
2019-08-12,0.2985
2019-08-13,0.0
2019-08-15,-0.1984
2019-08-20,0.1988
2019-08-21,0.0
2019-08-23,0.0
2019-08-28,0.0
2019-09-03,0.0
2019-09-09,0.0
2019-09-11,0.0
2019-09-12,0.1984
2019-09-16,0.198
2019-09-24,-0.0988
2019-09-26,0.0
2019-10-07,0.3956
2019-10-09,-0.2956
2019-10-10,0.0
2019-10-11,0.3953
2019-10-15,-0.0984
2019-10-16,0.197
2019-10-18,0.0
2019-10-22,-0.1967
2019-10-25,-0.0985
2019-10-28,-0.0986
2019-10-29,0.0
2019-10-30,0.0
2019-11-04,0.2962
2019-11-05,0.2953
2019-11-06,0.0
2019-11-07,-0.0981
2019-11-12,0.0982
2019-11-13,1.9627
2019-11-14,2.5023999999999997
2019-11-15,0.0
2019-11-18,-0.3756
2019-11-19,-0.2828
2019-11-20,0.6144
2019-11-21,-0.2349
2019-11-22,0.565
2019-11-25,0.0
2019-11-26,0.4682
2019-11-27,2.0503
2019-11-29,0.0
2019-12-02,-0.1826
2019-12-03,0.183
2019-12-04,-0.4566
2019-12-05,0.1376
2019-12-06,0.229
2019-12-09,-0.8227
2019-12-10,0.1382
2019-12-11,0.3221
2019-12-12,-0.5046
2019-12-13,0.2305
2019-12-16,-0.184
2019-12-17,-0.0922
2019-12-18,-0.0923
2019-12-19,0.4617
2019-12-20,0.0
2019-12-23,-0.0919
2019-12-24,0.1803
2019-12-26,0.0955
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,-0.4587
2020-01-02,-0.0922
2020-01-03,0.0923
2020-01-06,-0.4608
2020-01-07,0.463
2020-01-08,0.2765
2020-01-09,2.9412000000000003
2020-01-10,-1.4285999999999999
2020-01-13,0.9964
2020-01-14,-0.4484
2020-01-15,-0.6306
2020-01-16,0.0
2020-01-17,1.0879
2020-01-21,-0.2691
2020-01-22,-0.5396
2020-01-23,-0.4521
2020-01-24,0.0
2020-01-27,-0.545
2020-01-28,1.2328999999999999
2020-01-29,-0.0451
2020-01-30,0.361
2020-01-31,-0.0899
2020-02-03,-0.09
2020-02-04,1.1712
2020-02-05,3.8289999999999997
2020-02-06,7.2041
2020-02-07,2.0
2020-02-10,1.6471
2020-02-11,-0.463
2020-02-12,0.0775
2020-02-13,-0.3098
2020-02-14,-2.5641
2020-02-18,0.7974
2020-02-19,-0.712
2020-02-20,0.3187
2020-02-21,0.7943
2020-02-24,-2.2853
2020-02-25,-0.0806
2020-02-26,-1.1299
2020-02-27,-3.2653
2020-02-28,-3.3755
2020-03-02,0.4367
2020-03-03,2.5217
2020-03-04,1.7812000000000001
2020-03-05,0.0
2020-03-06,-2.4167
2020-03-09,-15.0299
2020-03-10,-4.0201
2020-03-11,-4.9215
2020-03-12,-9.141
2020-03-13,0.1212
2020-03-16,-18.6441
2020-03-17,-4.7619
2020-03-18,-14.0625
2020-03-19,9.2727
2020-03-20,-5.1581
2020-03-23,12.2807
2020-03-24,10.7812
2020-03-25,-1.2694
2020-03-26,4.7143
2020-03-27,0.6821
2020-03-30,7.5881
2020-03-31,0.7557
2020-04-01,-1.75
2020-04-02,0.1272
2020-04-03,1.6518000000000002
2020-04-06,0.875
2020-04-07,0.3717
2020-04-08,0.6173
2020-04-09,-0.6135
2020-04-13,-1.2346
2020-04-14,3.625
2020-04-15,-7.117
2020-04-16,-2.5974
2020-04-17,9.7333
2020-04-20,-0.729
2020-04-21,-0.8568
2020-04-22,3.7037
2020-04-23,0.4762
2020-04-24,-1.6588
2020-04-27,1.2048
2020-04-28,-0.9524
2020-04-29,-0.8413
2020-04-30,-3.1515
2020-05-01,-2.7534
2020-05-04,1.9304999999999999
2020-05-05,5.4293
2020-05-06,2.7545
2020-05-07,6.7599
2020-05-08,2.7293
2020-05-11,-1.2752
2020-05-12,-14.1012
2020-05-13,-1.0025
2020-05-14,-1.1392
2020-05-15,5.8899
2020-05-18,2.2975
2020-05-19,3.0733
2020-05-20,-1.4908000000000001
2020-05-21,-0.2328
2020-05-22,1.7503
2020-05-26,-2.5229
2020-05-27,-3.0588
2020-05-28,-2.0631
2020-05-29,-1.2392
2020-06-01,5.1443
2020-06-02,5.3699
2020-06-03,-0.3398
2020-06-04,1.1364
2020-06-05,1.1236
2020-06-08,-0.2222
2020-06-09,-0.5568
2020-06-10,-1.4558
2020-06-11,-4.6591000000000005
2020-06-12,1.907
2020-06-15,-2.4561
2020-06-16,0.3597
2020-06-17,1.0753
2020-06-18,-0.591
2020-06-19,-4.5184
2020-06-22,-10.2117
2020-06-23,2.6352
2020-06-24,-3.9189
2020-06-25,-1.5471
2020-06-26,-8.0
2020-06-29,0.7764
2020-06-30,6.3174
2020-07-01,13.0435
2020-07-02,-2.1795
2020-07-06,-2.097
2020-07-07,-5.087
2020-07-08,-2.3977
2020-07-09,-2.6012
2020-07-10,-1.9287999999999998
2020-07-13,-0.6051
2020-07-14,-1.3699
2020-07-15,5.8642
2020-07-16,-0.8746
2020-07-17,2.3529
2020-07-20,-0.7184
2020-07-21,-0.7236
2020-07-22,-0.8746
2020-07-23,-4.8529
2020-07-24,-1.2365
2020-07-27,2.0344
2020-07-28,-0.9202
2020-07-29,4.644
2020-07-30,-0.2959
2020-07-31,-0.8902
