ticker,GDYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-31,0.5263
2018-11-02,0.5236
2018-11-15,4.1667
2018-11-16,-4.5
2018-11-20,0.0
2018-11-21,0.1047
2018-11-29,0.6276
2018-11-30,0.052
2018-12-06,0.2597
2018-12-12,0.0
2018-12-13,0.3109
2018-12-19,-0.3099
2018-12-20,0.0
2018-12-21,0.3109
2018-12-24,0.0
2018-12-26,-0.2066
2018-12-28,0.207
2018-12-31,0.0
2019-01-02,-0.3099
2019-01-03,0.0
2019-01-07,0.0
2019-01-09,0.3109
2019-01-14,-0.2066
2019-01-15,0.1035
2019-01-17,-0.1034
2019-01-22,0.3106
2019-01-23,0.6192
2019-01-24,-0.9231
2019-01-28,0.4658
2019-01-29,0.4626
2019-01-30,-0.4092
2019-02-04,0.6179
2019-02-06,0.5118
2019-02-07,-0.2037
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,-0.102
2019-02-13,0.0
2019-02-14,0.1021
2019-02-20,0.5102
2019-02-21,-0.8122
2019-02-25,0.2047
2019-03-06,0.6129
2019-03-07,0.0
2019-03-08,-0.333
2019-03-11,0.436
2019-03-13,0.2028
2019-03-15,0.0
2019-03-18,-0.1012
2019-03-20,-0.1013
2019-03-21,-0.1014
2019-03-26,0.0
2019-03-27,0.203
2019-03-28,0.0
2019-04-01,0.0
2019-04-02,0.1013
2019-04-03,0.2024
2019-04-04,0.202
2019-04-05,-0.3024
2019-04-08,-0.1011
2019-04-09,0.2024
2019-04-10,-0.101
2019-04-11,0.0
2019-04-17,0.0
2019-04-18,-0.1011
2019-04-22,-0.1012
2019-04-23,0.2026
2019-04-24,-0.1011
2019-04-25,0.3036
2019-04-26,-0.1009
2019-04-29,0.101
2019-04-30,0.2018
2019-05-01,0.1007
2019-05-03,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,-0.1006
2019-05-15,0.0
2019-05-16,0.3021
2019-05-21,0.1004
2019-05-22,-0.4012
2019-05-23,0.5035
2019-05-24,-0.1002
2019-05-28,0.1003
2019-05-29,0.2004
2019-05-30,-0.1
2019-05-31,0.1001
2019-06-03,-0.1
2019-06-06,0.0
2019-06-11,-0.1001
2019-06-13,0.0
2019-06-14,0.2004
2019-06-17,0.2
2019-06-19,-0.1996
2019-06-20,0.199
2019-06-21,-0.1986
2019-06-24,0.2
2019-06-25,-0.1996
2019-06-26,0.3
2019-06-27,-0.3988
2019-06-28,0.5005
2019-07-01,0.0
2019-07-02,-0.3984
