ticker,SKYW US Equity
2000-05-19,-2.4712
2000-05-22,-0.3378
2000-05-23,4.5763
2000-05-24,-0.1621
2000-05-25,0.6494
2000-05-26,3.3871
2000-05-30,-2.4961
2000-05-31,-2.4
2000-06-01,-3.7705
2000-06-02,2.8961
2000-06-05,-3.4768
2000-06-06,-0.1715
2000-06-07,0.6873
2000-06-08,-3.9249
2000-06-09,0.7105
2000-06-12,-4.4092
2000-06-13,1.476
2000-06-14,0.3636
2000-06-15,1.6303999999999998
2000-06-16,-1.0695000000000001
2000-06-19,2.8829000000000002
2000-06-20,3.3275
2000-06-21,-2.0339
2000-06-22,-3.6332
2000-06-23,0.1795
2000-06-26,1.7921
2000-06-27,2.993
2000-06-28,4.8957
2000-06-29,0.6525
2000-06-30,-3.8898
2000-07-03,0.8432
2000-07-05,1.3378
2000-07-06,2.6403
2000-07-07,5.7878
2000-07-10,-1.0638
2000-07-11,2.3041
2000-07-12,10.2102
2000-07-13,1.4986
2000-07-14,4.1611
2000-07-17,-5.1546
2000-07-18,1.3587
2000-07-19,-6.1662
2000-07-20,3.2857
2000-07-21,-0.6916
2000-07-24,4.4568
2000-07-25,1.0667
2000-07-26,4.2216
2000-07-27,-4.6835
2000-07-28,-3.4529
2000-07-31,-1.7882
2000-08-01,0.0
2000-08-02,-1.5406
2000-08-03,5.8321
2000-08-04,-1.0753
2000-08-07,0.1359
2000-08-08,3.1208
2000-08-09,-1.1842
2000-08-10,1.3316
2000-08-11,3.4166
2000-08-14,-1.3977
2000-08-15,-0.6443
2000-08-16,1.4267
2000-08-17,-2.3018
2000-08-18,-2.6178
2000-08-21,-2.957
2000-08-22,4.4321
2000-08-23,-4.1114
2000-08-24,0.4149
2000-08-25,10.1928
2000-08-28,-5.5
2000-08-29,2.5132
2000-08-30,-2.1935000000000002
2000-08-31,4.8812999999999995
2000-09-01,1.0063
2000-09-05,0.6227
2000-09-06,-3.9604
2000-09-07,-0.5155
2000-09-08,-0.7772
2000-09-11,-4.5692
2000-09-12,2.8728
2000-09-13,3.1915
2000-09-14,1.0309
2000-09-15,0.0
2000-09-18,-4.8469
2000-09-19,-7.1046
2000-09-20,8.2251
2000-09-21,-3.6
2000-09-22,8.1604
2000-09-25,3.3247999999999998
2000-09-26,-1.8564
2000-09-27,3.1072
2000-09-28,1.2852000000000001
2000-09-29,-0.9063
2000-10-02,-3.6585
2000-10-03,0.5063
2000-10-04,0.3778
2000-10-05,0.3764
2000-10-06,-2.125
2000-10-09,0.2554
2000-10-10,0.3822
2000-10-11,-1.3959
2000-10-12,-0.7722
2000-10-13,2.594
2000-10-16,-1.1378
2000-10-17,-3.9642
2000-10-18,2.2636
2000-10-19,0.651
2000-10-20,2.1992
2000-10-23,-5.3165
2000-10-24,1.0695000000000001
2000-10-25,-0.3968
2000-10-26,1.992
2000-10-27,3.125
2000-10-30,0.7576
2000-10-31,1.2530999999999999
2000-11-01,2.104
2000-11-02,2.303
2000-11-03,0.0
2000-11-06,2.3697
2000-11-07,-1.7361
2000-11-08,0.8245
2000-11-09,1.8692
2000-11-10,-0.5734
2000-11-13,4.0369
2000-11-14,0.9978
2000-11-15,2.3052
2000-11-16,-0.6438
2000-11-17,-3.2397
2000-11-20,1.7856999999999998
2000-11-21,0.2193
2000-11-22,-2.407
2000-11-24,2.4664
2000-11-27,-0.9847
2000-11-28,0.663
2000-11-29,1.8660999999999999
2000-11-30,2.5862
2000-12-01,0.7353
2000-12-04,-3.3368
2000-12-05,1.6181
2000-12-06,-1.2739
2000-12-07,-15.5914
2000-12-08,1.6561
2000-12-11,2.005
2000-12-12,6.2654
2000-12-13,-3.3526
2000-12-14,-7.7751
2000-12-15,4.7665
2000-12-18,-1.4546999999999999
2000-12-19,-1.5074999999999998
2000-12-20,-3.3163
2000-12-21,4.7493
2000-12-22,5.7935
2000-12-26,0.9524
2000-12-27,2.9057
2000-12-28,3.6696999999999997
2000-12-29,1.7699
2001-01-02,-4.3478
2001-01-03,4.7727
2001-01-04,-4.7722
2001-01-05,1.139
2001-01-08,-3.1532
2001-01-09,-3.2558
2001-01-10,-3.6058
2001-01-11,-1.4963
2001-01-12,-0.5063
2001-01-16,-10.4326
2001-01-17,7.9545
2001-01-18,2.8947000000000003
2001-01-19,-6.3939
2001-01-22,-1.0929
2001-01-23,3.0387
2001-01-24,6.4343
2001-01-25,-1.5112999999999999
2001-01-26,4.8593
2001-01-29,-2.1951
2001-01-30,-1.7456
2001-01-31,0.7614
2001-02-01,2.267
2001-02-02,-1.7241
2001-02-05,8.7719
2001-02-06,-5.0691
2001-02-07,5.3398
2001-02-08,-5.4147
2001-02-09,6.4555
2001-02-12,-2.5172
2001-02-13,-0.2347
2001-02-14,0.0
2001-02-15,0.7059
2001-02-16,-3.0374
2001-02-20,0.7229
2001-02-21,-1.1962
2001-02-22,-4.6005
2001-02-23,-2.0305
2001-02-26,2.8497
2001-02-27,-6.0453
2001-02-28,-2.681
2001-03-01,-5.7851
2001-03-02,-0.5848
2001-03-05,-0.8824
2001-03-06,-0.2967
2001-03-07,-0.5952
2001-03-08,-0.5988
2001-03-09,-3.6145
2001-03-12,-5.0
2001-03-13,-6.5789
2001-03-14,4.5775
2001-03-15,-1.3468
2001-03-16,1.0239
2001-03-19,4.0541
2001-03-20,0.6494
2001-03-21,0.0
2001-03-22,2.2580999999999998
2001-03-23,0.9464
2001-03-26,4.6875
2001-03-27,2.6866
2001-03-28,-2.2326
2001-03-29,-7.4405
2001-03-30,19.6141
2001-04-02,-6.7204
2001-04-03,-5.1873
2001-04-04,2.4316
2001-04-05,10.3858
2001-04-06,-3.7634
2001-04-09,3.2402
2001-04-10,0.6926
2001-04-11,0.9028
2001-04-12,2.7695
2001-04-16,-4.9751
2001-04-17,1.9197
2001-04-18,0.8562
2001-04-19,5.4754
2001-04-20,-3.501
2001-04-23,2.5855
2001-04-24,3.1301
2001-04-25,-1.1431
2001-04-26,2.0734
2001-04-27,3.9063
2001-04-30,-0.3759
2001-05-01,0.1887
2001-05-02,-1.6573
2001-05-03,-1.7618
2001-05-04,2.0663
2001-05-07,-1.5279
2001-05-08,0.6594
2001-05-09,0.1541
2001-05-10,0.0385
2001-05-11,0.0
2001-05-14,-1.6154
2001-05-15,-0.3518
2001-05-16,2.3146
2001-05-17,4.7929
2001-05-18,1.8660999999999999
2001-05-21,3.5201000000000002
2001-05-22,1.4573
2001-05-23,0.4104
2001-05-24,1.3283
2001-05-25,2.4874
2001-05-29,-2.3942
2001-05-30,-3.5282
2001-05-31,-1.0798
2001-06-01,-2.1831
2001-06-04,2.5558
2001-06-05,1.1232
2001-06-06,0.9025
2001-06-07,1.4792
2001-06-08,-3.5932
2001-06-11,-3.4459
2001-06-12,-0.4734
2001-06-13,1.2075
2001-06-14,-1.4823
2001-06-15,2.2018
2001-06-18,-4.3447
2001-06-19,-0.5255
2001-06-20,-1.3585
2001-06-21,0.2678
2001-06-22,-0.6486
2001-06-25,-0.2304
2001-06-26,-1.2702
2001-06-27,3.6257
2001-06-28,6.1370000000000005
2001-06-29,-0.674
2001-07-02,0.75
2001-07-03,-2.4459
2001-07-05,1.7442
2001-07-06,-5.5357
2001-07-09,2.0794
2001-07-10,3.4444
2001-07-11,4.01
2001-07-12,1.2392
2001-07-13,2.4141
2001-07-16,1.328
2001-07-17,1.2123
2001-07-18,3.561
2001-07-19,2.9072
2001-07-20,-3.4629
2001-07-23,0.4091
2001-07-24,-3.6039
2001-07-25,1.3979
2001-07-26,-0.6412
2001-07-27,4.5499
2001-07-30,0.9259
2001-07-31,2.5688
2001-08-01,1.1926
2001-08-02,-2.7991
2001-08-03,-1.6975
2001-08-06,-0.7092
2001-08-07,-0.9627
2001-08-08,-3.6061
2001-08-09,-1.0085
2001-08-10,-0.4601
2001-08-13,-1.3866
2001-08-14,0.1004
2001-08-15,1.1706
2001-08-16,0.4959
2001-08-17,0.8553
2001-08-20,1.2068
2001-08-21,-0.0967
2001-08-22,2.0968
2001-08-23,-0.3791
2001-08-24,0.222
2001-08-27,-0.4747
2001-08-28,1.3037
2001-08-29,0.3766
2001-08-30,-0.4065
2001-08-31,-0.0314
2001-09-04,2.3555
2001-09-05,0.4296
2001-09-06,0.4583
2001-09-07,-3.4367
2001-09-10,-0.315
2001-09-17,-39.4945
2001-09-18,-5.1175
2001-09-19,-9.4662
2001-09-20,-25.0456
2001-09-21,-8.7591
2001-09-24,30.2222
2001-09-25,5.1195
2001-09-26,0.3896
2001-09-27,0.0648
2001-09-28,8.2201
2001-10-01,2.6914
2001-10-02,8.0955
2001-10-03,2.3707
2001-10-04,1.3684
2001-10-05,-1.3498999999999999
2001-10-08,-1.3158
2001-10-09,1.4933
2001-10-10,11.3505
2001-10-11,4.672
2001-10-12,-11.8575
2001-10-15,0.0
2001-10-16,2.3529
2001-10-17,-6.5466999999999995
2001-10-18,-6.9519
2001-10-19,2.3563
2001-10-22,2.7513
2001-10-23,2.6776
2001-10-24,0.6386
2001-10-25,3.596
2001-10-26,3.3691
2001-10-29,-7.6543
2001-10-30,-3.2086
2001-10-31,1.105
2001-11-01,4.3716
2001-11-02,1.2565
2001-11-05,2.637
2001-11-06,-1.2594
2001-11-07,2.0408
2001-11-08,-1.45
2001-11-09,-1.1162
2001-11-12,-1.334
2001-11-13,3.9522
2001-11-14,3.4017
2001-11-15,1.9352
2001-11-16,5.4105
2001-11-19,0.6303
2001-11-20,-5.6823
2001-11-21,-1.3757
2001-11-23,1.0101
2001-11-26,1.4285999999999999
2001-11-27,1.6432
2001-11-28,-0.9238
2001-11-29,3.7296
2001-11-30,4.764
2001-12-03,-4.5045
2001-12-04,7.2327
2001-12-05,1.5082
2001-12-06,1.9809999999999999
2001-12-07,7.0417
2001-12-10,-3.5539
2001-12-11,0.7448
2001-12-12,3.1128
2001-12-13,-2.3396
2001-12-14,-2.0093
2001-12-17,-0.3549
2001-12-18,0.5936
2001-12-19,-1.2982
2001-12-20,-3.5472
2001-12-21,3.4711
2001-12-24,-5.5112
2001-12-26,3.6348000000000003
2001-12-27,2.0392
2001-12-28,-1.2
2001-12-31,3.0364
2002-01-02,-3.9293
2002-01-03,4.0491
2002-01-04,6.3286
2002-01-07,0.6654
2002-01-08,3.5622
2002-01-09,-3.2979
2002-01-10,4.1804
2002-01-11,-2.2527
2002-01-14,-2.3767
2002-01-15,4.0207
2002-01-16,-1.9149
2002-01-17,-3.7961
2002-01-18,-0.1879
2002-01-22,-0.2259
2002-01-23,4.4151
2002-01-24,4.5898
2002-01-25,-0.5183
2002-01-28,-1.4936
2002-01-29,-2.2214
2002-01-30,1.19
2002-01-31,-2.3521
2002-02-01,1.1679
2002-02-04,-5.772
2002-02-05,0.4594
2002-02-06,-4.7256
2002-02-07,0.48
2002-02-08,-0.2787
2002-02-11,-1.7964
2002-02-12,1.626
2002-02-13,0.0
2002-02-14,0.36
2002-02-15,1.9131
2002-02-19,-0.6648
2002-02-20,3.622
2002-02-21,0.5319
2002-02-22,-2.6833
2002-02-25,0.5437
2002-02-26,-3.6307
2002-02-27,4.2084
2002-02-28,-2.3077
2002-03-01,-0.9055
2002-03-04,-1.2713999999999999
2002-03-05,-1.4487
2002-03-06,1.3475
2002-03-07,0.5238
2002-03-08,1.6834
2002-03-11,2.5227
2002-03-12,0.9227
2002-03-13,-2.8571
2002-03-14,0.0392
2002-03-15,1.2544
2002-03-18,-0.5033
2002-03-19,-4.6304
2002-03-20,-2.3256
2002-03-21,3.3835
2002-03-22,-0.9697
2002-03-25,-2.3256
2002-03-26,4.01
2002-03-27,0.4421
2002-03-28,-0.2401
2002-04-01,-4.4244
2002-04-02,-4.9817
2002-04-03,3.1802
2002-04-04,6.1644
2002-04-05,-4.8387
2002-04-08,-4.036
2002-04-09,2.7927999999999997
2002-04-10,3.0069
2002-04-11,-3.7948
2002-04-12,6.5886
2002-04-15,-4.1074
2002-04-16,3.5199
2002-04-17,-0.2458
2002-04-18,0.7023
2002-04-19,-2.0024
2002-04-22,-0.9571
2002-04-23,-3.7815
2002-04-24,-2.2707
2002-04-25,-2.8597
2002-04-26,4.0478
2002-04-29,0.221
2002-04-30,1.2351
2002-05-01,1.7865
2002-05-02,5.0942
2002-05-03,2.2403
2002-05-06,3.3865
2002-05-07,-3.8536
2002-05-08,1.8035999999999999
2002-05-09,-0.3543
2002-05-10,-2.5286
2002-05-13,1.2566
2002-05-14,0.1601
2002-05-15,0.0
2002-05-16,-1.1191
2002-05-17,0.3638
2002-05-20,-3.3427
2002-05-21,-1.7917
2002-05-22,1.8244
2002-05-23,0.2917
2002-05-24,-1.7449
2002-05-28,2.2833
2002-05-29,-1.1988
2002-05-30,-0.8787
2002-05-31,-1.6463
2002-06-03,-4.8069
2002-06-04,-0.8115
2002-06-05,2.2727
2002-06-06,3.6889
2002-06-07,0.7287
2002-06-10,0.8936
2002-06-11,-1.8979
2002-06-12,-1.3328
2002-06-13,-0.6536
2002-06-14,-3.5965
2002-06-17,0.364
2002-06-18,-0.2267
2002-06-19,-2.6352
2002-06-20,5.5062999999999995
2002-06-21,8.536
2002-06-24,-2.6895
2002-06-25,-1.34
2002-06-26,-2.8862
2002-06-27,0.6124
2002-06-28,1.6957
2002-07-01,-8.9354
2002-07-02,-4.4601
2002-07-03,-4.57
2002-07-05,3.2441
2002-07-08,1.0474
2002-07-09,-3.7512
2002-07-10,-5.7436
2002-07-11,-2.1763
2002-07-12,-2.7253
2002-07-15,-2.0583
2002-07-16,0.1751
2002-07-17,-2.2145
2002-07-18,0.1788
2002-07-19,-0.3569
2002-07-22,-2.7462999999999997
2002-07-23,-4.8496
2002-07-24,8.5161
2002-07-25,-0.4756
2002-07-26,0.1195
2002-07-29,13.9618
2002-07-30,-0.7853
2002-07-31,1.2665
2002-08-01,1.876
2002-08-02,-7.7238
2002-08-05,-5.4878
2002-08-06,4.6334
2002-08-07,1.4013
2002-08-08,1.7137
2002-08-09,3.3696
2002-08-12,-7.3081
2002-08-13,-4.4243
2002-08-14,-6.5282
2002-08-15,-9.5238
2002-08-16,3.7895
2002-08-19,6.7613
2002-08-20,1.0133
2002-08-21,4.2633
2002-08-22,4.0409
2002-08-23,-4.9821
2002-08-26,1.3382
2002-08-27,-3.9616
2002-08-28,-3.75
2002-08-29,0.6494
2002-08-30,0.5677
2002-09-03,-4.7344
2002-09-04,0.0
2002-09-05,-6.1818
2002-09-06,-0.3732
2002-09-09,6.268
2002-09-10,2.9831
2002-09-11,0.8558
2002-09-12,-2.7415000000000003
2002-09-13,-2.349
2002-09-16,0.0
2002-09-17,-8.9897
2002-09-18,-0.6872
2002-09-19,-5.6346
2002-09-20,-1.9339
2002-09-23,0.8299
2002-09-24,-4.0013
2002-09-25,4.4143
2002-09-26,8.6992
2002-09-27,-3.3708
2002-09-30,1.5504
2002-10-01,3.2824
2002-10-02,-5.6171
2002-10-03,-3.2106
2002-10-04,-1.9337
2002-10-07,-1.3283
2002-10-08,2.0067
2002-10-09,-6.3115
2002-10-10,4.8994
2002-10-11,2.6856
2002-10-14,-0.666
2002-10-15,14.5544
2002-10-16,0.7923
2002-10-17,8.3493
2002-10-18,-0.719
2002-10-21,2.765
2002-10-22,-1.7936999999999999
2002-10-23,1.1089
2002-10-24,-1.3548
2002-10-25,1.8967
2002-10-28,-0.3273
2002-10-29,-0.5087
2002-10-30,-0.3883
2002-10-31,-1.423
2002-11-01,1.3183
2002-11-04,6.239
2002-11-05,1.5309
2002-11-06,21.5259
2002-11-07,-8.184
2002-11-08,-4.973
2002-11-11,-1.9851999999999999
2002-11-12,-1.1665
2002-11-13,0.1174
2002-11-14,1.5249000000000001
2002-11-15,-10.803
2002-11-18,2.8497
2002-11-19,-5.9193999999999996
2002-11-20,-4.6185
2002-11-21,11.1579
2002-11-22,-2.7778
2002-11-25,-1.6883
2002-11-26,-7.0013
2002-11-27,2.983
2002-11-29,-6.1379
2002-12-02,1.0287
2002-12-03,-5.4545
2002-12-04,0.0
2002-12-05,8.2308
2002-12-06,-0.4264
2002-12-09,-0.9993
2002-12-10,0.5768
2002-12-11,-0.6452
2002-12-12,-0.4329
2002-12-13,-2.2464
2002-12-16,1.1861
2002-12-17,0.7326
2002-12-18,-1.5636
2002-12-19,-3.5833
2002-12-20,0.9195
2002-12-23,-2.9537
2002-12-24,-1.025
2002-12-26,0.5534
2002-12-27,-0.0786
2002-12-30,-1.3396
2002-12-31,4.393
2003-01-02,1.9893
2003-01-03,-0.5251
2003-01-06,-0.1508
2003-01-07,3.3233
2003-01-08,-0.9503
2003-01-09,1.9926
2003-01-10,1.013
2003-01-13,4.5845
2003-01-14,1.9863
2003-01-15,-0.2686
2003-01-16,-0.3367
2003-01-17,-2.3649
2003-01-21,-6.3668
2003-01-22,-4.6563
2003-01-23,1.2403
2003-01-24,-0.3828
2003-01-27,-2.2291
2003-01-28,-1.3365
2003-01-29,3.5060000000000002
2003-01-30,-7.5443
2003-01-31,-4.1632
2003-02-03,-2.6933
2003-02-04,-5.625
2003-02-05,1.5137
2003-02-06,3.7279
2003-02-07,-6.1096
2003-02-10,-4.8804
2003-02-11,-0.3018
2003-02-12,4.9445
2003-02-13,-3.3654
2003-02-14,4.2786
2003-02-18,-0.2863
2003-02-19,-1.5311
2003-02-20,-1.5549
2003-02-21,0.691
2003-02-24,-1.4706000000000001
2003-02-25,-8.7562
2003-02-26,-1.8538999999999999
2003-02-27,-0.3333
2003-02-28,-0.223
2003-03-03,3.1285
2003-03-04,-2.3835
2003-03-05,2.5526999999999997
2003-03-06,-1.8397999999999999
2003-03-07,3.7486
2003-03-10,-5.7386
2003-03-11,-0.7892
2003-03-12,2.2727
2003-03-13,3.3333
2003-03-14,2.6989
2003-03-17,6.0622
2003-03-18,5.232
2003-03-19,3.94
2003-03-20,-2.9783
2003-03-21,10.2326
2003-03-24,-7.8481
2003-03-25,0.7326
2003-03-26,0.0
2003-03-27,-4.8182
2003-03-28,0.4785
2003-03-31,-1.619
2003-04-01,-0.7744
2003-04-02,7.2195
2003-04-03,-2.1838
2003-04-04,1.3023
2003-04-07,3.0303
2003-04-08,-2.4153000000000002
2003-04-09,0.548
2003-04-10,-1.1718
2003-04-11,-0.1011
2003-04-14,-0.3588
2003-04-15,-0.7387
2003-04-16,0.093
2003-04-17,8.7361
2003-04-21,-3.0769
2003-04-22,3.7919
2003-04-23,3.2285
2003-04-24,-0.1646
2003-04-25,-1.0717
2003-04-28,3.9167
2003-04-29,2.1652
2003-04-30,0.3925
2003-05-01,4.7694
2003-05-02,1.9403000000000001
2003-05-05,-1.1713
2003-05-06,-0.1481
2003-05-07,-1.3353
2003-05-08,-1.1278
2003-05-09,4.4106
2003-05-12,3.059
2003-05-13,-1.4841
2003-05-14,-0.7174
2003-05-15,2.6012
2003-05-16,5.2817
2003-05-19,-2.3411
2003-05-20,-3.0822
2003-05-21,-2.6148
2003-05-22,0.2177
2003-05-23,1.231
2003-05-27,-0.2861
2003-05-28,-2.1521
2003-05-29,0.0733
2003-05-30,0.2198
2003-06-02,7.0175
2003-06-03,1.0246
2003-06-04,1.7579
2003-06-05,4.3189
2003-06-06,1.0127
2003-06-09,-3.3987
2003-06-10,6.7885
2003-06-11,0.3056
2003-06-12,3.4126
2003-06-13,0.1179
2003-06-16,3.1195
2003-06-17,0.7477
2003-06-18,0.2776
2003-06-19,-2.4294000000000002
2003-06-20,3.59
2003-06-23,-3.2979
2003-06-24,4.6821
2003-06-25,1.2147999999999999
2003-06-26,1.3093
2003-06-27,1.2938
2003-06-30,1.5434
2003-07-01,-3.6688
2003-07-02,0.0
2003-07-03,-1.6322
2003-07-07,0.3319
2003-07-08,2.8666
2003-07-09,1.9828999999999999
2003-07-10,-1.3663
2003-07-11,-1.1721
2003-07-14,0.593
2003-07-15,-1.4469
2003-07-16,2.3926
2003-07-17,-5.8417
2003-07-18,-0.9588
2003-07-21,-1.4806
2003-07-22,3.0058
2003-07-23,-1.8519
2003-07-24,3.4305
2003-07-25,-0.2764
2003-07-28,0.7761
2003-07-29,-0.22
2003-07-30,1.2128
2003-07-31,1.7974
2003-08-01,-2.3542
2003-08-04,-2.9589
2003-08-05,-4.9689
2003-08-06,0.8913
2003-08-07,0.1178
2003-08-08,-0.7059
2003-08-11,0.7109
2003-08-12,0.4118
2003-08-13,0.4687
2003-08-14,-0.8746
2003-08-15,0.0
2003-08-18,0.0
2003-08-19,2.0588
2003-08-20,0.4611
2003-08-21,2.1228
2003-08-22,-3.1461
2003-08-25,-0.116
2003-08-26,-1.1614
2003-08-27,2.0564
2003-08-28,0.5181
2003-08-29,0.1145
2003-09-02,7.5515
2003-09-03,3.3511
2003-09-04,-0.5147
2003-09-05,-1.2416
2003-09-08,3.9811
2003-09-09,-1.5617
2003-09-10,-1.4841
2003-09-11,3.8442
2003-09-12,-1.4506999999999999
2003-09-15,3.2995
2003-09-16,-1.4742
2003-09-17,0.2494
2003-09-18,-0.7463
2003-09-19,-1.3534
2003-09-22,-2.185
2003-09-23,1.8182
2003-09-24,-5.6122
2003-09-25,-3.9459
2003-09-26,-0.9567
2003-09-29,0.6826
2003-09-30,-2.1469
2003-10-01,3.4642
2003-10-02,1.1161
2003-10-03,2.0971
2003-10-06,1.2432
2003-10-07,-0.1121
2003-10-08,-2.5068
2003-10-09,5.4825
2003-10-10,-4.2620000000000005
2003-10-13,1.7915
2003-10-14,-1.0133
2003-10-15,-1.778
2003-10-16,-1.0422
2003-10-17,-3.2705
2003-10-20,2.063
2003-10-21,1.0668
2003-10-22,-4.4444
2003-10-23,-0.5814
2003-10-24,-2.2222
2003-10-27,3.5286999999999997
2003-10-28,4.5638
2003-10-29,0.5525
2003-10-30,2.1978
2003-10-31,-0.5914
2003-11-03,-1.8388
2003-11-04,0.0
2003-11-05,0.0
2003-11-06,0.551
2003-11-07,-2.3562
2003-11-10,-3.7037
2003-11-11,0.1166
2003-11-12,6.8102
2003-11-13,0.8174
2003-11-14,-3.8919
2003-11-17,-2.2497
2003-11-18,-2.1864
2003-11-19,-0.2353
2003-11-20,-2.1816
2003-11-21,3.1947
2003-11-24,0.7593
2003-11-25,0.5797
2003-11-26,-0.8069
2003-11-28,0.2905
2003-12-01,1.3905
2003-12-02,1.3143
2003-12-03,-2.7073
2003-12-04,-2.2029
2003-12-05,-3.4381
2003-12-08,2.701
2003-12-09,-3.4668
2003-12-10,-4.2724
2003-12-11,6.1449
2003-12-12,0.5484
2003-12-15,-4.7273
2003-12-16,3.117
2003-12-17,0.0617
2003-12-18,1.7263
2003-12-19,3.9394
2003-12-22,0.9913
2003-12-23,2.4249
2003-12-24,-0.2818
2003-12-26,1.1306
2003-12-29,2.4036
2003-12-30,-0.4372
2003-12-31,-0.8233
2004-01-02,-0.9408
2004-01-05,0.0
2004-01-06,0.8939
2004-01-07,1.8826
2004-01-08,-1.5760999999999998
2004-01-09,-3.037
2004-01-12,-1.7654
2004-01-13,-0.8116
2004-01-14,3.0976
2004-01-15,-0.2268
2004-01-16,8.4091
2004-01-20,4.0356
2004-01-21,0.7557
2004-01-22,0.45
2004-01-23,0.9457
2004-01-26,1.1341
2004-01-27,-0.2925
2004-01-28,-2.2494
2004-01-29,-0.8504
2004-01-30,-2.5732
2004-02-02,-0.6732
2004-02-03,0.0
2004-02-04,-1.1992
2004-02-05,1.1609
2004-02-06,4.9557
2004-02-09,-1.8837000000000002
2004-02-10,2.8317
2004-02-11,-4.9261
2004-02-12,4.456
2004-02-13,-3.2738
2004-02-17,1.1795
2004-02-18,-1.4698
2004-02-19,1.1831
2004-02-20,0.7117
2004-02-23,-1.8173
2004-02-24,-1.1825
2004-02-25,0.6243
2004-02-26,-0.4654
2004-02-27,0.5195
2004-03-01,2.5323
2004-03-02,-1.2097
2004-03-03,0.3571
2004-03-04,0.5592
2004-03-05,-0.8089
2004-03-08,-1.8349
2004-03-09,-1.3498999999999999
2004-03-10,-2.5263
2004-03-11,-2.6458
2004-03-12,4.2707
2004-03-15,-8.3511
2004-03-16,2.7858
2004-03-17,4.4043
2004-03-18,-3.6236
2004-03-19,0.3928
2004-03-22,-3.2979
2004-03-23,-0.2312
2004-03-24,0.4635
2004-03-25,5.075
2004-03-26,1.8660999999999999
2004-03-29,2.3707
2004-03-30,0.4217
2004-03-31,1.4173
2004-04-01,-0.6729
2004-04-02,1.2507
2004-04-05,1.6469
2004-04-06,-0.0506
2004-04-07,-0.2026
2004-04-08,-0.3046
2004-04-12,-0.8656
2004-04-13,-4.5198
2004-04-14,0.9145
2004-04-15,0.4264
2004-04-16,-0.5308
2004-04-19,-0.587
2004-04-20,1.4493
2004-04-21,1.3228
2004-04-22,3.4987
2004-04-23,-1.5135999999999998
2004-04-26,-0.3074
2004-04-27,2.3124000000000002
2004-04-28,-4.8217
2004-04-29,0.6332
2004-04-30,-3.6182
2004-05-03,-1.2514
2004-05-04,0.8815
2004-05-05,1.2561
2004-05-06,-3.1284
2004-05-07,-5.9577
2004-05-10,-4.7957
2004-05-11,1.9279
2004-05-12,-0.183
2004-05-13,-0.1834
2004-05-14,-2.0208
2004-05-17,0.0625
2004-05-18,3.123
2004-05-19,-2.4833
2004-05-20,-0.1242
2004-05-21,1.6791
2004-05-24,1.896
2004-05-25,2.7611
2004-05-26,-0.993
2004-05-27,-1.5339
