ticker,BR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-23,1.1443
2007-03-26,1.6724
2007-03-27,-1.5481
2007-03-28,-2.2113
2007-03-29,-1.005
2007-03-30,0.0
2007-04-02,-0.9645
2007-04-03,-2.2553
2007-04-04,-0.839
2007-04-05,2.4855
2007-04-09,-1.6512
2007-04-10,0.8395
2007-04-11,-0.5723
2007-04-12,0.471
2007-04-13,1.9792
2007-04-16,1.43
2007-04-17,2.8197
2007-04-18,1.2732999999999999
2007-04-19,2.2244
2007-04-20,-0.2838
2007-04-23,-1.8027
2007-04-24,-0.4348
2007-04-25,-1.6982
2007-04-26,-0.9872
2007-04-27,0.7976
2007-04-30,-0.8902
2007-05-01,0.0
2007-05-02,-0.0998
2007-05-03,1.3986
2007-05-04,2.3645
2007-05-07,1.1068
2007-05-08,1.2375
2007-05-09,0.6112
2007-05-10,-1.3084
2007-05-11,1.4678
2007-05-14,-0.56
2007-05-15,-2.2055
2007-05-16,-1.6315
2007-05-17,0.7317
2007-05-18,-0.9201
2007-05-21,0.1955
2007-05-22,-0.5366
2007-05-23,-0.1962
2007-05-24,-1.6216
2007-05-25,-0.0999
2007-05-29,0.0
2007-05-30,-0.15
2007-05-31,1.3519999999999999
2007-06-01,-1.5316
2007-06-04,-0.4014
2007-06-05,0.403
2007-06-06,-2.4084
2007-06-07,-2.4679
2007-06-08,0.8962
2007-06-11,0.6792
2007-06-12,0.3114
2007-06-13,0.4139
2007-06-14,-0.3618
2007-06-15,1.0892
2007-06-18,-0.3079
2007-06-19,-1.7499
2007-06-20,0.1048
2007-06-21,1.7268
2007-06-22,2.3663
2007-06-25,1.1055
2007-06-26,-1.0934
2007-06-27,-0.5025
2007-06-28,-1.9697
2007-06-29,-1.4941
2007-07-02,1.1506
2007-07-03,1.9647999999999999
2007-07-05,-0.6085
2007-07-06,0.8163
2007-07-09,2.9352
2007-07-10,-2.6549
2007-07-11,-1.1111
2007-07-12,2.2472
2007-07-13,-0.6494
2007-07-16,1.5083
2007-07-17,-0.2476
2007-07-18,-0.4965
2007-07-19,1.1477
2007-07-20,-1.0853
2007-07-23,-0.1995
2007-07-24,-3.4983
2007-07-25,-0.8804
2007-07-26,-2.7691
2007-07-27,-3.439
2007-07-30,-0.5565
2007-07-31,-1.5669
2007-08-01,-3.0131
2007-08-02,0.7034
2007-08-03,-0.7567
2007-08-06,3.0499
2007-08-07,-0.1138
2007-08-08,3.5897
2007-08-09,-1.0451
2007-08-10,1.8899
