ticker,GGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.3333
2000-01-04,-5.9211
2000-01-05,0.3497
2000-01-06,-3.4843
2000-01-07,1.083
2000-01-10,6.4286
2000-01-11,0.6711
2000-01-12,0.6667
2000-01-13,1.3245
2000-01-14,1.634
2000-01-18,-2.8939
2000-01-19,1.6556
2000-01-20,-0.9772
2000-01-21,0.6579
2000-01-24,0.0
2000-01-25,1.3072
2000-01-26,-3.2258
2000-01-27,-0.3333
2000-01-28,-1.6722000000000001
2000-01-31,-2.3810000000000002
2000-02-01,1.7422
2000-02-02,-1.3699
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.6944
2000-02-08,1.0345
2000-02-09,0.3413
2000-02-10,0.6803
2000-02-11,-1.0135
2000-02-14,0.3413
2000-02-15,-0.3401
2000-02-16,-0.3413
2000-02-17,-0.3425
2000-02-18,-2.4055
2000-02-22,-0.7042
2000-02-23,1.0638
2000-02-24,-1.4035
2000-02-25,2.4911
2000-02-28,0.0
2000-02-29,-0.6944
2000-03-01,-0.3497
2000-03-02,-0.3509
2000-03-03,0.7042
2000-03-06,0.0
2000-03-07,-2.0979
2000-03-08,-0.7143
2000-03-09,1.0791
2000-03-10,-1.7793999999999999
2000-03-13,-5.7971
2000-03-14,2.0
2000-03-15,-1.5152
2000-03-16,1.5385
2000-03-17,0.3788
2000-03-20,-0.3774
2000-03-21,0.3788
2000-03-22,1.1320999999999999
2000-03-23,1.1194
2000-03-24,1.107
2000-03-27,1.8248
2000-03-28,1.4337
2000-03-29,1.7668
2000-03-30,-2.0833
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-3.1915
2000-04-05,-1.4652
2000-04-06,1.487
2000-04-07,1.0989
2000-04-10,2.1739
2000-04-11,-2.8369
2000-04-12,-0.365
2000-04-13,-2.1978
2000-04-14,-4.4944
2000-04-17,-4.3137
2000-04-18,3.2787
2000-04-19,-3.1746
2000-04-20,2.459
2000-04-24,-1.6
2000-04-25,-0.4065
2000-04-26,-0.4082
2000-04-27,0.0
2000-04-28,0.8197
2000-05-01,1.626
2000-05-02,-0.8
2000-05-03,-4.0323
2000-05-04,2.521
2000-05-05,0.4098
2000-05-08,-0.4082
2000-05-09,-0.4098
2000-05-10,-1.6461000000000001
2000-05-11,-1.6736
2000-05-12,1.2766
2000-05-15,-0.8403
2000-05-16,2.9661
2000-05-17,-2.0576
2000-05-18,0.4202
2000-05-19,-1.2551999999999999
2000-05-22,-5.9322
2000-05-23,0.4505
