ticker,VRRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-10,0.9988
2017-04-19,-0.9889
2017-05-01,-1.0
2017-05-02,-0.5051
2017-05-03,-0.5076
2017-05-04,7.2449
2017-05-05,-0.0951
2017-05-09,-5.619
2017-05-11,2.5227
2017-05-15,10.6299
2017-05-16,-8.6299
2017-05-17,-2.629
2017-05-18,0.0
2017-05-22,0.4
2017-05-23,-0.0996
2017-05-24,-0.2991
2017-05-25,-0.5
2017-05-26,-0.9045
2017-05-30,-0.1014
2017-06-01,2.0305
2017-06-02,-0.4975
2017-06-05,0.0
2017-06-06,-0.7
2017-06-07,1.4099
2017-06-12,0.2979
2017-06-13,-0.8911
2017-06-14,-0.0999
2017-06-15,0.1
2017-06-19,-0.0999
2017-06-20,-0.1
2017-06-21,0.5005
2017-06-22,-0.1992
2017-06-23,0.5988
2017-06-26,-0.6111
2017-06-27,1.8127
2017-06-28,-1.8627
2017-06-29,0.2997
2017-06-30,-0.0996
2017-07-03,-0.1994
2017-07-05,1.7982
2017-07-06,-1.8646
2017-07-07,1.0
2017-07-10,-0.5941
2017-07-11,0.0996
2017-07-13,-0.398
2017-07-17,-0.0999
2017-07-18,0.0
2017-07-20,0.472
2017-07-21,-0.4429
2017-07-25,0.9727
2017-07-26,-0.495
2017-07-27,0.4975
2017-08-01,-0.9822
2017-08-02,0.192
2017-08-03,0.3992
2017-08-09,-0.497
2017-08-10,0.0
2017-08-11,0.0999
2017-08-14,0.5988
2017-08-15,-0.7937
2017-08-16,0.0
2017-08-18,0.5
2017-08-21,-0.2985
2017-08-23,-0.5988
2017-08-24,0.2008
2017-08-25,0.1002
2017-08-28,-0.3003
2017-09-01,-0.1004
2017-09-06,0.3015
2017-09-11,-0.2004
2017-09-12,0.0
2017-09-14,-0.1004
2017-09-15,0.1005
2017-09-18,0.0
2017-09-21,-0.1004
2017-09-22,0.1005
2017-09-25,0.2008
2017-09-26,-0.2004
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.1004
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.1996
2017-10-06,-0.3994
2017-10-10,0.201
2017-10-11,0.0
2017-10-12,0.3009
2017-10-13,0.1
2017-10-16,-0.4995
2017-10-19,0.1004
2017-10-20,0.1003
2017-10-24,0.0
2017-10-25,-0.2004
2017-10-26,0.1014
2017-10-27,-0.001
2017-10-30,-0.0903
2017-10-31,0.0904
2017-11-01,-0.2347
2017-11-03,0.2353
2017-11-06,-0.2006
