ticker,AMRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-01,25.0
2005-04-08,0.0
2005-04-14,0.0
2005-05-04,0.0
2005-05-26,0.6667
2005-06-01,131.7881
2005-06-02,0.0
2005-06-09,0.0
2005-09-13,-24.2857
2005-09-15,7.5472
2005-09-20,49.1228
2005-09-22,-65.8824
2005-09-27,175.8621
2005-10-11,-62.5
2005-10-12,0.0
2005-10-20,183.3333
2005-10-24,-3.5294
2005-10-25,-2.439
2005-11-09,1.25
2005-11-22,0.0
2005-11-23,4.9383
2005-11-29,0.0
2005-12-20,5.8824
2005-12-21,0.0
2005-12-23,0.0
2005-12-30,12.2222
2006-01-24,0.0
2006-01-25,0.0
2006-02-01,-0.9901
2006-02-09,-70.0
2006-02-10,240.0
2006-02-14,-1.9607999999999999
2006-02-15,0.0
2006-02-16,-8.0
2006-02-21,8.6957
2006-02-22,5.0
2006-02-27,0.0
2006-02-28,-4.7619
2006-03-06,0.0
2006-03-09,-70.0
2006-03-10,226.6667
2006-03-13,0.0
2006-03-16,-69.3878
2006-03-17,166.6667
2006-03-20,26.25
2006-03-21,0.7921
2006-03-22,-41.0609
2006-03-23,66.6667
2006-03-24,0.0
2006-03-30,-4.0
2006-03-31,4.1667
2006-04-03,0.0
2006-04-04,0.0
2006-04-07,10.0
2006-04-10,1.8182
2006-04-12,7.1429
2006-04-13,-8.3333
2006-04-17,-4.5455
2006-04-18,14.2857
2006-04-19,0.0
2006-04-25,0.0
2006-04-28,-16.6667
2006-05-01,-2.0
2006-05-02,2.0408
2006-05-05,-2.0
2006-05-08,2.0408
2006-05-09,0.0
2006-05-15,-1.0
2006-05-16,235.3535
2006-05-18,-37.3494
2006-05-22,-13.461500000000001
2006-05-23,-6.6667
2006-05-24,30.9524
2006-05-25,0.0
2006-05-26,0.0
2006-05-31,1.8182
2006-06-01,-1.7856999999999998
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,-1.8182
2006-06-07,0.0
2006-06-09,1.8519
2006-06-12,-20.0
2006-06-14,-7.2727
2006-06-15,-1.9607999999999999
2006-06-16,0.0
2006-06-19,1.0
2006-06-20,-13.3663
2006-06-21,14.2857
2006-06-22,-12.5
2006-06-23,-1.7143000000000002
2006-06-30,-1.1628
2006-07-06,2.9412000000000003
2006-07-07,-2.2857
2006-07-10,0.0
2006-07-11,0.0
2006-07-12,-6.4327
2006-07-14,0.0
2006-07-17,0.0
2006-07-19,-18.75
2006-07-20,3.8462
2006-07-21,7.4074
