ticker,SBOX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.6667
2000-01-24,-43.75
2000-02-10,561.1111
2000-04-17,-19.3277
2000-04-20,-8.3333
2000-04-24,9.0909
2000-04-25,4.1667
2000-04-26,8.0
2000-05-02,11.1111
2000-05-03,-26.6667
2000-05-04,27.2727
2000-05-05,-14.2857
2000-05-09,10.4167
2000-05-11,5.6604
2000-05-12,-5.3571
2000-05-17,-28.3019
2000-05-18,-76.3158
2000-05-22,144.4444
2000-05-23,9.0909
2000-05-24,-33.3333
2000-05-31,-62.5
2000-06-01,166.6667
2000-06-02,-62.5
2000-06-06,0.0
2000-06-09,0.0
2000-06-15,-66.6667
2000-06-23,200.0
2000-06-26,33.3333
2000-07-06,-50.0
2000-07-07,-50.0
2000-07-11,300.0
2000-07-13,-25.0
2000-07-14,0.0
2000-07-17,0.0
2000-08-02,-66.6667
2000-08-03,0.0
2000-08-15,60.0
2000-09-11,25.0
2000-09-18,-60.0
2000-09-25,-25.0
2000-10-02,35.4167
2000-10-17,23.0769
2000-10-20,50.0
2000-11-29,0.0
2000-12-19,-73.3333
2000-12-21,280.0
2001-01-16,-73.6842
2001-10-05,-40.0
2001-10-09,-66.6667
2001-12-17,-49.0
2001-12-21,0.0
2002-06-21,0.0
2002-06-24,0.0
2002-06-26,0.0
2002-10-15,-90.1961
2003-11-05,920.0
2003-12-10,-90.1961
2003-12-11,0.0
2004-02-09,0.0
2004-05-28,920.0
2004-06-15,-90.1961
2004-09-01,0.0
2005-02-17,0.0
2005-12-21,0.0
2005-12-30,0.0
2006-02-24,920.0
2006-02-27,0.0
2007-04-11,96.0784
2007-06-06,-50.0
2008-01-18,98.0
2008-03-31,102.0202
2008-04-03,-72.5
2008-04-04,263.6364
2008-11-18,0.0
2008-11-19,0.0
2009-02-03,-2.5
2009-02-04,2.5641
2009-02-20,-72.5
2009-02-23,-7.2727
2009-02-24,9.8039
2009-03-03,-55.3571
2009-03-04,0.0
2009-03-12,4.0
2009-03-24,-61.5385
2009-03-30,160.0
2009-05-04,-73.0769
2009-05-06,228.5714
2009-05-08,13.0435
2009-05-12,-23.0769
2009-05-15,25.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-22,-4.0
2009-06-11,-37.5
2009-06-15,0.0
2009-06-29,-60.0
2009-08-27,-16.6667
2009-09-14,-20.0
2010-03-19,0.0
2010-03-30,0.0
2010-06-24,400.0
2011-03-21,-25.0
2011-03-29,-73.3333
2011-07-27,1400.0
