ticker,SBOX US Equity
2011-08-11,56.6667
2011-08-19,-4.2553
2011-08-22,0.0
2011-08-25,0.0
2011-09-01,0.0
2011-09-02,66.6667
2011-09-08,0.0
2011-09-13,-40.0
2011-09-14,22.2222
2011-09-27,-18.1818
2011-09-28,5.5556
2011-10-18,-63.1579
2011-10-24,114.2857
2012-09-14,-66.6667
2012-09-25,300.0
2012-10-17,-75.0
2012-10-24,-48.0
2012-10-26,96.9231
2012-10-31,91.4062
2013-01-11,-89.7959
2013-05-06,300.0
2013-05-23,145.0
2013-07-15,-97.8571
2013-09-09,4566.6667
2013-10-28,-10.2041
2013-10-30,-96.5909
2014-04-14,33.3333
2014-09-12,-19.375
2014-11-04,2319.3798
2014-11-05,-95.8667
2014-12-04,1078.2946
2014-12-23,105.2632
2015-01-12,-23.0769
2015-02-12,-3.3333
2015-02-13,-82.7586
2015-04-17,480.0
2015-04-30,-82.7586
2015-06-18,100.0
2015-06-25,50.0
2015-06-26,0.0
2015-07-13,-60.0
2015-07-14,-61.3542
2015-07-15,-35.31
2015-07-22,6.6667
2015-07-24,0.0
2015-07-27,-6.25
2015-07-29,-13.3333
2015-07-30,0.0
2015-08-04,-13.9423
2015-08-10,78.7709
2015-08-11,75.0
2015-08-12,-40.0
2015-08-13,42.8571
2015-08-18,-23.3333
2015-09-15,21.7391
2015-09-17,25.0
2015-09-18,0.0
2015-09-23,0.0
2015-09-28,28.5714
2015-09-29,-4.4444
2015-10-08,27.907
2015-10-09,0.0
2015-10-16,0.0
2015-10-19,0.0
2015-10-21,-1.8182
2015-10-22,75.9259
2015-10-23,15.7895
2015-10-26,12.7273
2015-10-27,4.8387
2015-10-29,7.6923
2015-11-04,21.4286
2015-11-05,5.8824
2015-11-06,11.1111
2015-11-09,35.0
2015-11-10,11.1111
2015-11-11,6.6667
2015-11-12,40.625
2015-11-13,11.1111
2015-11-16,0.0
2015-11-17,0.0
2015-11-19,8.0
2015-11-20,-7.4074
2016-01-11,-20.0
2016-02-02,-12.5
2016-03-15,14.2857
2016-03-21,37.5
2016-03-24,27.2727
2016-03-29,0.0
2016-05-11,-64.2857
2016-05-25,4.0
2016-06-15,-3.8462
2016-08-12,20.0
2016-08-17,66.6667
2016-09-06,34.0
2016-09-19,-58.209
2016-09-20,142.8571
2016-09-21,-63.2353
2016-09-22,20.0
2016-10-12,-26.6667
2016-10-14,0.0
2016-10-27,-9.0909
2016-11-18,-50.0
2016-12-08,100.0
2016-12-12,20.0
2016-12-15,-16.6667
2016-12-22,25.0
2016-12-27,0.0
2017-01-04,-40.0
2017-03-03,66.6667
2017-03-20,0.0
2017-03-21,-20.0
2017-05-01,-50.0
2017-05-19,150.0
2017-05-26,0.0
2017-06-07,-48.0
2017-06-14,0.0
2017-06-19,15.3846
2017-07-28,-33.3333
2017-08-18,60.0
2017-08-21,-15.8125
2017-08-23,-40.6088
2017-10-04,150.0
2017-10-09,0.0
2017-10-17,0.0
2017-12-06,0.0
2017-12-22,-70.0
2018-03-05,233.3333
2018-05-10,25.0
2018-05-14,0.0
2018-05-15,-80.0
2018-08-01,0.0
2018-08-13,-40.0
2018-08-20,19.3333
2018-08-21,19.5531
2018-09-06,-50.9346
2018-09-17,90.4762
2018-09-21,-47.5
2018-10-22,280.9524
2018-12-06,-73.75
2018-12-11,0.0
2019-01-29,0.0
2019-03-27,42.8571
2019-05-01,-10.6667
2019-05-13,-25.3731
2019-06-11,-33.0
2019-06-14,-43.2836
2019-07-30,97.3684
2019-07-31,-23.3333
2019-08-01,28.2609
2019-08-08,-22.0339
2019-08-23,-11.3043
2019-09-26,-1.9607999999999999
2019-09-27,-29.0
2019-10-07,12.6761
2019-10-14,0.0
2019-10-22,25.0
2019-11-01,20.0
2019-11-27,8.3333
2019-12-30,-34.6154
2020-01-22,29.4118
2020-01-24,22.7273
2020-02-03,0.0
2020-02-06,33.3333
2020-02-10,47.2222
2020-02-11,-8.3019
2020-02-14,-6.1728
2020-02-18,0.0
2020-02-26,-55.7018
2020-02-28,9.901
2020-03-02,103.6036
2020-03-09,-7.0796
2020-03-10,0.0
2020-03-13,0.0
2020-03-26,0.0
2020-04-06,-17.1429
2020-04-20,2.8736
2020-04-24,0.5587
2020-04-27,22.2222
2020-04-28,172.7273
2020-04-29,-34.45
2020-05-04,24.3326
2020-05-14,0.0
2020-05-18,-36.6053
2020-06-16,-56.129
2020-06-17,5.8824
2020-06-19,108.3333
2020-06-24,-45.6667
2020-07-24,0.0
