ticker,ORGO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-10,0.5115
2017-01-18,0.5102
2017-01-20,0.3046
2017-02-07,0.2024
2017-02-15,0.101
2017-02-16,-0.1009
2017-02-17,0.5051
2017-02-22,-0.402
2017-03-01,-0.1009
2017-03-08,0.101
2017-03-15,0.1009
2017-03-20,-0.2016
2017-03-21,-0.404
2017-03-24,0.2028
2017-03-27,0.0
2017-03-28,0.4049
2017-03-29,-0.4032
2017-04-05,-0.3036
2017-04-10,0.4061
2017-04-19,-0.91
2017-04-25,0.0
2017-04-26,0.8163
2017-05-03,-0.8097
2017-05-08,0.0
2017-05-09,0.0
2017-05-11,0.2978
2017-05-12,-0.2969
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-25,0.9184
2017-05-31,-0.2022
2017-06-01,-0.4053
2017-06-02,-0.2035
2017-06-06,0.4077
2017-06-08,0.3046
2017-06-12,-0.4049
2017-06-13,0.0
2017-06-14,0.1016
2017-06-15,-0.4061
2017-06-26,-0.2029
2017-06-30,0.6118
2017-07-03,0.0
2017-07-05,-0.203
2017-07-06,-0.3052
2017-07-07,0.2041
2017-07-12,0.3055
2017-07-14,-0.5076
2017-07-17,0.2031
2017-07-18,0.8157
2017-07-19,0.0
2017-07-25,-0.101
2017-07-26,-0.1982
2017-07-27,0.1986
2017-07-31,-0.2022
2017-08-08,0.1013
2017-08-10,-0.4049
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,0.1006
2017-08-21,1.3208
2017-08-22,0.0
2017-08-23,0.2004
2017-08-24,-0.1
2017-08-25,0.0
2017-08-28,0.0
2017-08-29,-0.1001
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,-0.2004
2017-09-05,0.3012
2017-09-06,-0.039
2017-09-11,0.0891
2017-09-12,-0.05
2017-09-13,0.0
2017-09-14,-0.1001
2017-09-21,0.1002
2017-09-22,0.1001
2017-09-25,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-10,-0.2
2017-10-11,0.1102
2017-10-16,0.0901
2017-10-17,0.0
2017-10-19,-0.1
2017-10-20,0.3003
2017-10-23,0.0
2017-10-24,0.2994
2017-10-25,-0.597
2017-10-26,0.0
2017-10-30,-0.1001
2017-10-31,0.001
2017-11-01,-0.001
2017-11-02,-0.1002
2017-11-03,0.0
2017-11-07,-0.2006
2017-11-08,0.0
2017-11-15,0.1005
2017-11-16,0.0
