ticker,WSFL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-28,-42.9658
2003-03-20,-83.3333
2003-04-11,60.0
2003-04-17,125.0
2003-05-01,-43.3333
2003-05-05,82.3529
2003-05-08,-3.2258
2003-05-14,-27.7778
2003-05-16,0.0
2003-05-29,-7.6923
2003-05-30,-3.3333
2003-06-09,3.4483
2003-06-10,8.3333
2003-06-19,23.0769
2003-06-25,0.0
2003-07-01,-1.25
2003-07-10,-24.0506
2003-07-16,-33.3333
2003-07-17,37.5
2003-07-18,0.0
2003-07-28,-27.2727
2003-08-05,75.0
2003-08-06,-42.8571
2003-08-12,50.0
2003-08-18,-33.3333
2003-08-21,37.5
2003-09-03,-9.0909
2003-09-04,0.0
2003-09-05,24.0
2003-09-10,-19.3548
2003-09-16,0.0
2003-10-16,-20.0
2003-10-20,-2.5
2003-11-06,-5.1282
2003-11-11,-8.1081
2003-11-19,8.8235
2003-11-25,-5.4054
2003-11-26,0.0
2003-12-01,-5.7143
2003-12-15,-24.2424
2003-12-16,-20.0
2004-01-08,75.0
2004-01-26,42.8571
2004-02-04,-20.0
2004-03-04,37.5
2004-03-09,-9.0909
2004-03-23,50.0
2004-03-30,-37.3333
2004-04-02,0.0
2004-06-15,-25.5319
2004-06-18,28.5714
2004-07-19,-33.3333
2004-07-21,33.3333
2004-07-22,-30.0
2004-08-03,-10.7143
2004-08-31,8.0
2004-10-18,-25.9259
2004-10-25,0.0
2004-11-01,-25.0
2004-11-04,6.6667
2004-11-18,-6.25
2004-12-02,6.6667
2004-12-22,-25.0
2004-12-31,91.6667
2005-01-12,0.0
2005-02-02,0.0
2005-02-09,0.0
2005-02-18,-13.0435
2005-02-22,-10.0
2005-03-01,11.1111
2005-03-02,25.0
2005-03-03,0.0
2005-03-07,-8.0
2005-03-11,-21.7391
2005-03-16,27.7778
2005-03-30,0.0
2005-04-27,-26.087
2005-05-06,0.0
2005-05-16,-5.8824
2005-06-16,18.75
2005-06-17,0.0
2005-06-27,-15.7895
2005-07-06,-18.75
2005-07-13,23.0769
2005-07-15,0.0
2005-07-29,-6.25
2005-08-01,0.0
2005-08-09,-13.3333
2005-10-12,23.0769
2005-10-20,6.25
2005-10-21,0.0
2005-11-08,105.8824
2005-11-09,0.0
2005-11-29,-37.1429
2005-11-30,0.0
2005-12-06,0.0
2005-12-30,-13.6364
2006-02-22,31.5789
2006-02-23,0.0
2006-02-24,0.0
2006-04-17,-20.0
2006-05-08,0.0
2006-06-23,50.0
