ticker,CNER US Equity
2009-10-01,-2.9596999999999998
2009-10-02,0.0
2009-10-05,0.0
2009-10-07,0.0
2009-10-08,36.0
2009-10-09,-23.5294
2009-10-12,15.3846
2009-10-13,0.0
2009-10-14,26.6667
2009-10-15,0.0
2009-10-16,0.0
2009-10-19,26.3158
2009-10-20,-8.3333
2009-10-21,-9.0909
2009-10-23,-20.0
2009-10-26,0.0
2009-10-27,-9.375
2009-10-28,0.0
2009-10-29,37.931
2009-10-30,-20.0
2009-11-02,-12.5
2009-11-03,7.1429
2009-11-04,-6.6667
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,13.5714
2009-11-11,-5.6604
2009-11-12,-6.6667
2009-11-13,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,-7.1429
2009-11-19,0.0
2009-11-23,-19.2308
2009-12-01,14.2857
2009-12-04,8.3333
2009-12-07,0.0
2009-12-10,0.0
2009-12-14,-7.0673
2009-12-15,0.0
2009-12-16,10.0879
2009-12-17,4.3703
2009-12-18,65.6911
2009-12-21,-4.3478
2009-12-22,-13.6364
2009-12-23,2.6316
2009-12-24,48.7179
2009-12-28,-13.7931
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,20.0
2010-01-04,-6.6667
2010-01-05,0.0
2010-01-06,7.1429
2010-01-07,0.0
2010-01-08,6.6667
2010-01-11,6.25
2010-01-12,2.9412000000000003
2010-01-13,14.2857
2010-01-14,12.5
2010-01-15,6.6667
2010-01-19,-14.5833
2010-01-20,-2.439
2010-01-21,-5.0
2010-01-22,0.0
2010-01-25,-2.6316
2010-01-26,-10.8108
2010-01-27,-7.5758
2010-01-28,6.5574
2010-01-29,1.5385
2010-02-01,-6.0606
2010-02-02,-3.2258
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,6.6667
2010-02-08,-6.25
2010-02-09,0.0
2010-02-11,-3.3333
2010-02-12,3.4483
2010-02-17,20.0
2010-02-19,-22.2222
2010-02-22,-7.1429
2010-02-24,21.1538
2010-02-26,-4.7619
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-05,-15.0
2010-03-08,1.9607999999999999
2010-03-09,0.0
2010-03-11,1.9231
2010-03-12,16.9811
2010-03-15,-6.4516
2010-03-16,0.0
2010-03-17,10.3448
2010-03-18,-12.5
2010-03-19,14.2857
2010-03-22,0.0
2010-03-23,-6.25
2010-03-25,0.0
2010-03-30,-3.3333
2010-04-05,13.7931
2010-04-06,0.0
2010-04-07,3.0303
2010-04-08,-11.7647
2010-04-09,13.3333
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,-5.2941
2010-04-15,21.118
2010-04-16,-15.3846
2010-04-19,3.0303
2010-04-20,0.0
2010-04-21,2.9412000000000003
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,-14.2857
2010-04-27,30.0
2010-04-28,-27.6923
2010-04-29,17.0213
2010-04-30,0.0
2010-05-03,0.0
2010-05-05,0.0
2010-05-06,-6.0606
2010-05-07,6.4516
2010-05-10,0.0
2010-05-11,-6.0606
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,-3.2258
2010-05-25,0.0
2010-05-26,0.0
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-09,0.0
2010-06-10,-16.6667
2010-06-11,20.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-17,-3.3333
2010-06-18,-3.4483
2010-06-25,7.1429
2010-06-29,0.0
2010-07-01,0.0
2010-07-12,0.0
2010-07-19,0.0
2010-07-20,-0.3333
2010-07-23,0.3344
2010-07-26,0.0
2010-08-13,-6.6667
2010-08-16,-10.7143
2010-08-17,-40.0
2010-08-18,33.3333
2010-08-19,35.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-31,-25.9259
2010-09-01,0.0
2010-09-03,25.0
2010-09-08,-20.0
2010-09-09,0.0
2010-09-16,25.0
2010-09-20,3.6
2010-09-21,-3.4749
2010-09-24,0.0
2010-09-27,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-05,0.0
2010-10-06,-4.0
2010-10-07,0.0
2010-10-13,4.1667
2010-10-15,0.0
2010-10-19,0.0
2010-10-21,0.0
2010-10-26,0.0
2010-10-28,0.0
2010-11-03,-4.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-10,4.1667
2010-11-11,-4.0
2010-11-15,25.0
2010-11-16,-16.6667
2010-11-19,8.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-29,-11.1111
2010-11-30,-8.3333
2010-12-01,-9.0909
2010-12-02,-7.5
2010-12-03,-8.0405
2010-12-06,0.0
2010-12-07,0.0
2010-12-09,46.9508
2010-12-10,0.0
2010-12-13,0.0
2010-12-15,8.0
2010-12-30,-11.1111
2011-01-03,0.0
2011-01-06,0.0
2011-01-12,-8.3333
2011-01-13,0.0
2011-01-14,22.7273
2011-01-18,-7.4074
2011-01-19,-20.0
2011-01-20,25.0
2011-01-21,4.0
2011-01-24,0.0
2011-01-26,0.0
2011-01-31,0.0
2011-02-01,-3.8462
2011-02-08,4.0
2011-02-14,-3.8462
2011-02-22,0.0
2011-02-28,-12.0
2011-03-01,-9.0909
2011-03-07,0.0
2011-03-08,0.0
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-18,0.0
2011-03-24,-10.0
2011-03-25,5.5556
2011-03-28,0.0
2011-03-29,0.0
2011-04-04,5.2632
2011-04-08,-0.0938
2011-04-11,-34.939
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-20,0.0
2011-04-25,-7.6923
2011-04-26,0.0
2011-05-09,-16.6667
2011-05-10,0.0
2011-05-16,0.0
2011-06-02,0.0
2011-06-16,0.0
2011-06-23,0.0
2011-07-05,-5.0
2011-07-06,-15.7895
2011-07-07,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-08-03,0.0
2011-08-17,-18.75
2011-08-23,7.6923
2011-08-30,-55.7143
2011-09-19,77.4194
2011-11-07,-91.8182
2011-11-10,1011.1111
2011-11-22,0.0
2011-12-07,200.0
2011-12-09,-33.3333
2011-12-23,0.0
2011-12-27,10.0
2012-01-03,-9.0909
2012-01-05,0.0
2012-01-13,0.0
2012-01-23,0.0
2012-01-25,0.0
2012-01-31,0.0
2012-02-06,0.0
2012-02-09,-40.0
2012-02-14,-50.0
2012-02-29,70.0
2012-03-02,-11.7647
2012-03-14,0.0
2012-03-19,0.0
2012-03-22,-31.1111
2012-03-23,0.0
2012-04-26,12.9032
2012-05-24,-14.2857
2012-06-20,0.0
2012-06-25,0.0
2012-08-22,-33.3333
2012-09-18,0.0
2012-09-19,0.0
2012-10-04,0.0
2012-10-25,-25.0
2012-11-26,-33.3333
2012-11-27,0.0
2012-12-11,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-28,0.0
2013-01-02,1800.0
2013-01-08,-73.6842
2013-01-14,0.0
2013-01-23,0.0
2013-02-05,0.0
2013-02-07,0.0
2013-02-11,0.0
2013-03-07,0.0
2013-03-18,0.0
2013-03-26,-20.0
2013-04-05,0.0
2013-04-09,0.0
2013-04-29,0.0
2013-05-07,-17.5
2013-05-09,-9.0909
2013-05-17,3.3333
2013-05-24,-3.2258
2013-05-28,0.0
2013-05-31,-24.375
2013-06-19,0.0
2013-06-21,-11.8457
2013-07-17,50.0
2013-07-25,-33.3333
2013-07-26,50.0
2013-08-12,-33.3333
2013-08-15,0.0
2013-08-19,0.0
2013-10-14,0.0
2013-11-05,0.0
2013-11-20,0.625
2013-12-31,-25.4658
2014-01-02,0.0
2014-01-10,100.0
2014-01-13,0.0
2014-01-28,-50.0
2014-01-29,0.0
2014-02-18,0.0
2014-04-10,-53.3333
2014-04-15,-14.2857
2014-04-25,0.0
2014-07-29,233.3333
2014-07-30,350.0
2014-08-04,11.1111
2014-08-05,40.0
2014-08-06,0.0
2014-08-08,0.0
2014-08-14,7.1429
2014-08-19,0.0
2014-08-22,-6.6667
2014-08-26,-42.8571
2014-08-29,-12.5
2014-09-02,28.3929
2014-09-10,122.5313
2014-09-11,-25.0
2014-09-12,-6.6667
2014-09-15,-14.2857
2014-09-24,0.0
2014-10-17,25.0
2014-10-22,0.0
2014-10-31,-20.0
2014-11-03,-8.3333
2014-11-06,-9.0909
2014-11-12,0.0
2014-12-29,0.0
2015-01-22,-89.875
2015-01-28,0.6173
2015-03-19,7.9755
2015-04-13,0.0
2015-04-15,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-22,-7.9545
2015-05-28,393.8272
2015-05-29,0.0
2015-06-04,-79.75
2015-06-08,393.8272
2015-06-17,-79.75
2015-06-22,0.0
2015-06-30,-40.7407
2015-07-27,1566.6667
2015-07-29,0.0
2015-07-30,-90.0
2015-08-05,50.0
2015-10-14,100.0
2015-10-15,0.0
2015-12-31,-50.0
2016-01-26,0.0
2016-03-04,-17.9167
2016-03-16,62.4365
2016-03-30,-50.0
2016-04-19,0.0
2016-05-05,6.25
2016-05-16,-95.2941
2016-05-19,0.0
2016-06-15,37.5
2016-09-13,27.2727
2016-10-21,0.0
2016-11-11,28.5714
2016-12-06,16.6667
2017-01-17,14.2857
2017-01-24,12.5
2017-01-25,481.4815
2017-02-06,-18.4713
2017-02-24,-75.0
2017-04-25,0.0
2017-11-27,275.0
2017-12-18,-64.0
2017-12-20,40.037
2018-02-07,98.3602
2018-02-12,-72.0
2018-02-14,257.1429
2018-03-14,33.3333
2018-04-03,-38.5
2018-04-04,-62.6016
2018-05-10,0.0
2018-06-11,0.0
2018-07-16,334.7826
2018-07-30,0.0
2018-08-20,0.0
2018-09-04,0.0
2018-10-02,0.0
2018-10-10,-72.0
2018-10-23,0.0
2018-11-09,25.7143
2018-11-13,163.6364
2018-12-24,-62.2845
2018-12-27,0.0
2018-12-28,0.0
2019-01-09,0.0
2019-01-16,0.0
2019-02-27,14.2857
2019-03-04,-11.25
2019-03-12,-1.4085
2019-03-13,-14.2857
2019-03-15,0.0
2019-03-18,0.0
2019-03-21,-10.0
2019-03-29,0.0
2019-04-01,0.0
2019-05-10,0.0
2019-05-14,-25.9259
2019-05-23,0.0
2019-06-07,0.0
2019-08-07,-20.0
2019-08-23,18.75
2019-10-03,215.7895
2019-10-04,0.0
2019-10-08,-13.3333
2019-10-09,-5.7692
2019-10-10,0.0
2019-10-18,-6.1224
2019-10-23,-13.0435
2019-11-05,-22.5
2019-11-20,0.0
2019-11-27,61.2903
2019-11-29,0.0
2019-12-03,0.0
2019-12-05,0.0
2019-12-11,-4.0
2019-12-16,4.1667
2019-12-23,-20.0
2019-12-31,-20.0
2020-01-06,57.5
2020-01-13,-36.5079
2020-01-16,181.25
2020-01-17,-45.5556
2020-02-20,11.7347
2020-03-02,-2.137
2020-03-09,2.6502
2020-03-25,0.0
2020-04-03,0.0
2020-04-14,0.0
2020-04-23,9.0909
2020-04-27,-41.6667
2020-05-28,171.4286
2020-06-02,0.0
2020-06-08,0.0
2020-06-26,-26.3158
2020-06-30,328.5714
2020-07-01,-45.0
2020-07-06,21.2121
2020-07-08,0.0
2020-07-10,0.0
2020-07-14,-12.5
2020-07-16,-14.2857
2020-07-22,6.6667
2020-07-23,25.0
2020-07-28,-25.0
