ticker,CNER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-07,5733.3333
2005-09-08,71.4286
2005-09-12,-33.3333
2005-09-13,37.5
2005-09-21,-0.7273
2005-10-05,29.4872
2005-10-07,0.0
2005-10-19,-20.7921
2005-10-21,0.0
2005-11-03,-12.5
2005-11-04,0.0
2005-11-10,0.0
2005-11-29,-12.857099999999999
2005-12-06,47.541
2005-12-08,12.2222
2006-01-10,-30.6931
2006-02-01,-12.857099999999999
2006-02-14,22.9508
2006-02-16,-29.3333
2006-02-17,32.0755
2006-03-03,-7.1429
2006-03-07,-15.3846
2006-03-10,-1.8182
2006-03-15,48.1481
2006-04-28,0.0
2006-05-05,276.25
2006-07-31,-1.9933999999999998
2006-08-01,-23.7288
2006-08-02,0.0
2006-08-07,4.4444
2006-09-11,25.5319
2006-09-15,2.0339
2007-01-26,195.0166
2007-02-01,-83.6712
2007-02-02,3.4483
2007-02-05,-30.0
2007-02-06,0.0
2007-02-07,8.5714
2007-02-08,-7.8947
2007-02-21,-3.8095
2007-03-19,-25.7426
2007-04-25,0.0
2007-05-02,20.0
2007-05-11,-72.2222
2007-05-15,0.0
2007-10-10,0.0
2007-12-31,-86.0
2008-02-05,0.0
2008-02-27,-28.5714
2008-03-19,400.0
2008-03-25,16.0
2008-03-27,0.0
2008-04-23,-82.069
2008-06-25,11.538499999999999
2008-10-08,-13.7931
2008-10-10,-20.0
2008-10-22,-40.0
2008-12-04,316.6667
2008-12-09,-20.0
2008-12-11,0.0
2009-02-11,0.0
2009-03-05,-62.5
2009-03-16,166.6667
2009-03-19,150.0
2009-03-20,0.0
2009-03-27,0.0
2009-04-21,-50.0
2009-05-04,-30.0
2009-08-11,-42.8571
2009-08-12,-49.0
2009-08-13,37.2549
2009-08-14,35.7143
2009-08-18,-26.3158
2009-08-19,7.1429
2009-08-20,0.0
2009-08-21,-26.6667
2009-08-24,27.2727
2009-08-25,-12.2768
2009-08-26,13.9949
2009-08-27,-14.2857
2009-08-28,24.0104
2009-08-31,-12.6417
2009-09-01,22.1635
2009-09-02,-18.1425
2009-09-03,-7.6923
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,-8.3333
2009-09-10,0.0
2009-09-15,0.0
2009-09-16,17.1023
2009-09-17,-14.6046
2009-09-18,0.0
2009-09-21,17.1023
2009-09-22,-18.6317
2009-09-23,18.1276
2009-09-24,-11.156
2009-09-25,9.0909
2009-09-28,0.8333
2009-09-29,-0.8264
2009-09-30,7.3438
