ticker,MYDX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-09,34900.0
2015-04-13,0.4762
2015-04-15,5.6872
2015-04-16,7.6233
2015-04-17,16.6667
2015-04-20,2.8571
2015-04-21,0.0
2015-04-23,-2.4306
2015-04-27,6.4057
2015-04-28,-6.0201
2015-04-30,-4.9822
2015-05-05,2.9962999999999997
2015-05-06,-9.0909
2015-05-08,-4.0
2015-05-11,-6.25
2015-05-12,2.2222
2015-05-14,3.2609
2015-05-15,1.0526
2015-05-19,0.0
2015-05-20,6.25
2015-05-29,-4.3137
2015-06-01,-2.9918
2015-06-02,1.3942
2015-06-03,-2.0833
2015-06-05,0.6809
2015-06-08,0.0423
2015-06-09,-10.6464
2015-06-10,-2.1277
2015-06-11,0.4831
2015-06-12,1.9231
2015-06-15,3.7736
2015-06-16,-0.4545
2015-06-17,-1.3699
2015-06-18,1.4815
2015-06-19,-1.9161000000000001
2015-06-22,-0.4651
2015-06-23,0.4673
2015-06-24,0.0
2015-06-25,-7.4419
2015-06-26,0.5025
2015-06-29,-0.6
2015-06-30,-1.9115
2015-07-02,-2.5641
2015-07-06,-2.6316
2015-07-07,-3.7838000000000003
2015-07-08,-1.0112
2015-07-09,10.6697
2015-07-13,0.0
2015-07-14,1.0256
2015-07-15,-2.0305
2015-07-16,0.5181
2015-07-17,-0.5155
2015-07-20,0.0
2015-07-21,-6.7358
2015-07-22,5.5556
2015-07-23,-6.8421
2015-07-24,-4.5198
2015-07-27,14.7929
2015-07-28,-11.3402
2015-07-29,-1.1628
2015-07-30,5.2941
2015-07-31,-7.8212
2015-08-03,3.3939
2015-08-05,-9.1442
2015-08-06,5.1613
2015-08-07,9.2025
2015-08-10,-1.6854
2015-08-11,-10.2857
2015-08-12,7.6433
2015-08-13,-0.5917
2015-08-17,0.0
2015-08-21,-13.6905
2015-08-24,10.3448
2015-08-25,-6.25
2015-08-26,-12.1333
2015-08-27,10.0152
2015-08-28,7.5862
2015-08-31,2.5641
2015-09-01,3.75
2015-09-02,0.6627
2015-09-03,-15.6194
2015-09-04,0.0
2015-09-08,-14.8936
2015-09-09,6.6667
2015-09-10,-2.3438
2015-09-11,0.0
2015-09-14,-2.4
2015-09-15,-1.6393
2015-09-16,8.3333
2015-09-23,-6.1538
2015-09-24,-4.0984
2015-09-28,6.8376
2015-09-29,0.0
2015-09-30,-13.6
2015-10-01,-1.8519
2015-10-02,13.2075
2015-10-05,3.3333
2015-10-06,-0.8065
2015-10-07,-2.439
