ticker,GIII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.8966
2000-01-04,0.0
2000-01-05,5.5556
2000-01-06,-0.8772
2000-01-07,-0.885
2000-01-10,0.0
2000-01-11,-0.8929
2000-01-12,-0.9009
2000-01-13,5.4545
2000-01-14,1.7241
2000-01-18,-6.7797
2000-01-19,1.8182
2000-01-20,0.8929
2000-01-21,2.6549
2000-01-24,-5.1724
2000-01-25,-0.9091
2000-01-26,6.422
2000-01-27,3.4483
2000-01-28,0.0
2000-01-31,-7.5
2000-02-01,2.2523
2000-02-02,-1.3216
2000-02-03,0.0
2000-02-04,2.6786
2000-02-07,-2.6087
2000-02-08,3.5714
2000-02-09,-3.4483
2000-02-10,-5.3571
2000-02-11,2.8302
2000-02-14,0.9174
2000-02-15,1.8182
2000-02-16,0.0
2000-02-17,-0.8929
2000-02-18,-0.9009
2000-02-22,0.9091
2000-02-23,-4.5045
2000-02-24,-1.8868
2000-02-25,3.8462
2000-02-28,0.0
2000-02-29,-3.7037
2000-03-01,-3.8462
2000-03-02,8.0
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,1.3889
2000-03-08,0.4566
2000-03-09,-2.7273
2000-03-10,-5.6075
2000-03-13,4.9505
2000-03-14,-9.434
2000-03-15,8.3333
2000-03-16,0.0
2000-03-17,7.6923
2000-03-20,9.8214
2000-03-21,2.8455
2000-03-22,-3.5573
2000-03-23,-4.918
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,6.8966
2000-03-30,11.2903
2000-03-31,7.2464
2000-04-03,2.7027
2000-04-04,-2.6316
2000-04-05,-8.1081
2000-04-06,8.8235
2000-04-07,-2.7027
2000-04-10,2.7778
2000-04-11,-6.4189
2000-04-12,2.5271
2000-04-13,-1.4085
2000-04-14,-5.7143
2000-04-17,0.0
2000-04-18,3.0303
2000-04-19,2.9412000000000003
2000-04-20,2.8571
2000-04-24,-4.1667
2000-04-25,2.8986
2000-04-26,2.8169
2000-04-27,-1.3699
2000-04-28,0.0
2000-05-01,-4.1667
2000-05-02,3.9855
2000-05-04,-1.0453
2000-05-05,15.493
2000-05-08,9.7561
2000-05-09,-5.0
2000-05-10,2.924
2000-05-11,-1.1364
2000-05-12,-1.1494
2000-05-15,0.0
2000-05-16,-4.6512
2000-05-17,-12.1951
2000-05-18,8.3333
2000-05-19,-1.9231
2000-05-22,4.5752
2000-05-23,-5.0
2000-05-24,-4.6053
2000-05-25,2.069
2000-05-26,-2.7027
