ticker,NWIFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-24,26.3158
2000-02-03,-10.4167
2000-02-08,-10.4651
2000-02-09,0.0
2000-02-10,29.8701
2000-02-11,10.0
2000-02-15,-5.6364
2000-02-16,-13.2948
2000-02-18,13.3333
2000-02-21,0.0
2000-02-23,-3.9215999999999998
2000-02-24,0.0
2000-03-03,14.2857
2000-03-06,-16.0714
2000-03-10,1.0638
2000-03-14,-9.473700000000001
2000-03-27,11.6279
2000-03-28,0.0
2000-03-29,6.25
2000-03-31,-9.8039
2000-05-09,-38.0435
2000-05-25,-1.7544
2000-06-14,-7.1429
2000-07-10,-7.6923
2000-07-13,-2.0833
2000-07-26,31.9149
2000-07-27,8.0645
2000-07-28,-7.4627
2000-07-31,-6.4516
2000-08-01,-6.8966
2000-08-03,-5.5556
2000-08-28,-11.7647
2000-08-31,6.6667
2000-09-13,-14.5833
2000-09-20,-7.3171
2000-10-26,-10.526299999999999
2000-11-01,-11.7647
2000-11-07,40.0
2000-11-10,-19.0476
2000-11-15,2.9412000000000003
2000-11-28,-2.8571
2000-11-29,-5.8824
2000-12-07,-6.25
2000-12-08,3.3333
2000-12-13,-9.6774
2000-12-15,17.8571
2000-12-19,-27.2727
2000-12-20,16.6667
2000-12-27,3.5714
2000-12-28,10.3448
2001-01-04,25.0
2001-02-07,70.0
2001-02-08,8.8235
2001-03-09,-10.8108
2001-05-02,-49.5833
2001-05-03,-9.8422
2001-05-22,86.6667
2001-06-06,-8.9286
2001-06-18,-7.8431
2001-06-19,4.2553
2001-06-21,2.0408
2001-07-27,-20.0
2001-08-02,13.75
2001-08-03,5.4945
2001-08-08,-4.1667
2001-08-10,0.0
2001-08-13,-15.2174
2001-08-15,12.8205
2001-08-16,0.0
2001-08-17,-9.0909
2001-09-07,-12.5
2001-09-27,-14.2857
2001-10-03,0.0
2001-10-23,23.3333
2001-11-05,2.7027
2001-11-09,26.3158
2001-11-12,-6.25
2001-11-19,2.2222
2001-11-20,4.3478
2001-11-21,-4.1667
2001-12-03,10.8696
2001-12-06,-9.8039
2001-12-18,-13.0435
2001-12-19,-5.0
2001-12-20,-2.6316
2001-12-21,2.7027
2002-01-10,18.4211
2002-01-16,4.4444
2002-01-25,2.1277
2002-02-04,-22.9167
2002-02-08,-5.4054
2002-03-14,-11.4286
2002-03-19,0.0
2002-03-20,-16.129
2002-04-29,-7.6923
2002-05-22,20.8333
2002-05-31,24.1379
2002-06-13,-20.2083
2002-07-15,-23.4117
