ticker,PVTTF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-28,-0.3571
2012-04-03,21.5054
2012-04-04,2.3599
2012-04-09,-12.1037
2012-04-12,3.9344
2012-04-16,-3.7855
2012-05-09,-10.8197
2012-05-18,-8.0882
2012-06-13,4.0
2012-06-14,-0.3846
2012-06-22,-16.2162
2012-06-29,24.424
2012-07-09,-19.4444
2012-07-17,-90.8046
2012-07-24,1028.125
2012-08-09,-6.0388
2012-08-24,-28.7736
2012-08-27,44.3709
2012-09-10,-19.7248
2012-09-18,0.0
2012-09-19,2.8571
2012-09-28,5.0
2012-10-02,0.5291
2012-10-11,-5.2632
2012-10-17,-11.6667
2012-11-08,-25.7862
2012-11-16,21.1864
2012-11-27,18.1818
2012-11-30,-7.1006
2012-12-27,38.2166
2013-01-07,1.6129
2013-01-08,-11.5646
2013-01-23,15.3846
2013-01-29,-1.5556
2013-02-05,5.6433
2013-02-06,1.7094
2013-02-07,-1.2605
2013-02-08,2.1277
2013-02-12,-1.25
2013-02-13,-2.9536
2013-02-15,2.6087
2013-02-19,-0.8475
2013-02-20,0.0
2013-02-22,6.4103
2013-03-01,-11.245
2013-03-12,4.9774
2013-03-18,-21.5517
2013-03-19,4.3956
2013-03-20,-4.7368
2013-04-01,18.232
2013-04-09,-14.486
2013-04-24,-18.6475
2013-04-25,0.7557
2013-04-26,2.0
2013-05-08,-0.7353
2013-05-15,0.7407
2013-05-17,-1.3072
2013-05-22,-1.6556
2013-05-24,1.0101
2013-05-28,-8.3333
2013-05-31,9.818200000000001
2013-06-05,-5.9603
2013-06-28,33.8028
2013-08-28,-28.75
2013-09-30,-3.0009
2013-10-04,12.7082
2013-10-14,43.9189
2013-10-15,-2.3474
2013-10-18,-3.8462
2013-10-21,0.0
2013-10-23,-1.4062999999999999
2013-10-24,-3.645
2013-10-28,0.3289
2013-10-29,2.2295
2013-10-30,-0.6414
2013-11-05,-10.5552
2013-11-11,6.4597999999999995
2013-11-18,-18.1017
2013-11-25,8.1954
2013-12-04,-5.1262
2013-12-06,21.9355
2013-12-12,-7.3082
2013-12-13,-7.5276
2013-12-16,-1.2346
2013-12-18,8.4375
2013-12-19,-7.781
2013-12-20,1.875
2014-01-02,9.816
2014-01-03,-16.9693
2014-01-10,6.8966
2014-01-14,-5.5862
2014-01-15,-6.0
2014-01-17,1.9947
2014-01-21,-4.0417
2014-01-22,-1.4493
2014-01-23,0.8732
2014-01-29,-13.9863
2014-01-30,18.6441
2014-01-31,-7.1429
