ticker,PVTTF US Equity
2014-02-03,-7.6923
2014-02-07,10.8333
2014-02-10,12.782
2014-02-12,12.0
2014-02-13,1.1905000000000001
2014-02-14,-17.647100000000002
2014-02-18,26.4286
2014-02-20,-3.3898
2014-02-21,-8.7719
2014-02-24,-8.4535
2014-02-26,23.2385
2014-02-27,-4.0838
2014-02-28,-10.0703
2014-03-03,5.3932
2014-03-04,9.375
2014-03-05,4.9286
2014-03-06,14.806000000000001
2014-03-07,-17.5511
2014-03-12,-0.6472
2014-03-13,0.76
2014-03-14,0.5747
2014-03-17,2.2857
2014-03-19,-1.1173
2014-03-20,1.6949
2014-03-21,-6.9444
2014-03-24,11.0448
2014-03-25,-8.6022
2014-03-27,-7.8676
2014-03-28,17.4781
2014-03-31,-4.8913
2014-04-01,2.8571
2014-04-02,-11.1111
2014-04-04,21.875
2014-04-07,-7.6923
2014-04-10,0.0
2014-04-22,-17.8472
2014-04-23,20.3719
2014-04-25,-1.6854
2014-04-28,-18.2143
2014-04-29,18.7773
2014-04-30,0.0
2014-05-01,-2.9412000000000003
2014-05-02,3.0303
2014-05-07,0.0
2014-05-08,-5.8824
2014-05-09,-6.25
2014-05-12,-13.3333
2014-05-16,10.7692
2014-05-20,-16.6667
2014-06-05,-14.1667
2014-06-06,0.0
2014-06-10,6.7961
2014-06-11,-2.7273
2014-06-12,-6.5421
2014-06-13,-2.0
2014-06-16,-1.0204
2014-06-18,-2.0619
2014-06-19,-10.526299999999999
2014-06-20,29.4118
2014-06-23,0.0
2014-06-25,-22.7273
2014-06-30,-4.7059
2014-07-02,4.9383
2014-07-07,-5.8824
2014-07-23,0.0
2014-07-25,-4.375
2014-07-30,-24.6732
2014-08-01,73.5358
2014-08-05,10.0
2014-08-06,10.568200000000001
2014-08-07,5.2415
2014-08-12,-17.9688
2014-08-13,15.0595
2014-08-14,-13.0885
2014-08-15,14.2857
2014-08-19,0.0
2014-08-20,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,2.5
2014-09-05,15.4472
2014-09-08,0.0
2014-09-09,-1.4085
2014-09-10,-21.4286
2014-09-12,9.0909
2014-09-19,-14.3229
2014-09-23,12.2188
2014-09-24,-13.3261
2014-09-25,-3.875
2014-09-26,-6.3719
2014-09-29,11.1111
2014-10-01,4.0
2014-10-02,5.7692
2014-10-06,-9.0909
2014-10-07,12.0
2014-10-08,-7.1429
2014-10-10,0.0
2014-10-13,0.0
2014-10-21,2.8846
2014-10-28,-21.4953
2014-10-29,14.2857
2014-11-03,-6.25
2014-11-11,-23.3333
2014-11-18,0.5435
2014-11-28,-12.3423
2014-12-01,-1.3361
2014-12-16,0.0
2015-01-09,-10.0
2015-01-16,29.6296
2015-02-09,-4.2857
2015-02-17,18.8433
2015-03-04,-0.7849
2015-03-19,0.0
2015-03-23,-36.7089
2015-03-26,20.0
2015-04-06,-10.625
2015-04-08,-4.8951
2015-04-27,119.6078
2015-04-28,-11.607099999999999
2015-04-29,-2.0202
2015-04-30,-19.9742
2015-05-12,-16.2641
2015-05-13,5.3846
2015-05-15,-28.4672
2015-05-22,42.8571
2015-05-26,-14.2857
2015-05-27,-16.6667
2015-06-03,-22.0
2015-06-16,20.5128
2015-07-13,2.1277
2015-07-27,-33.0729
2015-08-14,34.4358
2015-08-28,-16.6425
2015-09-01,11.1111
2015-09-02,0.0
2015-09-29,-2.5
2015-10-02,6.4103
2015-10-06,-1.6566
2015-10-08,-1.9908000000000001
2015-10-09,-48.2813
2015-10-13,93.3535
2015-10-14,-10.0
2015-10-16,11.1111
2015-10-23,5.0
2015-10-26,-4.7619
2015-10-29,7.5
2015-11-06,-6.9767
2015-11-09,-6.25
2015-11-18,-20.0
2015-11-20,0.0
2015-12-03,76.6667
2015-12-07,-24.5283
2015-12-15,-16.5625
2015-12-18,19.8502
2015-12-31,-25.0
2016-01-13,-12.0833
2016-01-22,51.6588
2016-02-12,-60.0
2016-02-29,23.0469
2016-03-04,-49.2063
2016-05-06,40.0
2016-05-09,0.0
2016-05-12,14.2857
2016-06-27,-12.5
2016-08-26,0.0
2016-09-02,0.0
2016-09-08,-92.8571
2016-11-02,12.5
2016-11-21,5.5556
2016-11-29,0.0
2016-12-23,10.526299999999999
2017-01-04,38.0952
2017-02-09,0.0
2017-04-20,-44.8276
2017-06-09,-50.0
2017-06-22,700.0
2017-07-28,-25.0
2017-08-14,-66.6667
2017-09-06,0.0
2017-09-22,0.0
2017-09-28,0.0
2017-11-27,-60.0
2017-11-29,80.0
2017-12-06,-44.4444
2017-12-15,111.25
2017-12-19,-40.8284
2017-12-20,-20.0
2017-12-22,0.0
2017-12-26,0.0
2018-01-03,-75.0
2018-01-12,1580.0
2018-01-16,-76.1905
2018-02-06,275.0
2018-02-27,160.0
2018-02-28,-46.1538
2018-03-01,85.7143
2018-03-02,0.0
2018-03-09,-74.359
2018-03-13,290.0
2018-03-14,0.0
2018-03-26,-9.7436
2018-03-27,-32.3864
2018-04-03,-78.9916
2018-04-20,680.0
2018-05-01,-84.6154
2018-05-07,116.6667
2018-05-14,-53.8462
2018-06-04,-33.3333
2018-06-13,900.0
2018-06-21,-12.5
2018-06-28,-71.4286
2018-07-12,-60.0
2018-07-16,0.0
2018-07-24,0.0
2018-09-27,0.0
2018-11-13,100.0
2018-12-26,-87.5
2018-12-28,0.0
2019-01-29,0.0
2019-03-12,4655.0
2019-03-13,-15.878
2019-03-28,-97.5
2019-03-29,3900.0
2019-07-10,-25.0
2019-08-16,0.0
2019-11-13,0.0
2019-11-22,33.3333
2019-12-02,-50.0
2019-12-23,0.0
2020-01-08,0.0
2020-01-27,75.0
2020-03-24,328.5714
2020-03-27,-63.3333
2020-04-16,63.6364
2020-04-29,0.0
2020-04-30,0.0
2020-05-12,0.0
2020-05-20,-11.1111
2020-06-08,75.0
2020-06-11,-47.8571
2020-06-17,84.9315
2020-06-18,-45.9259
2020-06-19,0.0
2020-06-24,86.3014
2020-06-29,-4.4118
2020-07-01,34.6154
2020-07-02,376.4286
2020-07-06,-32.2339
2020-07-07,-42.4779
2020-07-08,207.6923
2020-07-10,-0.1
2020-07-14,-5.0551
2020-07-20,-36.7422
2020-07-21,12.5
2020-07-22,-11.1111
2020-07-23,-41.6667
2020-07-24,5.7143
2020-07-27,62.1622
2020-07-28,-13.3333
2020-07-29,-32.6923
2020-07-30,0.0
2020-07-31,35.7143
