ticker,MAGP US Equity
2007-01-04,33.3333
2007-01-05,16.6667
2007-01-08,0.0
2007-01-09,-14.2857
2007-01-17,0.0
2007-01-18,16.6667
2007-01-19,0.0
2007-01-22,28.5714
2007-01-23,-22.2222
2007-01-24,0.0
2007-01-25,71.4286
2007-01-26,-41.6667
2007-01-29,-14.2857
2007-01-30,0.0
2007-01-31,-25.0
2007-02-02,100.0
2007-02-12,-33.3333
2007-02-13,-16.6667
2007-02-14,-20.0
2007-02-16,87.5
2007-02-20,-20.0
2007-02-23,-16.6667
2007-02-26,0.0
2007-02-27,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,0.0
2007-03-12,0.0
2007-03-15,-10.0
2007-03-19,33.3333
2007-03-20,0.0
2007-04-02,-16.6667
2007-04-09,-20.0
2007-04-10,12.5
2007-04-11,0.0
2007-04-12,-33.3333
2007-04-13,33.3333
2007-04-23,-25.0
2007-04-24,0.0
2007-04-25,25.0
2007-04-26,-6.6667
2007-04-27,-21.4286
2007-04-30,9.0909
2007-05-02,16.6667
2007-05-03,-42.8571
2007-05-04,25.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-09,-20.0
2007-05-10,0.0
2007-05-14,37.5
2007-05-15,9.0909
2007-05-16,0.0
2007-05-23,-16.6667
2007-05-24,0.0
2007-05-31,20.0
2007-06-01,0.0
2007-06-04,-33.3333
2007-06-05,25.0
2007-06-06,10.0
2007-06-07,0.0
2007-06-08,9.0909
2007-06-11,8.3333
2007-06-12,12.3077
2007-06-13,2.7397
2007-06-14,-6.6667
2007-06-15,0.0
2007-06-18,-7.1429
2007-06-19,0.0
2007-06-20,-7.6923
2007-06-21,-8.3333
2007-06-22,1.8182
2007-06-25,-12.5
2007-06-26,-18.3673
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,0.0
2007-07-03,0.0
2007-07-05,-7.5
2007-07-06,8.1081
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,-7.5
2007-07-12,-5.4054
2007-07-13,0.0
2007-07-16,11.4286
2007-07-17,2.5641
2007-07-18,0.0
2007-07-19,-2.5
2007-07-20,-10.2564
2007-07-23,8.5714
2007-07-24,-5.2632
2007-07-25,-2.7778
2007-07-26,-14.2857
2007-07-27,0.0
2007-07-30,-16.6667
2007-07-31,0.0
2007-08-01,16.0
2007-08-02,-31.0345
2007-08-03,15.0
2007-08-09,-26.087
2007-08-10,5.8824
2007-08-13,-38.8889
2007-08-14,9.0909
2007-08-15,4.1667
2007-08-16,0.0
2007-08-17,-12.0
2007-08-20,36.3636
2007-08-21,6.6667
2007-08-23,6.25
2007-08-24,-5.8824
2007-08-27,56.25
2007-08-28,0.0
2007-08-29,-20.0
2007-08-30,12.5
2007-08-31,-11.1111
2007-09-05,5.0
2007-09-06,14.2857
2007-09-07,4.1667
2007-09-10,4.0
2007-09-11,-23.0769
2007-09-12,12.5
2007-09-13,-11.1111
2007-09-14,10.0
2007-09-17,0.0
2007-09-18,-9.0909
2007-09-19,-25.0
2007-09-20,80.0
2007-09-21,48.1481
2007-09-24,-5.0
2007-09-25,5.2632
2007-09-26,0.0
2007-09-27,-12.5
2007-09-28,-42.8571
2007-10-01,25.0
2007-10-02,60.0
2007-10-03,0.0
2007-10-04,12.5
2007-10-05,0.0
2007-10-08,11.1111
2007-10-09,0.0
2007-10-10,0.0
2007-10-16,0.0
2007-10-17,-10.0
2007-10-19,33.3333
2007-10-22,-8.3333
2007-10-23,0.0
2007-10-24,-9.0909
2007-10-25,40.0
2007-10-26,14.2857
2007-10-29,25.0
2007-10-30,-10.0
2007-10-31,-11.1111
2007-11-01,-25.0
2007-11-02,-8.3333
2007-11-05,9.0909
2007-11-06,8.3333
2007-11-07,7.6923
2007-11-08,14.2857
2007-11-09,0.0
2007-11-12,-12.5
2007-11-13,21.4286
2007-11-14,0.0
2007-11-16,-5.8824
2007-11-19,-6.25
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,-46.6667
2007-11-29,62.5
2007-11-30,0.0
2007-12-03,-15.3846
2007-12-04,-9.0909
2007-12-05,20.0
2007-12-06,25.0
2007-12-07,2.6667
2007-12-10,-2.5974
2007-12-11,-6.6667
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,-42.8571
2007-12-17,62.5
2007-12-18,0.0
2007-12-19,15.3846
2007-12-20,6.6667
2007-12-21,-6.25
2007-12-26,-2.6667
2008-01-03,-4.1096
2008-01-09,-4.2857
2008-01-10,8.9552
2008-01-11,-17.8082
2008-01-14,-18.3333
2008-01-15,2.0408
2008-01-17,10.0
2008-01-18,-9.0909
2008-01-22,10.0
2008-01-23,3.6364
2008-01-24,-3.5088
2008-01-25,0.0
2008-01-28,-9.0909
2008-01-29,10.0
2008-01-30,-9.0909
2008-01-31,0.0
2008-02-01,-7.0
2008-02-04,7.5269
2008-02-05,4.0
2008-02-06,-3.8462
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,-6.0
2008-02-12,6.383
2008-02-13,6.0
2008-02-19,-5.6604
2008-02-20,0.0
2008-02-21,10.0
2008-02-22,-3.6364
2008-02-25,0.0
2008-02-26,3.7736
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,5.4545
2008-03-03,-5.1724
2008-03-04,3.6364
2008-03-05,0.0
2008-03-06,-21.0526
2008-03-10,22.2222
2008-03-11,-9.0909
2008-03-12,-20.0
2008-03-13,25.0
2008-03-14,-20.0
2008-03-17,0.0
2008-03-18,-5.0
2008-03-19,26.3158
2008-03-24,-6.25
2008-03-25,0.0
2008-03-26,-11.1111
2008-03-28,12.5
2008-04-01,11.1111
2008-04-03,10.0
2008-04-04,0.0
2008-04-07,-9.0909
2008-04-08,-10.0
2008-04-14,-11.1111
2008-04-16,25.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-25,0.0
2008-04-29,-20.0
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,-25.0
2008-05-05,-6.6667
2008-05-06,7.1429
2008-05-07,-16.6667
2008-05-08,-20.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-13,15.0
2008-05-14,-13.0435
2008-05-15,0.0
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,15.0
2008-05-21,-21.7391
2008-05-22,11.1111
2008-05-28,-10.0
2008-06-02,-5.5556
2008-06-03,-41.1765
2008-06-04,60.0
2008-06-05,18.75
2008-06-06,0.0
2008-06-09,-21.0526
2008-06-12,20.0
2008-06-16,27.7778
2008-06-18,26.087
2008-06-19,-13.7931
2008-06-20,-20.0
2008-06-24,0.0
2008-06-26,25.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-07,-20.0
2008-07-08,25.0
2008-07-10,0.0
2008-07-11,0.0
2008-07-21,-20.0
2008-07-23,-50.0
2008-07-24,100.0
2008-07-25,-25.0
2008-07-30,0.0
2008-08-01,33.3333
2008-08-04,0.0
2008-08-07,-25.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-18,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,6.6667
2008-08-27,-6.25
2008-09-10,33.3333
2008-09-11,-20.0
2008-09-12,21.875
2008-09-18,2.5641
2008-09-22,10.0
2008-09-23,-9.0909
2008-09-24,0.0
2008-09-29,-50.0
2008-09-30,0.0
2008-10-02,50.0
2008-10-06,0.0
2008-10-08,33.3333
2008-10-10,-50.0
2008-10-13,200.0
2008-10-15,-20.0
2008-10-17,0.0
2008-10-20,-58.3333
2008-10-23,140.0
2008-10-28,-37.5
2008-10-30,60.0
2008-11-04,0.0
2008-11-05,25.0
2008-11-06,0.0
2008-11-10,10.0
2008-11-11,-9.0909
2008-11-12,10.0
2008-11-13,-9.0909
2008-11-14,0.0
2008-11-17,-16.6667
2008-11-19,-40.0
2008-12-02,100.0
2008-12-03,16.6667
2008-12-04,14.2857
2008-12-05,0.0
2008-12-09,-12.5
2008-12-11,14.2857
2008-12-16,-25.0
2008-12-17,16.6667
2008-12-19,-14.2857
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,16.6667
2008-12-29,0.0
2008-12-31,14.2857
2009-01-08,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-23,-3.75
2009-01-27,9.0909
2009-01-28,7.1429
2009-01-29,-16.6667
2009-02-02,20.0
2009-02-05,-27.7778
2009-02-06,-1.5385
2009-02-19,-9.375
2009-02-23,-34.4828
2009-03-02,0.0
2009-03-06,0.0
2009-03-10,-5.2632
2009-03-12,-5.5556
2009-03-16,0.0
2009-03-23,0.0
2009-03-26,8.8235
2009-03-27,-2.7027
2009-03-30,2.7778
2009-04-07,8.1081
2009-04-14,0.0
2009-04-15,-5.0
2009-04-21,0.0
2009-04-27,-21.0526
2009-04-30,-26.6667
2009-05-01,0.0
2009-05-08,36.3636
2009-05-11,33.3333
2009-05-20,-20.0
2009-05-21,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,25.0
2009-06-05,0.0
2009-06-08,0.0
2009-06-11,0.0
2009-06-19,0.0
2009-06-26,-15.0
2009-06-29,17.647100000000002
2009-07-14,50.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,16.6667
2009-07-20,-14.2857
2009-07-21,8.3333
2009-07-22,4.6154
2009-07-24,-11.7647
2009-07-27,16.6667
2009-08-03,-14.2857
2009-08-05,0.0
2009-08-07,6.6667
2009-08-12,0.0
2009-08-13,0.0
2009-08-21,-6.25
2009-08-26,-40.0
2009-08-27,0.0
2009-09-02,66.6667
2009-09-14,-26.6667
2009-09-16,0.0
2009-09-18,18.1818
2009-09-21,3.8462
2009-09-22,-7.4074
2009-09-23,8.0
2009-09-30,-18.5185
2009-10-02,13.6364
2009-10-07,0.0
2009-10-12,0.0
2009-10-15,-12.0
2009-10-16,0.0
2009-10-19,-13.6364
2009-10-23,5.2632
2009-10-27,0.0
2009-11-16,-45.0
2009-11-17,0.0
2009-11-19,127.2727
2009-11-24,-52.0
2009-12-09,233.3333
2009-12-10,0.0
2009-12-15,25.0
2009-12-17,0.0
2009-12-18,-2.0
2010-01-05,-18.3673
2010-01-11,0.0
2010-01-13,-37.5
2010-01-15,60.0
2010-01-21,-35.0
2010-01-27,53.8462
2010-01-28,25.0
2010-01-29,0.0
2010-02-04,0.0
2010-02-08,0.0
2010-02-11,-2.0
2010-02-18,-18.3673
2010-02-22,-25.0
2010-02-23,0.0
2010-03-05,0.0
2010-03-08,33.3333
2010-03-09,-25.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-16,66.6667
2010-03-18,-40.0
2010-03-22,16.6667
2010-03-23,-14.2857
2010-03-24,-16.6667
2010-03-26,0.0
2010-04-05,0.0
2010-04-07,4.0
2010-04-08,15.3846
2010-04-12,-13.3333
2010-04-14,7.6923
2010-04-16,-10.7143
2010-04-23,-20.0
2010-04-28,50.0
2010-04-29,-16.6667
2010-05-07,-10.0
2010-05-24,11.1111
2010-05-27,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-15,20.0
2010-06-24,-25.0
2010-06-28,0.0
2010-07-01,0.0
2010-07-06,0.0
2010-07-09,0.0
2010-08-16,0.0
2010-08-19,11.1111
2010-08-23,0.0
2010-08-25,-20.0
2010-08-27,-12.5
2010-09-01,14.2857
2010-09-02,25.0
2010-09-08,-30.0
2010-09-13,42.8571
2010-09-24,-40.0
2010-10-05,26.6667
2010-10-07,26.3158
2010-10-25,-16.6667
2010-10-26,0.0
2010-11-08,0.0
2010-11-19,-0.9375
2010-11-23,0.9464
2010-11-29,-37.5
2010-12-27,60.0
2010-12-28,0.0
2011-02-04,0.0
2011-02-09,0.0
2011-02-18,0.0
2011-02-23,-5.0
2011-03-01,0.0
2011-03-03,-73.0263
2011-03-08,192.6829
2011-03-14,0.0
2011-03-30,0.0
2011-04-04,-62.5
2011-04-07,166.6667
2011-04-27,-75.8333
2011-04-29,0.0
2011-05-12,1.7241
2011-05-16,306.7797
2011-05-18,0.0
2011-05-19,-75.4167
2011-06-02,3.3898
2011-06-08,162.2951
2011-06-09,240.0
2011-06-14,-67.6471
2011-07-05,-9.0909
2011-07-06,0.0
2011-07-11,0.0
2011-07-12,78.125
2011-07-14,-43.8596
2011-07-18,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-08-05,-61.875
2011-08-15,0.0
2011-09-27,1.6393
2011-11-15,-1.6129
2011-12-23,1.6393
2011-12-28,0.0
2012-01-10,3.2258
2012-02-16,-46.875
2012-03-13,2.9412000000000003
2012-07-09,-8.5714
2012-07-12,-43.75
2012-08-16,0.0
2012-09-05,-72.2222
2012-10-08,60.0
2012-12-28,0.0
2013-03-27,-25.0
2013-04-03,0.0
2013-04-26,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-22,700.0
2013-06-04,-29.1667
2013-06-18,0.0
2013-07-17,64.7059
2013-07-19,8.9286
2013-07-25,-21.3115
2013-07-29,16.6667
2013-08-15,0.0
2013-09-24,3.5714
2013-11-04,0.0
2013-11-06,0.0
2013-11-12,-53.4483
2013-11-13,-33.3333
2013-11-22,0.0
2013-11-26,0.0
2013-12-09,50.0
2013-12-10,-11.1111
2013-12-11,33.3333
2013-12-18,-18.75
2013-12-20,0.0
2013-12-26,-7.6923
2013-12-31,100.0
2014-01-02,-16.6667
2014-01-06,-20.0
2014-01-10,50.0
2014-01-13,-16.6667
2014-01-21,40.0
2014-02-04,-3.5714
2014-02-20,-40.7407
2014-03-07,25.0
2014-03-18,7.5
2014-03-26,0.0
2014-03-28,0.0
2014-04-24,6.9767
2014-04-30,126.087
2014-05-01,-53.8462
2014-05-02,116.6667
2014-05-05,0.0
2014-05-07,-1.9231
2014-05-08,-50.9804
2014-05-09,-20.0
2014-05-12,40.0
2014-05-13,-25.0
2014-05-21,59.5238
2014-05-22,-11.9403
2014-05-27,-1.6949
2014-06-04,-25.8621
2014-06-30,37.2093
2014-07-02,27.1186
2014-07-03,0.0
2014-07-07,-14.6667
2014-07-14,-25.0
2014-08-04,0.0
2014-08-21,0.0
2014-09-16,0.0
2014-09-18,-10.4167
2014-09-25,11.6279
2014-09-26,0.0
2014-10-02,0.0
2014-10-09,0.0
2014-11-12,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-12-02,0.0
2014-12-31,-16.6667
2015-01-15,-20.0
2015-03-10,6.25
2015-03-25,-29.4118
2015-05-06,33.3333
2015-05-12,0.0
2015-06-12,-25.0
2015-06-25,0.0
2015-06-26,-12.5
2015-07-01,14.2857
2015-07-27,133.3333
2015-07-28,14.2857
2015-07-31,-25.0
2015-08-04,-33.3333
2015-08-07,-25.0
2015-09-03,0.0
2015-09-08,0.0
2015-09-21,0.0
2015-12-21,33.3333
2016-01-07,25.0
2016-01-25,-20.0
2016-02-05,25.0
2016-02-23,-20.0
2016-03-21,0.0
2016-03-23,-34.375
2016-04-01,4.7619
2016-04-12,45.4545
2016-07-18,100.0
2016-08-31,-53.125
2016-09-14,-36.6667
2016-10-21,-31.5789
2016-11-11,7.6923
2016-11-17,-7.1429
2017-01-06,0.0
2017-01-11,269.2308
2017-02-03,0.0
2017-02-08,-58.3333
2017-02-14,-45.0
2017-02-23,0.0
2017-04-24,0.0
2017-05-19,0.0
2017-06-06,1.8182
2017-06-29,0.0
2017-07-17,7.1429
2017-12-05,8.0
2017-12-14,52.716
2017-12-29,-35.3274
2018-02-13,207.875
2018-02-16,9.6224
2018-02-20,-70.3704
2018-02-21,23.75
2018-03-13,45.4545
2018-03-21,-44.4444
2018-04-24,62.5
2018-04-25,153.8462
2018-04-26,36.3636
2018-04-27,-20.0
2018-04-30,-11.1111
2018-05-01,-3.125
2018-05-02,-3.2258
2018-05-03,-17.3333
2018-05-07,7.8629
2018-05-09,-17.757
2018-05-23,-4.5455
2018-06-01,-23.8095
2018-07-05,-18.75
2018-07-10,867.6923
2018-07-11,55.0079
2018-07-12,-39.7436
2018-07-13,87.234
2018-07-16,-43.1818
2018-07-17,32.0
2018-07-18,-15.1515
2018-07-19,28.5714
2018-07-20,5.5556
2018-07-23,-47.3684
2018-07-24,40.0
2018-07-26,-3.5714
2018-07-27,-11.1111
2018-07-30,0.0
2018-07-31,-9.1667
2018-08-02,-8.2569
2018-08-03,0.0
2018-08-07,17.0
2018-08-08,-5.9829
2018-08-09,0.0
2018-08-10,-10.3636
2018-08-15,0.4057
2018-08-16,-19.1919
2018-08-20,50.0
2018-08-27,-16.6667
2018-09-05,-0.8
2018-09-07,-44.5565
2018-09-10,98.1818
2018-09-11,-8.2569
2018-09-18,-45.0
2018-09-19,-18.1818
2018-09-24,68.8889
2018-09-27,-34.2105
2018-10-03,1.0
2018-10-12,0.9901
2018-10-18,17.647100000000002
2018-10-26,16.6667
2018-11-20,-42.8571
2018-11-23,-35.0
2018-12-06,91.5385
2018-12-31,-30.2209
2019-01-23,-25.1799
2019-01-24,-15.3846
2019-02-05,0.0
2019-02-14,-22.7273
2019-03-01,17.647100000000002
2019-03-06,45.0
2019-03-21,-13.7931
2019-03-25,100.0
2019-04-16,0.0
2019-04-29,60.0
2019-05-03,-68.75
2019-05-10,92.0
2019-05-13,4.1667
2019-05-14,20.0
2019-05-15,24.3333
2019-05-21,-23.5925
2019-05-22,-43.8596
2019-05-28,0.0
2019-06-03,-50.0
2019-06-17,81.25
2019-07-02,118.3448
2019-07-22,-5.2432
2019-07-31,-26.6667
2019-08-01,52.2727
2019-08-02,0.0
2019-08-06,-10.4478
2019-08-07,-16.6667
2019-08-12,43.1
2019-08-28,-16.1426
2019-08-30,-33.3333
2019-09-05,-25.0
2019-10-02,116.6667
2019-10-07,52.0
2019-10-08,-17.004
2019-10-09,-14.6341
2019-10-10,-14.2857
2019-10-11,50.0
2019-10-15,-43.3333
2019-10-16,17.647100000000002
2019-10-21,16.6667
2019-10-22,-5.8857
2019-10-24,-21.0686
2019-11-01,-32.6923
2019-11-05,0.0
2019-11-08,-11.4286
2019-11-11,93.871
2019-11-12,-3.228
2019-11-13,-38.1018
2019-11-14,-25.0
2019-11-15,7.4074
2019-11-18,13.7931
2019-11-21,51.5152
2019-12-04,-31.9
2019-12-09,-11.8943
2019-12-12,176.6667
2019-12-23,-63.8554
2019-12-27,16.6667
2020-01-06,-28.5714
2020-01-13,96.0
2020-01-16,10.2041
2020-01-21,-16.6667
2020-01-24,-31.1111
2020-02-07,-6.4516
2020-02-21,0.0
2020-02-28,0.0
2020-03-04,-0.3448
2020-03-11,-27.3356
2020-03-12,-19.0476
2020-03-13,135.2941
2020-04-02,-60.0
2020-04-07,0.0
2020-04-13,87.5
2020-04-29,-46.6667
2020-04-30,87.5
2020-05-06,-20.0
2020-05-11,45.8333
2020-06-11,2.8571
2020-06-16,0.0
2020-06-25,15.2778
2020-07-02,-54.2169
2020-07-08,0.0
2020-07-09,0.0
2020-07-13,0.0
2020-07-23,0.0
