ticker,APRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-03,36.6667
2019-10-04,-6.9756
2019-10-07,6.1877
2019-10-08,-6.4691
2019-10-09,0.528
2019-10-10,2.1008
2019-10-11,-2.1605
2019-10-14,1.7875999999999999
2019-10-15,-0.155
2019-10-16,0.8795
2019-10-17,5.0256
2019-10-18,4.4922
2019-10-21,21.4953
2019-10-22,-5.0
2019-10-23,0.4049
2019-10-24,3.629
2019-10-25,-0.428
2019-10-28,-2.9308
2019-10-29,0.5233
2019-10-30,-5.1662
2019-10-31,1.9848
2019-11-01,3.3954
2019-11-04,0.04
2019-11-05,-0.7206
2019-11-06,0.8065
2019-11-07,-3.2800000000000002
2019-11-08,2.8743
2019-11-11,0.4623
2019-11-12,-3.9215999999999998
2019-11-13,2.0408
2019-11-14,10.3673
2019-11-15,10.392
2019-11-18,-0.9045
2019-11-19,1.9607999999999999
2019-11-20,-3.8129999999999997
2019-11-21,-15.1327
2019-11-22,3.8587
2019-11-25,-6.6484
2019-11-26,-4.9434000000000005
2019-11-27,3.7902
2019-11-29,6.9214
2019-12-02,0.0
2019-12-03,-0.1589
2019-12-04,1.8695
2019-12-05,-5.6619
2019-12-06,7.8228
2019-12-09,4.8751999999999995
2019-12-10,12.3353
2019-12-11,16.3245
2019-12-12,10.280100000000001
2019-12-13,-6.2992
2019-12-16,-9.7316
2019-12-17,-0.0901
2019-12-18,-2.3144
2019-12-19,2.0308
2019-12-20,8.0217
2019-12-23,6.5047
2019-12-24,3.8532
2019-12-26,19.7375
2019-12-27,4.4056
2019-12-30,-2.5843
2019-12-31,-4.8911999999999995
2020-01-02,-1.2857
2020-01-03,-9.4923
2020-01-06,4.2439
2020-01-07,1.9186
2020-01-08,-1.4233
2020-01-09,-2.1192
2020-01-10,-1.142
2020-01-13,-7.5331
2020-01-14,3.6439
2020-01-15,1.2054
2020-01-16,5.3598
2020-01-17,-7.0184
2020-01-21,-1.6463999999999999
2020-01-22,3.0131
2020-01-23,0.85
2020-01-24,-4.3629
2020-01-27,-1.9181
2020-01-28,-5.0211
2020-01-29,-0.2504
2020-01-30,3.8494
2020-01-31,2.9815
2020-02-03,3.0256
2020-02-04,-2.5823
2020-02-05,-1.3514
2020-02-06,-5.1106
2020-02-07,-2.5263999999999998
2020-02-10,-0.8829
2020-02-11,-0.5172
2020-02-12,-0.2889
2020-02-13,-4.1425
2020-02-14,-4.3518
2020-02-18,5.2765
2020-02-19,-1.2005
2020-02-20,2.0656
2020-02-21,3.8393
2020-02-24,4.2706
2020-02-25,-3.7933
2020-02-26,-1.0
2020-02-27,-1.5873
2020-02-28,0.5865
2020-03-02,4.9563
2020-03-03,-1.6944
2020-03-04,0.0565
2020-03-05,2.4005
2020-03-06,0.2206
2020-03-09,-9.5762
2020-03-10,4.7778
2020-03-11,-5.4894
2020-03-12,-2.2127
2020-03-13,29.1326
2020-03-16,-14.0667
2020-03-17,4.7862
2020-03-18,-12.4595
2020-03-19,10.0031
2020-03-20,-8.5041
2020-03-23,8.8037
2020-03-24,0.0846
2020-03-25,1.4085
2020-03-26,-11.5
2020-03-27,9.0709
2020-03-30,-3.6259
2020-03-31,3.7922000000000002
2020-04-01,-7.1059
2020-04-02,0.6504
2020-04-03,-4.6462
2020-04-06,6.4536999999999995
2020-04-07,-2.3037
2020-04-08,2.5132
2020-04-09,1.7252
2020-04-13,0.5653
2020-04-14,0.355
2020-04-15,0.2358
2020-04-16,0.0882
2020-04-17,-0.1469
2020-04-20,-2.1778
2020-04-21,2.2864
2020-04-22,-0.3529
2020-04-23,-0.3247
2020-04-24,-0.0592
2020-04-27,-0.6222
2020-04-28,1.2821
2020-04-29,-2.2667
2020-04-30,-4.247
2020-05-01,-2.1705
2020-05-04,4.4051
2020-05-05,3.6033
2020-05-06,-2.1106
2020-05-07,3.887
2020-05-08,2.3093
2020-05-11,6.8571
2020-05-12,-6.1497
2020-05-13,-4.416
2020-05-14,2.3547000000000002
2020-05-15,5.0379
2020-05-18,2.8001
2020-05-19,-16.6127
2020-05-20,5.7245
2020-05-21,-8.1676
2020-05-22,-3.3977
2020-05-26,-12.1724
2020-05-27,0.9815
2020-05-28,2.5661
2020-05-29,1.8195999999999999
2020-06-01,1.3031
2020-06-02,-3.7854
2020-06-03,1.4515
2020-06-04,1.4307
2020-06-05,0.2598
2020-06-08,5.9237
2020-06-09,1.5729
2020-06-10,5.7467
2020-06-11,-2.2128
2020-06-12,2.03
2020-06-15,4.5662
2020-06-16,6.4254999999999995
2020-06-17,1.1137
2020-06-18,4.4348
2020-06-19,5.1901
2020-06-22,4.4063
2020-06-23,0.3033
2020-06-24,-2.192
2020-06-25,1.2365
2020-06-26,-2.4936
2020-06-29,-4.8539
2020-06-30,6.3631
2020-07-01,0.2063
2020-07-02,-5.8157
2020-07-06,-4.4262
2020-07-07,-2.8016
2020-07-08,-3.4118
2020-07-09,-6.1815
2020-07-10,-4.5115
2020-07-13,-7.8518
2020-07-14,5.9019
2020-07-15,3.1696
2020-07-16,5.4018
2020-07-17,-8.1678
2020-07-20,-0.9069
2020-07-21,-1.5838999999999999
2020-07-22,-2.0744
2020-07-23,-6.2454
2020-07-24,1.2854999999999999
2020-07-27,4.4615
2020-07-28,-2.3196
2020-07-29,5.3524
2020-07-30,-0.4651
2020-07-31,-1.4019
