ticker,QDEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9091
2000-01-04,-5.4054
2000-01-05,8.5714
2000-01-06,12.7193
2000-01-07,-3.5019
2000-01-10,0.0
2000-01-11,-10.4839
2000-01-12,-6.3063
2000-01-13,1.9231
2000-01-14,5.6604
2000-01-18,5.3571
2000-01-19,5.0847
2000-01-20,-1.6129
2000-01-21,-2.459
2000-01-24,-3.3613
2000-01-25,-5.2174
2000-01-26,-5.5046
2000-01-27,-3.8834999999999997
2000-01-28,7.0707
2000-01-31,-2.8302
2000-02-01,-0.9709
2000-02-02,-7.8431
2000-02-03,0.0
2000-02-04,4.2553
2000-02-07,-1.0204
2000-02-08,1.0309
2000-02-09,11.7347
2000-02-10,9.1324
2000-02-11,-2.0921
2000-02-14,1.7094
2000-02-15,-9.2437
2000-02-16,6.4815
2000-02-17,7.8261
2000-02-18,11.2903
2000-02-22,12.3188
2000-02-23,-7.0968
2000-02-24,-5.5556
2000-02-25,-0.7353
2000-02-28,3.7037
2000-02-29,7.8571
2000-03-01,1.9868000000000001
2000-03-02,-3.8961
2000-03-03,-2.7027
2000-03-06,2.7778
2000-03-07,9.4595
2000-03-08,0.0
2000-03-09,7.4074
2000-03-10,-4.5977
2000-03-13,-10.241
2000-03-14,-5.3690999999999995
2000-03-15,-4.9645
2000-03-16,-2.2388
2000-03-17,-2.2901
2000-03-20,-0.7813
2000-03-21,-1.5748
2000-03-22,8.0
2000-03-23,-1.4815
2000-03-24,6.015
2000-03-27,-1.4184
2000-03-28,1.4388
2000-03-29,-0.7092
2000-03-30,-15.7143
2000-03-31,-5.0847
2000-04-03,-5.3571
2000-04-04,-3.7736
2000-04-05,3.9215999999999998
2000-04-06,5.6604
2000-04-07,6.6964
2000-04-10,-5.8577
2000-04-11,-4.0
2000-04-12,-5.5556
2000-04-13,1.9607999999999999
2000-04-14,-13.461500000000001
2000-04-17,6.6667
2000-04-18,15.625
2000-04-19,0.9009
2000-04-20,13.392900000000001
2000-04-24,0.0
2000-04-25,5.5118
2000-04-26,-2.2388
2000-04-27,-2.2901
2000-04-28,0.0
2000-05-01,-3.125
2000-05-02,2.4194
2000-05-03,-9.4488
2000-05-04,-0.8696
2000-05-05,-2.6316
2000-05-08,1.8018
2000-05-09,-4.4248
2000-05-10,0.0
2000-05-11,1.8519
2000-05-12,3.6364
2000-05-15,0.0
2000-05-16,1.7544
2000-05-17,-1.7241
2000-05-18,3.5088
2000-05-19,-7.6271
2000-05-22,0.9174
