ticker,GEFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-27,0.0
2008-04-17,650.0
2008-05-05,-80.0
2008-05-30,833.3333
2008-06-02,-10.7143
2008-06-03,12.0
2008-06-04,10.7143
2008-06-05,12.9032
2008-06-06,-2.8571
2008-06-10,-14.7059
2008-06-11,-3.4483
2008-06-12,14.2857
2008-06-13,0.0
2008-06-16,-37.5
2008-06-17,0.0
2008-06-20,25.0
2008-06-23,0.0
2008-06-25,-20.0
2008-06-27,0.0
2008-07-07,-25.0
2008-07-09,-80.0
2008-07-14,466.6667
2008-07-15,-29.4118
2008-07-16,-58.3333
2008-07-17,0.0
2008-07-24,-40.0
2008-07-25,0.0
2008-07-30,0.0
2008-08-08,0.0
2008-08-13,0.0
2008-09-03,0.0
2008-09-04,0.0
2008-09-23,-33.3333
2008-10-24,0.0
2008-11-12,-50.0
2008-11-13,100.0
2008-11-20,-65.0
2009-02-13,-52.6786
2009-02-23,-54.717
2009-02-24,-25.0
2009-02-25,0.0
2009-05-06,0.0
2009-12-08,16.6667
2010-04-01,4.7619
2010-04-20,1354.5455
2010-06-17,-92.5
2010-06-18,0.0
2010-08-02,6566.6667
2010-08-03,0.0
2010-08-04,-75.0
2010-08-05,20.0
2010-08-10,0.0
2010-08-11,33.3333
2010-08-13,25.0
2010-08-16,-10.0
2010-08-17,66.6667
2010-08-18,26.6667
2010-08-19,15.7895
2010-08-20,-9.0909
2010-08-23,0.0
2010-08-24,-10.0
2010-08-25,11.1111
2010-08-26,0.0
2010-08-27,-3.0
2010-08-31,-27.8351
2010-09-02,7.1429
2010-09-03,0.0
2010-09-07,13.3333
2010-09-08,5.8824
2010-09-09,-10.0
2010-09-10,48.1481
2010-09-13,-25.0
2010-09-15,11.1111
2010-09-17,0.0
2010-09-20,10.0
2010-09-21,-9.0909
2010-09-24,0.0
2010-09-27,24.0
2010-09-28,-27.4194
2010-09-29,0.0
2010-10-01,33.3333
2010-10-04,0.0
2010-10-05,4.1667
2010-10-06,-12.0
2010-10-07,-9.0909
2010-10-08,-5.0
2010-10-11,5.2632
2010-10-12,-10.0
2010-10-13,-10.0
2010-10-14,1.2346
2010-10-15,21.9512
2010-10-18,-18.0
2010-10-19,-14.6341
2010-10-20,-11.4286
2010-10-21,4.8387
2010-10-25,0.0
2010-10-26,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,-15.3846
2010-11-03,0.0
2010-11-04,-9.0909
2010-11-05,-10.0
2010-11-08,0.0
2010-11-09,100.0
