ticker,MGLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-05,0.0
2000-01-07,0.0
2000-01-19,-21.875
2000-01-20,124.0
2000-01-21,-28.5714
2000-01-27,0.0
2000-02-09,0.0
2000-02-14,0.0
2000-02-18,0.0
2000-02-24,100.0
2000-02-25,-20.0
2000-02-28,25.0
2000-03-07,0.0
2000-03-09,100.0
2000-03-10,-20.0
2000-03-20,-37.5
2000-03-28,0.0
2000-04-04,0.0
2000-04-19,0.0
2000-04-24,0.0
2000-04-26,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-30.0
2000-06-02,-11.4286
2000-06-08,0.0
2000-06-12,0.0
2000-06-13,93.5484
2000-06-15,-50.0
2000-06-20,3.3333
2000-07-05,-35.4839
2000-07-07,300.0
2000-07-13,-12.5
2000-07-14,-21.4286
2000-07-24,0.0
2000-07-26,-9.0909
2000-08-07,0.0
2000-08-08,-20.0
2000-08-14,0.0
2000-08-18,-22.5
2000-08-24,-3.2258
2000-08-25,0.0
2000-08-30,66.6667
2000-08-31,20.0
2000-09-01,-8.3333
2000-09-19,-9.0909
2000-09-22,0.0
2000-09-25,-20.0
2000-09-26,-22.5
2000-10-05,0.0
2000-10-11,0.0
2000-10-19,0.0
2000-10-24,0.0
2000-10-31,0.0
2000-11-01,0.0
2000-11-02,0.0
2000-11-03,0.0
2000-11-06,0.0
2000-11-14,-3.2258
2000-11-21,0.0
2000-12-01,0.0
2000-12-05,0.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-14,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,-33.3333
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-03,0.0
2001-01-08,0.0
2001-01-09,0.0
2001-01-10,0.0
2001-01-19,0.0
2001-01-23,0.0
2001-02-08,50.0
2001-03-08,-33.3333
2001-03-14,0.0
2001-03-28,0.0
2001-04-04,0.0
2001-05-02,0.0
2001-05-04,0.0
2001-05-09,0.0
2001-05-10,0.0
2001-06-06,0.0
2001-06-12,0.0
2001-06-13,0.0
2001-07-20,0.0
2001-07-23,0.0
2001-07-24,0.0
2001-07-26,0.0
2001-07-27,0.0
2001-07-30,0.0
2001-08-01,50.0
2001-08-03,-63.3333
2001-08-09,81.8182
2001-08-10,0.0
2001-08-13,0.0
2001-08-16,-25.0
2001-09-04,0.0
2001-09-26,0.0
2001-10-09,0.0
2001-10-23,0.0
