ticker,WLAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-13,0.0
2000-04-18,0.0
2000-05-11,124900.0
2000-07-19,-99.92
2000-07-20,149900.0
2000-07-21,-99.9333
2000-07-24,0.0
2000-08-01,0.0
2000-08-25,112400.0
2000-08-28,0.0
2000-09-01,-99.5556
2000-09-06,0.0
2000-09-12,22400.0
2000-09-13,-99.5556
2000-09-14,22400.0
2000-09-28,0.0
2000-11-24,-55.5556
2000-11-29,-99.0
2001-01-10,9900.0
2001-03-08,-99.8
2001-03-19,24900.0
2001-03-21,-99.6
2001-10-10,0.0
2001-12-31,0.0
2002-01-08,24900.0
2002-01-11,0.0
2002-01-24,-99.6
2002-02-08,0.0
2002-08-02,0.0
2002-11-13,9900.0
2002-12-31,-99.0
2003-02-18,0.0
2003-05-30,0.0
2003-07-28,0.0
2003-12-15,0.0
2004-01-02,0.0
2004-01-23,0.0
2004-01-26,9900.0
2004-02-04,0.0
2004-03-10,-99.875
2004-04-13,0.0
2004-04-23,0.0
2004-04-30,0.0
2004-09-01,0.0
2004-11-03,0.0
2004-11-22,0.0
2005-01-12,0.0
2005-01-18,0.0
2005-02-03,0.0
2005-02-18,0.0
2005-07-08,799900.0
2005-07-15,-99.9875
2005-07-29,759900.0
2005-08-02,-94.7368
2005-10-17,900.0
2005-11-30,-98.0
2005-12-30,0.0
2006-01-13,0.0
2006-02-27,100.0
2006-03-14,0.0
2006-03-16,0.0
2006-03-31,0.0
2006-04-06,0.0
2006-04-20,0.0
2006-07-06,0.0
2006-07-24,0.0
2006-10-02,0.0
2006-10-03,-50.0
2006-10-20,0.0
2006-11-21,0.0
2007-03-15,0.0
2007-03-16,0.0
2007-03-21,0.0
2007-03-27,0.0
2007-05-04,100.0
2007-06-07,25.0
2007-07-24,300.0
2007-08-23,-90.0
2007-11-16,100.0
2008-01-15,50.0
2008-01-30,0.0
2008-02-25,0.0
2008-05-22,50.0
2008-05-29,-66.6667
2008-06-19,-20.0
2008-06-20,0.0
2008-06-30,-89.5833
2008-07-01,20.0
2008-07-02,-32.6667
2008-07-03,0.0
2008-07-07,3.9604
2008-07-10,4.7619
2008-07-14,-40.9091
2008-07-16,15.3846
2008-07-17,0.0
2008-07-21,66.6667
2008-07-22,0.0
2008-08-04,-40.0
2008-08-05,0.0
2008-08-06,0.0
2008-08-08,0.0
2008-08-14,33.3333
2008-08-15,-25.0
2008-08-19,-32.0
2008-08-21,0.0
2008-08-22,-31.3725
2008-09-05,0.0
