ticker,KAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-11,0.25
2009-12-14,-0.2494
2009-12-15,-1.6667
2009-12-16,4.2373
2009-12-17,5.6911000000000005
2009-12-18,2.3846
2009-12-21,1.127
2009-12-22,-2.6746
2009-12-23,-0.3817
2009-12-24,2.6054
2009-12-28,-1.2696
2009-12-29,2.2693
2009-12-30,1.4053
2009-12-31,0.5835
2010-01-04,1.3053
2010-01-05,0.2863
2010-01-06,-0.0714
2010-01-07,0.0714
2010-01-08,3.4975
2010-01-11,1.1724
2010-01-12,-0.6817
2010-01-13,0.1373
2010-01-14,0.0685
2010-01-15,-0.3425
2010-01-19,-0.2062
2010-01-20,2.8926
2010-01-21,-3.079
2010-01-22,-1.0359
2010-01-25,1.1863
2010-01-26,0.0
2010-01-27,-2.4828
2010-01-28,-1.5558999999999998
2010-01-29,-0.3592
2010-02-01,3.8212
2010-02-02,-0.2778
2010-02-03,-0.766
2010-02-04,-2.0351
2010-02-05,1.7191999999999998
2010-02-08,0.2817
2010-02-09,0.7725
2010-02-10,0.1394
2010-02-11,0.7655
2010-02-12,2.0028
2010-02-16,-5.6872
2010-02-17,-4.6662
2010-02-18,6.0994
2010-02-19,0.4258
2010-02-22,-0.7774
2010-02-23,-0.9972
2010-02-24,-2.518
2010-02-25,4.059
2010-02-26,-4.9645
2010-03-01,0.4478
2010-03-02,3.7147
2010-03-03,1.6476
2010-03-04,-1.339
2010-03-05,1.4285999999999999
2010-03-08,0.0
2010-03-09,-0.1408
2010-03-10,0.141
2010-03-11,-1.6901000000000002
2010-03-12,1.7191999999999998
2010-03-15,-0.493
2010-03-16,3.1139
2010-03-17,-0.2059
2010-03-18,-0.8253
2010-03-19,1.8031000000000001
2010-03-22,2.5886
2010-03-23,-0.3984
2010-03-24,-0.7333
2010-03-25,0.7388
2010-03-26,1.6
2010-03-29,-0.2625
2010-03-30,2.3026
2010-03-31,-3.1511
2010-04-01,0.3984
2010-04-05,-0.1323
2010-04-06,1.9205
2010-04-07,-2.0793
2010-04-08,1.7252999999999998
2010-04-09,0.5219
2010-04-12,-1.7521
2010-04-13,0.0
2010-04-14,1.1889
2010-04-15,-1.3054999999999999
2010-04-16,-1.0582
2010-04-19,0.5348
2010-04-20,3.0585
2010-04-21,-1.4839
2010-04-22,1.4407
2010-04-23,0.1291
2010-04-26,-0.3224
2010-04-27,-1.8111000000000002
2010-04-28,-0.4611
2010-04-29,1.9193
2010-04-30,1.039
2010-05-03,1.0925
