ticker,GSKY US Equity
2018-10-11,0.7869
2018-10-12,-0.2602
2018-10-15,1.1089
2018-10-16,3.6774
2018-10-17,-0.1867
2018-10-18,-4.1771
2018-10-19,-0.9109
2018-10-22,-1.5102
2018-10-23,-4.2
2018-10-24,-6.7501999999999995
2018-10-25,0.2985
2018-10-26,-5.6548
2018-10-29,-4.5741
2018-10-30,3.9669
2018-10-31,4.7695
2018-11-01,6.1457
2018-11-02,3.2881
2018-11-05,1.4533
2018-11-06,-36.6985
2018-11-07,-1.2931
2018-11-08,2.7293
2018-11-09,3.1881
2018-11-12,2.1627
2018-11-13,-1.2097
2018-11-14,-3.6734999999999998
2018-11-15,2.7542
2018-11-16,-2.1649
2018-11-19,-5.058
2018-11-20,-0.5549
2018-11-21,2.9018
2018-11-23,-0.8677
2018-11-26,0.0
2018-11-27,3.0635
2018-11-28,-1.38
2018-11-29,0.0
2018-11-30,0.2153
2018-12-03,-0.2148
2018-12-04,-4.1981
2018-12-06,1.0112
2018-12-07,0.1112
2018-12-10,2.8889
2018-12-11,-2.8078
2018-12-12,2.2222
2018-12-13,-2.7174
2018-12-14,-3.2402
2018-12-17,-2.8868
2018-12-18,6.0642
2018-12-19,1.2332
2018-12-20,-0.3322
2018-12-21,-3.7778
2018-12-24,6.4665
2018-12-26,2.82
2018-12-27,-0.1055
2018-12-28,1.1616
2018-12-31,-0.1044
2019-01-02,1.2539
2019-01-03,-1.4447999999999999
2019-01-04,3.5602
2019-01-07,1.7189
2019-01-08,0.0994
2019-01-09,0.2979
2019-01-10,-1.2871000000000001
2019-01-11,1.7050999999999998
2019-01-14,4.2406
2019-01-15,2.9328
2019-01-16,0.2757
2019-01-17,0.7333
2019-01-18,0.182
2019-01-22,-0.0908
2019-01-23,0.8182
2019-01-24,0.4509
2019-01-25,1.7056
2019-01-28,-2.9126
2019-01-29,-0.2727
2019-01-30,-0.1823
2019-01-31,0.4566
2019-02-01,-0.2727
2019-02-04,1.3674
2019-02-05,0.8094
2019-02-06,-0.0892
2019-02-07,-3.5714
2019-02-08,2.3148
2019-02-11,2.8054
2019-02-12,-9.419
2019-02-13,1.9436
2019-02-14,-0.1907
2019-02-15,-0.382
2019-02-19,0.1918
2019-02-20,0.2871
2019-02-21,-1.0496
2019-02-22,1.2536
2019-02-25,-0.8571
2019-02-26,2.8818
2019-02-27,-0.2801
2019-02-28,5.8052
2019-03-01,2.7434
2019-03-04,-2.0672
2019-03-05,6.7722
2019-03-06,8.4843
2019-03-07,-4.7077
2019-03-08,2.0717
2019-03-11,2.8103
2019-03-12,-1.2908
2019-03-13,-0.3077
2019-03-14,-1.0031
2019-03-15,3.8192
2019-03-18,-1.2763
2019-03-19,1.2167
2019-03-20,-1.6529
2019-03-21,3.3613
2019-03-22,-4.952
2019-03-25,-2.5661
2019-03-26,1.6760000000000002
2019-03-27,-0.157
2019-03-28,1.4937
2019-03-29,0.2324
2019-04-01,2.0866
2019-04-02,-0.4542
2019-04-03,-0.4563
2019-04-04,-1.6806999999999999
2019-04-05,1.3209
2019-04-08,0.3067
2019-04-09,2.2936
2019-04-10,1.3453
2019-04-11,3.6873
2019-04-12,-0.3556
2019-04-15,2.3555
2019-04-16,4.0446
2019-04-17,0.2681
2019-04-18,1.8048
2019-04-22,1.1819
2019-04-23,0.3894
2019-04-24,-0.1293
2019-04-25,-0.3883
2019-04-26,2.1442
2019-04-29,2.1628
2019-04-30,-0.4981
2019-05-01,-0.9387
2019-05-02,-3.9798
2019-05-03,-2.0395
2019-05-06,-0.0672
2019-05-07,-4.7715
2019-05-08,-2.7523
2019-05-09,-5.5152
2019-05-10,3.149
2019-05-13,-5.5100999999999996
2019-05-14,2.0489
2019-05-15,-10.7336
2019-05-16,-2.9412000000000003
2019-05-17,1.0695000000000001
2019-05-20,-0.5291
2019-05-21,1.1525
2019-05-22,-3.5933
2019-05-23,-2.3636
2019-05-24,1.4898
2019-05-28,0.8257
2019-05-29,-0.9099
2019-05-30,5.4178
2019-05-31,-3.4843
2019-06-03,-0.4513
2019-06-04,5.7117
2019-06-05,1.8010000000000002
2019-06-06,-0.5055
2019-06-07,3.387
2019-06-10,2.2113
2019-06-11,0.9615
2019-06-12,-0.4762
2019-06-13,2.7911
2019-06-14,-0.6982
2019-06-17,-1.1719
2019-06-18,0.9486
2019-06-19,0.9397
2019-06-20,2.2498
2019-06-21,-0.3035
2019-06-24,-1.446
2019-06-25,-6.4093
2019-06-26,0.33
2019-06-27,-5.5099
2019-06-28,6.9626
2019-07-01,-8.4622
2019-07-02,0.6222
2019-07-03,-0.0883
2019-07-05,0.2653
2019-07-08,0.0882
2019-07-09,1.3216
2019-07-10,-0.6957
2019-07-11,1.6637
2019-07-12,1.4643
2019-07-15,-3.3956
2019-07-16,3.8664
2019-07-17,5.0761
2019-07-18,-0.3221
2019-07-19,-0.4847
2019-07-22,3.3279
2019-07-23,1.9639
2019-07-24,-0.9245
2019-07-25,-4.1213
2019-07-26,-1.8654
2019-07-29,-2.9752
2019-07-30,0.6814
2019-07-31,-3.2995
2019-08-01,-2.6247
2019-08-02,-3.1447
2019-08-05,-3.7106
2019-08-06,-34.3931
2019-08-07,1.4684
2019-08-08,9.9855
2019-08-09,-0.3947
2019-08-12,-4.4914
2019-08-13,4.8408999999999995
2019-08-14,-2.7704
2019-08-15,-2.8494
2019-08-16,-0.5587
2019-08-19,1.6854
2019-08-20,0.1381
2019-08-21,0.0
2019-08-22,0.6897
2019-08-23,-3.4247
2019-08-26,-0.7092
2019-08-27,-2.4286
2019-08-28,-0.1464
2019-08-29,-0.8798
2019-08-30,0.5917
2019-09-03,-1.9118
2019-09-04,4.3478
2019-09-05,2.4425
2019-09-06,-4.2076
2019-09-09,4.978
2019-09-10,0.2789
2019-09-11,-4.3115
2019-09-12,3.4884
2019-09-13,4.2135
2019-09-16,7.8167
2019-09-17,-5.125
2019-09-18,-1.581
2019-09-19,1.071
2019-09-20,-4.6358
2019-09-23,-2.9167
2019-09-24,-4.578
2019-09-25,0.8996
2019-09-26,-4.6062
2019-09-27,-0.0779
2019-09-30,6.703
2019-10-01,-3.8714
2019-10-02,1.4438
2019-10-03,-1.7227999999999999
2019-10-04,5.3354
2019-10-07,0.4342
2019-10-08,-4.1066
2019-10-09,1.5026000000000002
2019-10-10,0.2221
2019-10-11,7.8286999999999995
2019-10-14,-3.4247
2019-10-15,4.8227
2019-10-16,-0.2706
2019-10-17,0.0
2019-10-18,2.3066
2019-10-21,0.7958
2019-10-22,-6.3158
2019-10-23,2.2472
2019-10-24,1.7856999999999998
2019-10-25,3.5088
2019-10-28,2.5423999999999998
2019-10-29,-0.6993
2019-10-30,-0.7682
2019-10-31,-1.2903
2019-11-01,0.5882
2019-11-04,0.065
2019-11-05,-7.1429
2019-11-06,1.1189
2019-11-07,7.953
2019-11-08,-0.0641
2019-11-11,-3.4615
2019-11-12,-0.7968
2019-11-13,2.008
2019-11-14,1.5748
2019-11-15,-6.0724
2019-11-18,2.0633
2019-11-19,0.4043
2019-11-20,-4.5638
2019-11-21,1.8284
2019-11-22,2.6243
2019-11-25,0.5384
2019-11-26,0.1339
2019-11-27,-0.6684
2019-11-29,0.1346
2019-12-02,-2.2849
2019-12-03,0.1376
2019-12-04,-0.5495
2019-12-05,-3.7293
2019-12-06,0.0
2019-12-09,1.4346999999999999
2019-12-10,-1.9802
2019-12-11,-1.5873
2019-12-12,2.6393
2019-12-13,2.8571
2019-12-16,1.1111
2019-12-17,1.9231
2019-12-18,3.7736
2019-12-19,11.2987
2019-12-20,6.4177
2019-12-23,0.8772
2019-12-24,-1.8477999999999999
2019-12-26,1.938
2019-12-27,-0.9234
2019-12-30,-0.3289
2019-12-31,-2.0902
2020-01-02,-0.7865
2020-01-03,-3.0578
2020-01-06,-2.8037
2020-01-07,-3.8462
2020-01-08,-1.0
2020-01-09,1.6414
2020-01-10,-0.4969
2020-01-13,2.9962999999999997
2020-01-14,2.5455
2020-01-15,3.3097
2020-01-16,4.5767
2020-01-17,-1.7505
2020-01-21,-4.6771
2020-01-22,12.2079
2020-01-23,-4.7371
2020-01-24,-1.2022
2020-01-27,-4.0929
2020-01-28,3.2295
2020-01-29,4.0223
2020-01-30,0.9667
2020-01-31,-1.5957
2020-02-03,3.5676
2020-02-04,0.3132
2020-02-05,-4.3704
2020-02-06,-0.2176
2020-02-07,-2.181
2020-02-10,-2.8986
2020-02-11,2.124
2020-02-12,0.7307
2020-02-13,-0.2232
2020-02-14,0.4474
2020-02-18,-1.1136
2020-02-19,-0.3378
2020-02-20,0.0
2020-02-21,-1.0169
2020-02-24,-4.3379
2020-02-25,-3.8186
2020-02-26,-3.3499
2020-02-27,-1.6688
2020-02-28,4.1775
2020-03-02,-1.3784
2020-03-03,-21.474
2020-03-04,5.0162
2020-03-05,-6.9337
2020-03-06,1.1589
2020-03-09,-5.0736
2020-03-10,3.4483
2020-03-11,-4.1667
2020-03-12,-10.4348
2020-03-13,1.9417
2020-03-16,-3.0476
2020-03-17,-0.7859
2020-03-18,-14.8515
2020-03-19,-6.7442
2020-03-20,-4.9875
2020-03-23,-10.7612
2020-03-24,21.1765
2020-03-25,-0.9709
2020-03-26,6.8627
2020-03-27,-11.4679
2020-03-30,7.772
2020-03-31,-8.1731
2020-04-01,-4.712
2020-04-02,-3.5714
2020-04-03,-11.6809
2020-04-06,7.7419
2020-04-07,-4.1916
2020-04-08,15.625
2020-04-09,8.9189
2020-04-13,-5.4591
2020-04-14,2.3622
2020-04-15,-11.7949
2020-04-16,-3.4884
2020-04-17,0.9036
2020-04-20,-1.194
2020-04-21,-2.4169
2020-04-22,-2.4768
2020-04-23,9.5238
2020-04-24,-4.6377
2020-04-27,10.6383
2020-04-28,6.044
2020-04-29,10.8808
2020-04-30,1.4019
2020-05-01,-1.1521
2020-05-04,-3.2634
2020-05-05,6.0241
2020-05-06,-4.3182
2020-05-07,2.1378
2020-05-08,1.6279
2020-05-11,1.6018
2020-05-12,-18.4685
2020-05-13,0.8287
2020-05-14,2.1918
2020-05-15,-2.2788
2020-05-18,13.8546
2020-05-19,2.1687
2020-05-20,-1.8868
2020-05-21,-4.0865
2020-05-22,-1.5038
2020-05-26,1.7812000000000001
2020-05-27,4.25
2020-05-28,-3.5971
2020-05-29,0.0
2020-06-01,0.7463
2020-06-02,4.1975
2020-06-03,8.7678
2020-06-04,8.9325
2020-06-05,13.0
2020-06-08,7.4336
2020-06-09,-5.7661
2020-06-10,-0.6993
2020-06-11,-10.0352
2020-06-12,3.6204
2020-06-15,-2.1719
2020-06-16,1.7375
2020-06-17,3.6052999999999997
2020-06-18,-2.7473
2020-06-19,1.1299
2020-06-22,-5.0279
2020-06-23,5.2941
2020-06-24,-4.2831
2020-06-25,4.8638
2020-06-26,-7.9777000000000005
2020-06-29,-3.2258
2020-06-30,2.0833
2020-07-01,-2.2449
2020-07-02,2.9228
2020-07-06,1.0142
2020-07-07,-5.6225000000000005
2020-07-08,3.0851
2020-07-09,1.9607999999999999
2020-07-10,3.2389
2020-07-13,-6.0784
2020-07-14,1.0438
2020-07-15,-1.2397
2020-07-16,6.0669
2020-07-17,0.0
2020-07-20,1.3807
2020-07-21,2.5292
2020-07-22,2.6565
2020-07-23,-1.6636
2020-07-24,-1.3158
2020-07-27,0.5714
2020-07-28,1.1364
2020-07-29,3.5581
2020-07-30,0.3617
2020-07-31,1.7117
