ticker,REI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-04,85.6148
2007-04-10,86.6667
2007-04-13,35.7143
2007-04-16,36.8421
2007-04-17,11.538499999999999
2007-04-18,8.6207
2007-04-24,23.8095
2007-04-26,21.7949
2007-04-27,-10.526299999999999
2007-05-03,12.9412
2007-05-04,1.0417
2007-05-07,-7.2165
2007-05-08,-2.2222
2007-05-16,2.2727
2007-05-31,-5.5556
2007-06-01,-2.3529
2007-06-05,2.4096
2007-06-07,5.8824
2007-06-08,0.0
2007-06-11,0.0
2007-06-13,6.6667
2007-06-14,0.0
2007-06-15,5.2083
2007-06-18,1.9802
2007-06-19,-1.9417
2007-06-20,5.1485
2007-06-21,-1.1299
2007-06-22,2.8571
2007-06-25,-4.6296
2007-06-27,0.0
2007-06-28,-1.9417
2007-07-03,-13.8614
2007-07-10,5.7471
2007-07-11,7.6087
2007-07-17,-14.6465
2007-07-19,-11.2426
2007-07-23,-10.6667
2007-07-25,-10.4478
2007-07-26,10.5
2007-07-31,-1.9607999999999999
2007-08-09,-18.4615
2007-08-14,22.6415
2007-10-08,-38.4615
2007-10-16,32.5
2007-11-09,-22.6415
2007-12-06,7.3171
2008-01-31,-22.7273
2008-03-25,-11.7647
2008-04-09,-33.3333
2008-05-20,-25.0
2008-06-04,11.1111
2008-06-10,0.0
2008-07-08,1.6667
2008-07-28,0.0
2008-08-07,16.3934
2008-08-26,-15.493
2008-08-27,0.0
2008-08-29,1.6667
2008-09-16,-1.6393
2008-09-22,0.0
2008-10-02,0.0
2008-10-09,1.6667
2008-10-10,-1.6393
2008-10-14,16.6667
2008-10-15,-14.2857
2008-10-21,40.0
2008-10-30,-11.9048
2008-10-31,8.1081
2008-11-06,12.5
2008-11-10,-2.2222
2009-02-09,-23.8636
2009-02-12,0.0
2009-03-12,-40.2985
2009-03-13,0.0
2009-03-16,37.5
2009-03-17,9.0909
2009-03-18,0.0
2009-03-20,0.0
2009-04-13,0.0
2009-04-15,0.0
2009-04-24,0.0
2009-05-08,-3.3333
2009-05-13,0.0
2009-10-02,37.931
2010-02-18,0.0
2010-07-07,0.0
2010-07-22,0.0
2010-07-26,0.0
2010-12-01,0.0
2010-12-17,0.0
2010-12-28,0.0
2011-01-21,6.25
2011-01-26,1.1764999999999999
2011-01-28,0.0
2011-01-31,-57.907
2011-02-01,-0.5525
2011-02-03,25.0
2011-03-15,44.4444
2011-03-16,23.0769
2011-04-26,12.75
2011-05-20,170.51
2011-08-03,-62.9508
