ticker,HBIA US Equity
2012-09-04,-4.4776
2012-09-28,2.7344
2012-11-14,0.3802
2012-11-21,-1.5152
2012-12-13,3.0769
2012-12-21,0.0
2013-01-15,5.4628
2013-03-06,3.5971
2013-03-13,-1.3889
2013-05-07,-1.4085
2013-05-14,1.4285999999999999
2013-05-30,0.0
2013-06-12,1.4085
2013-06-20,-2.7778
2013-06-25,1.0714
2013-08-29,0.3534
2013-09-20,2.8169
2013-11-15,-4.1096
2013-11-25,4.2857
2013-11-26,0.0
2013-11-27,-1.3699
2013-12-03,0.0
2013-12-11,3.4722
2014-01-08,-2.0134
2014-01-30,0.0
2014-02-18,-1.3699
2014-03-07,2.7778
2014-03-31,0.0
2014-04-08,-3.0405
2014-04-15,0.3484
2014-04-21,0.0
2014-04-28,0.0
2014-04-29,0.6944
2014-05-01,3.4483
2014-05-02,-3.0
2014-05-09,3.0928
2014-05-12,0.0
2014-06-10,-3.1333
2014-06-19,1.5967
2014-06-20,1.6122
2014-07-01,0.2667
2014-08-01,-1.2633
2014-08-04,1.3468
2014-08-06,-0.3322
2014-08-26,0.3333
2014-09-02,6.3123000000000005
2014-09-04,0.0
2014-09-05,0.0
2014-09-09,0.125
2014-09-10,-2.6217
2014-09-11,2.5641
2014-09-23,-2.5
2014-09-24,2.5641
2014-10-08,-2.5
2014-10-09,2.5641
2014-10-16,-1.25
2014-10-23,1.2658
2014-10-24,1.5625
2014-10-30,-0.3077
2014-10-31,-1.2346
2014-11-12,-2.5
2014-12-03,5.7692
2015-01-21,-0.6061
2015-01-30,0.0
2015-02-05,0.6098
2015-03-11,-0.2424
2015-04-02,0.0122
2015-05-21,0.8383
2015-05-27,0.3614
2015-06-02,2.0408
2015-06-05,0.0
2015-06-11,-1.7647
2015-06-24,0.0
2015-07-02,1.7964
2015-07-06,0.0
2015-07-08,0.0
2015-07-14,1.1764999999999999
2015-07-27,-2.3256
2015-08-04,0.5952
2015-08-05,-0.5917
2015-08-12,0.0
2015-08-20,0.5952
2015-08-21,-0.2367
2015-08-24,2.0166
2015-08-25,1.1628
2015-08-31,-1.1494
2015-09-03,-1.1628
2015-09-04,0.0
2015-09-09,-0.7059
2015-09-10,0.7109
2015-09-11,0.5882
2015-09-28,-1.1696
2015-10-01,1.5385
2015-10-02,0.0
2015-10-07,1.3986
2015-10-08,1.1494
2015-10-15,-0.7727
2015-10-16,-2.1988
2015-10-30,1.8500999999999999
2015-11-02,-1.1267
2015-11-06,0.1163
2015-11-12,0.1161
2015-11-13,0.9281
2015-11-20,0.0
2015-11-23,-0.4598
2015-11-24,0.4619
2015-11-25,0.0
2015-11-27,0.0
2015-11-30,0.5747
2015-12-03,-0.4571
2015-12-04,0.1148
2015-12-08,0.0
2015-12-10,0.344
2015-12-14,0.0
2015-12-23,-0.4343
2015-12-28,3.3058
2016-01-05,-3.2
2016-01-13,0.0918
2016-01-14,0.0
2016-01-15,2.0642
2016-01-20,-1.9101
2016-01-22,1.9243999999999999
2016-01-27,-1.8881000000000001
2016-02-02,0.8018
2016-02-03,-0.7955
2016-02-04,0.8018
2016-02-08,0.0
2016-02-09,0.0
2016-02-16,-0.5682
2016-02-19,0.5714
2016-02-22,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-03,0.0
2016-03-07,0.6818
2016-03-08,0.2257
2016-03-09,0.0
2016-03-11,-0.9009
2016-03-23,0.0227
2016-03-24,0.2272
2016-03-28,0.4307
2016-03-30,-0.6546
2016-03-31,0.0909
2016-04-01,1.2259
2016-04-05,0.3588
2016-04-06,1.6536
2016-04-11,2.2203
2016-04-12,-4.7312
2016-04-13,1.0609
2016-04-18,-0.4914
2016-04-21,-0.4489
2016-04-25,0.1556
2016-04-27,0.5426
2016-04-29,-0.5822
2016-05-02,0.2252
2016-05-03,1.1236
2016-05-04,-1.4444
2016-05-09,0.0
2016-05-11,2.593
2016-05-13,-2.5275
2016-05-16,1.4656
2016-05-18,-1.1111
2016-05-19,0.2247
2016-05-20,0.8969
2016-05-23,-1.4444
2016-05-24,1.4656
2016-05-25,0.0
2016-05-27,-1.4444
2016-05-31,1.4656
2016-06-02,0.0
2016-06-03,0.5556
2016-06-06,0.5525
2016-06-08,-1.6263999999999998
2016-06-14,1.6533
2016-06-20,-1.6263999999999998
2016-06-24,-0.0223
2016-06-27,-0.5587
2016-06-28,0.0
2016-06-30,1.1236
2016-07-01,1.1111
2016-07-11,-2.1978
2016-07-12,2.2472
2016-07-15,0.0
2016-07-26,-1.956
2016-08-03,1.9950999999999999
2016-08-05,-0.5495
2016-08-08,-0.5525
2016-08-12,0.0
2016-08-22,4.4444
2016-08-25,-3.1915
2016-08-30,0.2198
2016-09-01,3.0702
2016-09-07,-2.8723
2016-09-08,0.0
2016-09-13,2.9573
2016-09-14,-2.1277
2016-09-22,28.2609
2016-09-23,-20.339
2016-09-26,-2.6596
2016-09-27,0.0
2016-09-28,2.7321999999999997
2016-09-30,-2.6596
2016-10-06,1.1148
2016-10-12,1.5997
2016-10-19,-1.2766
2016-10-24,0.0
2016-10-25,0.0
2016-10-28,0.0
2016-10-31,0.2155
2016-11-03,1.0753
2016-11-04,-1.0638
2016-11-07,1.0753
2016-11-16,2.1277
2016-11-18,3.125
2016-11-21,-0.0202
2016-11-22,0.0202
2016-11-23,0.101
2016-11-30,-4.1372
2016-12-07,1.0526
2016-12-09,0.0
2016-12-12,0.0
2016-12-27,0.2292
2017-01-05,-0.2286
2017-01-06,0.0
2017-01-11,8.3333
2017-01-13,-7.5
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.2911
2017-01-31,-0.2902
2017-02-01,0.2079
2017-02-06,0.0
2017-02-08,0.5353
2017-02-09,2.7694
2017-02-14,-1.6064
2017-02-15,0.0
2017-02-17,2.0408
2017-02-21,-2.0
2017-02-23,4.0816
2017-02-27,0.0
2017-03-01,-1.4706000000000001
2017-03-02,1.4925
2017-03-03,0.0
2017-03-06,0.0
2017-03-08,0.1961
2017-03-09,-1.1742
2017-03-10,0.9901
2017-03-14,-0.7843
2017-03-20,0.7905
2017-03-23,0.0
2017-03-27,-0.7843
2017-03-31,-0.1976
2017-04-13,0.0
2017-04-17,0.9901
2017-04-19,0.0
2017-05-12,1.9607999999999999
2017-05-15,0.9615
2017-05-19,0.0
2017-05-22,-0.6667
2017-06-02,0.6711
2017-06-08,-0.4762
2017-06-13,0.0
2017-06-15,4.2105
2017-06-16,0.0
2017-06-19,0.0
2017-06-21,-0.1837
2017-06-26,0.0
2017-07-05,-3.4039
2017-07-10,0.0
2017-08-07,0.0
2017-08-11,0.0
2017-08-16,0.0
2017-08-21,0.1905
2017-08-28,0.7605
2017-09-05,-0.8491
2017-09-12,0.0
2017-09-28,0.0951
2017-10-09,0.1901
2017-10-13,1.8975
2017-10-18,-1.6760000000000002
2017-10-20,0.0947
2017-11-01,0.2838
2017-11-06,0.0
2017-11-09,0.0
2017-11-10,0.1887
2017-11-14,0.7533
2017-12-01,0.9346
2017-12-04,0.0
2017-12-18,0.1852
2017-12-26,-0.1848
2018-01-02,1.8519
2018-01-08,1.8
2018-01-10,-2.2147
2018-01-16,4.1096
2018-01-30,-3.5088
2018-02-06,1.8182
2018-02-12,-1.7856999999999998
2018-02-21,1.8182
2018-02-27,0.0
2018-03-01,-0.8929
2018-04-03,2.7027
2018-04-05,0.0
2018-04-06,0.0
2018-04-12,-0.8772
2018-04-13,1.7699
2018-05-02,-0.8696
2018-05-07,0.0
2018-05-16,0.4386
2018-07-02,1.31
2018-07-10,0.0
2018-07-23,0.5172
2018-07-26,-0.3431
2018-07-27,0.2582
2018-08-02,-0.2575
2018-08-27,2.4096
2018-08-30,-1.4285999999999999
2018-08-31,0.0
2018-09-06,1.4493
2018-09-25,-0.8403
2018-10-05,0.2373
2018-10-17,0.0372
2018-10-22,0.5713
2018-10-24,0.9664
2018-10-30,4.0366
2018-10-31,-0.16
2018-11-15,-3.8462
2018-12-03,4.9833
2018-12-10,-3.5545
2018-12-13,0.4099
2018-12-14,0.6475
2018-12-26,-1.0506
2018-12-27,0.0
2019-01-09,0.4115
2019-01-14,1.6393
2019-01-22,-1.6129
2019-01-23,0.0
2019-01-25,6.5574
2019-01-28,-1.5385
2019-02-05,-5.3125
2019-03-08,1.3035999999999999
2019-03-11,0.6679
2019-03-12,3.5599
2019-03-15,-3.0469
2019-04-05,-0.0645
2019-04-16,0.1451
2019-05-06,1.4493
2019-05-16,0.0
2019-05-31,1.5873
2019-06-04,-1.5625
2019-06-20,1.5873
2019-06-27,2.8906
2019-07-03,-3.1131
2019-07-26,0.0157
2019-08-05,-0.0157
2019-08-07,0.3135
2019-08-08,0.7813
2019-08-19,-1.0853
2019-08-30,3.4483
2019-09-13,-1.7424
2019-09-23,0.2313
2019-10-07,0.0
2019-10-10,0.3846
2019-10-15,0.0
2019-10-21,0.7663
2019-10-25,3.0418
2019-11-04,-2.4945
2019-11-08,0.0606
2019-11-15,-1.2103
2019-11-26,0.0766
2019-11-29,0.0
2019-12-02,0.0
2019-12-09,8.6458
2019-12-20,-7.9577
2019-12-23,0.0153
2019-12-26,0.5967
2019-12-27,-0.5932
2019-12-31,0.2142
2020-01-14,1.1763
2020-01-21,-0.0153
2020-02-06,0.2142
2020-02-07,0.0
2020-02-11,0.7481
2020-02-14,-0.9698
2020-02-18,0.0
2020-02-20,0.2295
2020-02-21,0.0
2020-02-24,-0.3817
2020-02-28,0.0
2020-03-05,0.1379
2020-03-06,-0.1377
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,1.1494
2020-03-16,-1.2121
2020-03-18,-4.908
2020-03-19,0.0
2020-03-23,1.6129
2020-03-24,-1.5873
2020-03-27,4.8387
2020-04-01,0.0
2020-04-03,0.0
2020-04-09,1.5385
2020-04-16,0.0
2020-04-30,-3.6515
2020-05-04,-0.0472
2020-05-12,0.6924
2020-05-14,1.5623
2020-05-15,-1.9231
2020-05-18,-1.1764999999999999
2020-05-19,-5.4603
2020-05-22,4.9362
2020-05-26,0.8
2020-06-02,0.0
2020-06-03,0.0
2020-06-05,-5.2222
2020-06-08,0.0
2020-06-15,0.067
2020-06-22,-0.0837
2020-06-23,0.0838
2020-06-29,0.4184
2020-06-30,0.0
2020-07-06,0.4167
2020-07-14,-0.4149
2020-07-15,0.0
2020-07-28,0.0
2020-07-30,-1.25
2020-07-31,0.0
