ticker,ENHD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-17,236.6667
2007-01-11,0.0
2007-03-16,48.5149
2007-03-19,-32.6667
2007-05-03,0.0
2007-05-08,0.0
2007-05-29,457.3697
2007-07-16,1.0101
2007-07-17,0.0
2007-07-18,0.0
2007-07-24,20.0
2007-07-27,0.0
2007-07-31,0.0
2007-08-07,0.0
2007-08-13,33.3333
2007-08-17,-25.25
2007-08-20,25.4181
2008-03-05,-97.9296
2008-09-26,-95.0
2008-10-16,103700.0
2009-01-06,-99.8035
2009-01-15,880.3922
2009-01-28,-78.0
2009-01-29,354.5455
2009-02-13,-10.0
2009-02-17,0.0
2009-02-18,0.0
2009-03-04,-11.1111
2009-03-09,-74.75
2009-03-10,296.0396
2009-03-11,0.0
2009-03-12,0.0
2009-03-16,-74.75
2009-03-27,-49.505
2009-04-07,488.2353
2009-04-08,0.0
2009-04-09,-83.0
2009-04-14,1.9607999999999999
2009-04-17,476.9231
2009-04-27,0.0
2009-04-29,-83.0
2009-05-11,488.2353
2009-05-19,-83.0
2009-05-27,488.2353
2009-05-28,0.0
2009-06-08,-25.0
2009-06-09,0.0
2009-06-10,2.2222
2009-06-12,-13.0435
2009-06-16,25.0
2009-06-17,30.0
2009-06-18,-23.0769
2009-06-19,-14.0
2009-06-22,51.1628
2009-07-08,0.0
2009-07-20,-38.4615
2009-07-23,62.5
2009-07-27,-15.3846
2009-07-31,0.3636
2009-08-03,10.5072
2009-08-07,-0.9836
2009-08-10,12.5828
2009-08-14,-11.7647
2009-08-18,0.0
2009-08-19,3.3333
2009-08-21,0.0
2009-09-14,-1.6129
2009-09-17,-9.8361
2009-09-30,12.7273
2009-10-07,0.0
2009-10-13,-11.2903
2009-10-14,-16.3636
2009-10-15,30.4348
2009-10-16,0.0
2009-10-26,-15.0
2009-11-05,1.9607999999999999
2009-11-06,0.7692
2009-11-12,12.5954
2009-11-24,1.6949
2009-12-01,-20.0
2009-12-07,25.0
2009-12-08,16.6667
2009-12-16,0.0
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,-27.1429
2010-01-04,9.8039
2010-01-07,7.1429
2010-01-08,1.6667
2010-01-11,-1.6393
2010-01-14,16.6667
2010-01-15,-7.1429
2010-01-19,0.3077
2010-01-20,7.362
2010-01-21,-5.7143
2010-01-22,3.0303
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,-2.9412000000000003
2010-01-28,0.0
2010-01-29,-1.5152
2010-02-02,1.2308
2010-02-03,1.8237
