ticker,HSBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.8621
2000-01-07,4.2735
2000-01-13,-6.5574
2000-01-14,-1.7544
2000-01-19,-1.7856999999999998
2000-01-25,1.8182
2000-01-26,0.0
2000-01-28,1.7856999999999998
2000-02-03,2.6316
2000-02-08,-2.5641
2000-02-11,-8.7719
2000-02-14,-1.9231
2000-02-17,5.8824
2000-02-25,-4.6296
2000-03-02,0.0
2000-03-08,-2.9126
2000-03-10,-4.0
2000-03-22,-2.0833
2000-03-23,-1.0638
2000-03-24,-1.0753
2000-04-05,0.7005
2000-04-11,8.6957
2000-04-14,-2.0
2000-04-18,0.0
2000-06-02,2.0408
2000-07-05,-3.36
2000-07-07,-2.0833
2000-07-11,-4.2553
2000-07-14,-4.4444
2000-07-17,6.9767
2000-07-18,-4.3478
2000-07-25,-4.5455
2000-07-28,-1.1905000000000001
2000-08-01,0.0
2000-08-02,-4.8193
2000-08-04,-1.2658
2000-08-09,0.0
2000-08-14,2.5641
2000-08-28,-11.5625
2000-08-29,7.4205
2000-09-15,25.0
2000-09-25,-19.4737
2000-10-03,0.0
2000-10-04,0.183
2000-10-09,0.6579
2000-10-12,0.0
2000-10-16,-0.6536
2000-10-20,5.2632
2000-10-27,0.0
2000-10-30,8.75
2000-11-08,-8.046
2000-11-13,-5.0
2000-11-14,1.3158
2000-11-20,8.4416
2000-12-04,-0.5988
2000-12-18,-10.5422
2000-12-21,7.7440999999999995
2000-12-26,-15.0
2000-12-27,11.7647
2000-12-29,13.1579
2001-01-05,2.507
2001-01-10,2.8571
2001-01-11,2.2222
2001-01-19,0.0
2001-01-24,8.6957
2001-01-25,0.0
2001-01-31,-4.0
2001-02-01,0.0
2001-02-05,2.0833
2001-02-12,0.0
2001-02-13,0.0
2001-02-15,-2.0408
2001-02-16,4.6875
2001-02-22,-4.4776
2001-03-05,3.125
2001-03-06,-3.0303
2001-03-13,0.0
2001-03-26,0.0
2001-04-03,0.0
2001-04-05,0.0
2001-04-06,0.0
2001-04-10,-0.0833
2001-04-26,-2.0017
2001-05-04,4.2553
2001-05-07,4.898
2001-05-08,-1.2451
2001-05-09,-3.0733
2001-05-21,2.8455
2001-05-25,0.0
2001-05-29,2.7668
2001-06-04,-0.3077
2001-06-05,0.3086
2001-06-06,1.9231
2001-06-08,0.0
2001-06-11,9.3585
2001-06-12,-3.0366
2001-06-14,0.3559
2001-06-21,-0.7092
2001-06-29,3.5714
2001-07-10,-1.6552
2001-07-13,2.5947
